MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
79,2023-10-01,Real Betis,Valencia,"claudio bravo, juan miranda, marc bartra, german pezzella, hector bellerin, marc roca, guido rodriguez, rodri sanchez, isco, assane diao, ayoze perez","giorgi mamardashvili, cristhian mosquera, mouctar diakhaby, gabriel paulista, cenk ozkaçar, pepelu, javi guerra, fran perez, andre almeida, pablo gozalbez, roman yaremchuk"
80,2023-10-02,Las Palmas,Celta,"alvaro valles, sergi cardona, mika marmol, alex suarez, julian araujo, pejiño, enzo loiodice, kirian rodriguez, javi muñoz, munir el haddadi, sory kaba","ivan villar, oscar mingueza, joseph aidoo, carl starfelt, unai nuñez, manu sanchez, carlos dotor, fran beltran, jonathan bamba, anastasios douvikas, jorgen strand larsen"
81,2023-10-06,Athletic,Almería,"unai simon, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, dani garcia, ander herrera, nico williams, oihan sancet, iñaki williams, gorka guruzeta","luis maximiano, houboulang mendes, kaiky, chumi, sergio akieme, adrian embarba, dion lopy, iddrisu baba, largie ramazani, ibrahima kone, gonzalo melero"
82,2023-10-07,Cádiz,Girona,"conan ledesma, javier hernandez, fali, jorge mere, iza carcelen, darwin machis, ruben alcaraz, gonzalo escalante, ivan alejo, maxi gomez, chris ramos","paulo gazzaniga, eric garcia, david lopez, daley blind, yan couto, yangel herrera, aleix garcia, miguel gutierrez, ivan martin, artem dovbyk, savinho"
83,2023-10-07,Real Madrid,Osasuna,"kepa arrizabalaga, ferland mendy, antonio rudiger, aurelien tchouameni, daniel carvajal, eduardo camavinga, luka modric, federico valverde, jude bellingham, vinicius junior, joselu","sergio herrera, jesus areso, david garcia, alejandro catena, juan cruz, jon moncayola, lucas torro, aimar oroz, ruben garcia, ante budimir, ruben peña"
84,2023-10-07,Mallorca,Valencia,"predrag rajkovic, toni lato, matija nastasic, martin valjent, giovanni gonzalez, dani rodriguez, sergi darder, samu costa, antonio sanchez, vedat muriqi, abdon prats","giorgi mamardashvili, thierry correia, cristhian mosquera, gabriel paulista, cenk ozkaçar, diego lopez, pepelu, javi guerra, hugo duro, selim amallah, roman yaremchuk"
85,2023-10-07,Sevilla,Rayo Vallecano,"orjan nyland, marcos acuña, nemanja gudelj, loic bade, javi sanchez, fernando, djibril sow, dodi lukebakio, oliver torres, suso, youssef en-nesyri","stole dimitrievski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, isi palazon, pathe ciss, oscar valentin, alvaro garcia, raul de tomas, oscar trejo"
86,2023-10-08,Villarreal,Las Palmas,"filip jorgensen, alfonso pedraza, aissa mandi, raul albiol, juan foyth, etienne capoue, dani parejo, ben brereton diaz, manu trigueros, yeremy pino, alexander sorloth","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, munir el haddadi, javi muñoz, kirian rodriguez, enzo loiodice, pejiño, marc cardona"
87,2023-10-08,Atlético,R. Sociedad,"jan oblak, mario hermoso, axel witsel, cesar azpilicueta, samuel lino, rodrigo de paul, koke, marcos llorente, nahuel molina, antoine griezmann, alvaro morata","alex remiro, hamari traore, igor zubeldia, robin le normand, aihen muñoz, brais mendez, martin zubimendi, mikel merino, takefusa kubo, mikel oyarzabal, ander barrenetxea"
88,2023-10-08,Celta,Getafe,"ivan villar, mihailo ristic, unai nuñez, carl starfelt, oscar mingueza, jonathan bamba, luca de la torre, fran beltran, carles perez, jorgen strand larsen, iago aspas","david soria, damian suarez, domingos duarte, gaston alvarez, diego rico, carles aleña, djene, nemanja maksimovic, jaime mata, mason greenwood, borja mayoral"
89,2023-10-08,Alavés,Real Betis,"antonio sivera, javi lopez, aleksandar sedlar, abdel abqar, andoni gorosabel, ander guevara, jon guridi, luis rioja, ianis hagi, alex sola, kike garcia","claudio bravo, hector bellerin, german pezzella, chadi riad, abner, guido rodriguez, marc roca, assane diao, isco, rodri sanchez, ayoze perez"
90,2023-10-08,Granada,Barcelona,"andre ferreira, alvaro carreras, carlos neva, ignasi miquel, miguel rubio, ricard sanchez, bryan zaragoza, gonzalo villar, gerard gumbau, myrto uzuni, lucas boye","marc-andre ter stegen, joao cancelo, jules kounde, andreas christensen, alejandro balde, fermin lopez, ilkay gundogan, gavi, lamine yamal, ferran torres, joao felix"
91,2023-10-20,Osasuna,Granada,"sergio herrera, ruben peña, david garcia, alejandro catena, jesus areso, aimar oroz, lucas torro, jon moncayola, moi gomez, ante budimir, chimy avila","andre ferreira, ricard sanchez, miguel rubio, ignasi miquel, carlos neva, gerard gumbau, gonzalo villar, oscar melendo, bryan zaragoza, alvaro carreras, lucas boye"
92,2023-10-21,R. Sociedad,Mallorca,"alex remiro, aihen muñoz, jon pacheco, igor zubeldia, aritz elustondo, aren zakharyan, mikel merino, martin zubimendi, brais mendez, mikel oyarzabal, carlos fernandez","predrag rajkovic, giovanni gonzalez, martin valjent, matija nastasic, jose copete, toni lato, antonio sanchez, samu costa, dani rodriguez, cyle larin, vedat muriqi"
93,2023-10-21,Getafe,Real Betis,"david soria, diego rico, gaston alvarez, stefan mitrovic, damian suarez, jaime mata, nemanja maksimovic, mauro arambarri, jose angel carmona, borja mayoral, mason greenwood","claudio bravo, hector bellerin, german pezzella, chadi riad, juan miranda, andres guardado, marc roca, assane diao, isco, rodri sanchez, borja iglesias"
94,2023-10-21,Sevilla,Real Madrid,"orjan nyland, marcos acuña, sergio ramos, nemanja gudelj, jesus navas, ivan rakitic, boubakary soumare, djibril sow, lucas ocampos, youssef en-nesyri, dodi lukebakio","kepa arrizabalaga, daniel carvajal, antonio rudiger, david alaba, ferland mendy, federico valverde, aurelien tchouameni, toni kroos, jude bellingham, vinicius junior, rodrygo"
95,2023-10-21,Celta,Atlético,"ivan villar, manu sanchez, unai nuñez, carl starfelt, kevin vazquez, luca de la torre, fran beltran, oscar mingueza, jonathan bamba, jorgen strand larsen, iago aspas","jan oblak, cesar azpilicueta, axel witsel, mario hermoso, marcos llorente, pablo barrios, koke, saul ñiguez, samuel lino, alvaro morata, antoine griezmann"
96,2023-10-22,Las Palmas,Rayo Vallecano,"alvaro valles, sergi cardona, mika marmol, saul coco, alex suarez, munir el haddadi, enzo loiodice, kirian rodriguez, javi muñoz, pejiño, marc cardona","stole dimitrievski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, isi palazon, pathe ciss, oscar valentin, alvaro garcia, raul de tomas, kike perez"
97,2023-10-22,Girona,Almería,"paulo gazzaniga, daley blind, david lopez, eric garcia, miguel gutierrez, aleix garcia, yangel herrera, yan couto, savinho, ivan martin, artem dovbyk","fernando martinez, alejandro pozo, cesar montes, kaiky, alex centelles, iddrisu baba, dion lopy, sergio arribas, lucas robertone, adrian embarba, leo baptistao"
98,2023-10-22,Villarreal,Alavés,"filip jorgensen, jorge cuenca, raul albiol, aissa mandi, dani parejo, alfonso pedraza, santi comesaña, etienne capoue, kiko femenia, alexander sorloth, gerard moreno","antonio sivera, andoni gorosabel, abdel abqar, aleksandar sedlar, ruben duarte, antonio blanco, ander guevara, alex sola, jon guridi, luis rioja, samu aghehowa"
99,2023-10-22,Barcelona,Athletic,"marc-andre ter stegen, alejandro balde, iñigo martinez, andreas christensen, joao cancelo, ilkay gundogan, oriol romeu, gavi, fermin lopez, joao felix, ferran torres","unai simon, oscar de marcos, dani vivian, aitor paredes, yuri berchiche, dani garcia, iñigo ruiz de galarreta, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
100,2023-10-27,Girona,Celta,"paulo gazzaniga, daley blind, david lopez, arnau martinez, miguel gutierrez, aleix garcia, ivan martin, yangel herrera, savinho, artem dovbyk, yan couto","vicente guaita, kevin vazquez, carl starfelt, unai nuñez, manu sanchez, luca de la torre, renato tapia, carlos dotor, jonathan bamba, iago aspas, jorgen strand larsen"
101,2023-10-28,Almería,Las Palmas,"fernando martinez, alex centelles, chumi, cesar montes, alejandro pozo, iddrisu baba, dion lopy, adrian embarba, lucas robertone, lazaro, leo baptistao","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, marvin park, javi muñoz, maximo perrone, kirian rodriguez, munir el haddadi, marc cardona"
102,2023-10-28,Barcelona,Real Madrid,"marc-andre ter stegen, iñigo martinez, andreas christensen, ronald araujo, alejandro balde, ilkay gundogan, gavi, joao cancelo, fermin lopez, joao felix, ferran torres","kepa arrizabalaga, daniel carvajal, antonio rudiger, david alaba, ferland mendy, aurelien tchouameni, federico valverde, jude bellingham, toni kroos, rodrygo, vinicius junior"
103,2023-10-28,Mallorca,Getafe,"predrag rajkovic, jaume costa, matija nastasic, martin valjent, giovanni gonzalez, dani rodriguez, samu costa, omar mascarell, antonio sanchez, vedat muriqi, abdon prats","david soria, juan iglesias, stefan mitrovic, omar alderete, diego rico, jose angel carmona, djene, nemanja maksimovic, mason greenwood, juanmi latasa, borja mayoral"
104,2023-10-28,Cádiz,Sevilla,"conan ledesma, lucas pires, javier hernandez, fali, iza carcelen, darwin machis, ruben alcaraz, rominigue kouame, ivan alejo, chris ramos, roger marti","orjan nyland, juanlu sanchez, nemanja gudelj, sergio ramos, marcos acuña, suso, boubakary soumare, ivan rakitic, dodi lukebakio, mariano diaz, lucas ocampos"
105,2023-10-29,Real Betis,Osasuna,"claudio bravo, juan miranda, chadi riad, german pezzella, hector bellerin, marc roca, guido rodriguez, ayoze perez, isco, assane diao, willian jose","sergio herrera, jesus areso, alejandro catena, david garcia, ruben peña, jon moncayola, lucas torro, chimy avila, aimar oroz, moi gomez, ante budimir"
106,2023-10-29,Rayo Vallecano,R. Sociedad,"stole dimitrievski, alfonso espino, florian lejeune, abdul mumin, ivan balliu, alvaro garcia, pathe ciss, unai lopez, isi palazon, oscar trejo, raul de tomas","alex remiro, hamari traore, igor zubeldia, jon pacheco, aihen muñoz, martin zubimendi, takefusa kubo, brais mendez, beñat turrientes, ander barrenetxea, mikel oyarzabal"
107,2023-10-29,Athletic,Valencia,"unai simon, imanol garcia de albeniz, aitor paredes, dani vivian, oscar de marcos, dani garcia, iñigo ruiz de galarreta, nico williams, oihan sancet, iñaki williams, gorka guruzeta","giorgi mamardashvili, thierry correia, cristhian mosuqera, gabriel paulista, jose luis gaya, fran perez, pepelu, javi guerra, selim amallah, diego lopez, hugo duro"
108,2023-10-29,Atlético,Alavés,"jan oblak, mario hermoso, axel witsel, stefan savic, rodrigo riquelme, saul ñiguez, koke, rodrigo de paul, nahuel molina, alvaro morata, antoine griezmann","antonio sivera, andoni gorosabel, abdel abqar, aleksandar sedlar, ruben duarte, antonio blanco, ander guevara, alex sola, jon guridi, luis rioja, samu aghehowa"
109,2023-10-30,Granada,Villarreal,"andre ferreira, carlos neva, raul torrente, ignasi miquel, ricard sanchez, sergio ruiz, gonzalo villar, alvaro carreras, bryan zaragoza, antonio puertas, myrto uzuni","filip jorgensen, adria altimira, raul albiol, matteo gabbia, alberto moreno, ilias akhomach, etienne capoue, dani parejo, alex baena, gerard moreno, alexander sorloth"
110,2023-10-23,Valencia,Cádiz,"giorgi mamardashvili, jose luis gaya, gabriel paulista, cristhian mosquera, thierry correia, javi guerra, pepelu, selim amallah, diego lopez, fran perez, hugo duro","conan ledesma, iza carcelen, jorge mere, fali, javier hernandez, ivan alejo, gonzalo escalante, rominigue kouame, robert navarro, chris ramos, maxi gomez"
111,2023-11-03,Las Palmas,Atlético,"alvaro valles, sergi cardona, mika marmol, saul coco, alex suarez, alberto moleiro, kirian rodriguez, maximo perrone, javi muñoz, marvin park, munir el haddadi","jan oblak, nahuel molina, stefan savic, axel witsel, mario hermoso, rodrigo riquelme, rodrigo de paul, koke, pablo barrios, antoine griezmann, alvaro morata"
112,2023-11-04,Osasuna,Girona,"sergio herrera, johan mojica, david garcia, alejandro catena, jesus areso, moi gomez, lucas torro, ruben peña, aimar oroz, chimy avila, ante budimir","paulo gazzaniga, arnau martinez, eric garcia, daley blind, yan couto, aleix garcia, yangel herrera, miguel gutierrez, ivan martin, artem dovbyk, savinho"
113,2023-11-04,Real Betis,Mallorca,"claudio bravo, juan miranda, chadi riad, german pezzella, hector bellerin, marc roca, guido rodriguez, ayoze perez, isco, assane diao, willian jose","predrag rajkovic, giovanni gonzalez, martin valjent, antonio raillo, matija nastasic, jaume costa, antonio sanchez, omar mascarell, samu costa, vedat muriqi, cyle larin"
114,2023-11-04,Celta,Sevilla,"vicente guaita, manu sanchez, unai nuñez, carl starfelt, kevin vazquez, jonathan bamba, hugo sotelo, renato tapia, oscar mingueza, jorgen strand larsen, iago aspas","orjan nyland, jesus navas, loic bade, nemanja gudelj, marcos acuña, djibril sow, boubakary soumare, ivan rakitic, lucas ocampos, mariano diaz, oliver torres"
115,2023-11-04,R. Sociedad,Barcelona,"alex remiro, aihen muñoz, robin le normand, igor zubeldia, hamari traore, martin zubimendi, mikel merino, brais mendez, ander barrenetxea, mikel oyarzabal, takefusa kubo","marc-andre ter stegen, ronald araujo, jules kounde, iñigo martinez, joao cancelo, gavi, ilkay gundogan, alejandro balde, fermin lopez, robert lewandowski, joao felix"
116,2023-11-05,Alavés,Almería,"antonio sivera, javi lopez, aleksandar sedlar, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, luis rioja, jon guridi, ianis hagi, kike garcia","luis maximiano, houboulang mendes, chumi, edgar gonzalez, sergio akieme, dion lopy, lucas robertone, arnau puigmal, gonzalo melero, largie ramazani, leo baptistao"
117,2023-11-05,Valencia,Granada,"giorgi mamardashvili, jose luis gaya, gabriel paulista, cristhian mosquera, thierry correia, selim amallah, javi guerra, pepelu, fran perez, hugo duro, diego lopez","andre ferreira, ricard sanchez, ignasi miquel, raul torrente, carlos neva, gonzalo villar, gerard gumbau, bryan zaragoza, myrto uzuni, oscar melendo, lucas boye"
118,2023-11-05,Villarreal,Athletic,"filip jorgensen, carlos romero, matteo gabbia, raul albiol, adria altimira, alex baena, dani parejo, etienne capoue, ilias akhomach, alexander sorloth, gerard moreno","unai simon, oscar de marcos, dani vivian, aitor paredes, iñigo lekue, mikel vesga, iñigo ruiz de galarreta, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
119,2023-11-05,Real Madrid,Rayo Vallecano,"kepa arrizabalaga, fran garcia, david alaba, antonio rudiger, daniel carvajal, eduardo camavinga, luka modric, federico valverde, jude bellingham, vinicius junior, joselu","stole dimitrievski, andrei ratiu, abdul mumin, florian lejeune, alfonso espino, oscar valentin, isi palazon, unai lopez, pathe ciss, alvaro garcia, raul de tomas"
120,2023-11-06,Getafe,Cádiz,"david soria, diego rico, omar alderete, gaston alvarez, damian suarez, mason greenwood, nemanja maksimovic, djene, jose angel carmona, jaime mata, borja mayoral","conan ledesma, iza carcelen, victor chust, javier hernandez, lucas pires, robert navarro, rominigue kouame, ruben alcaraz, darwin machis, roger marti, chris ramos"
121,2023-11-10,Athletic,Celta,"unai simon, iñigo lekue, aitor paredes, dani vivian, oscar de marcos, iñigo ruiz de galarreta, mikel vesga, nico williams, oihan sancet, iñaki williams, gorka guruzeta","vicente guaita, kevin vazquez, carl starfelt, unai nuñez, manu sanchez, oscar mingueza, fran beltran, carlos dotor, jonathan bamba, jorgen strand larsen, iago aspas"
122,2023-11-11,Rayo Vallecano,Girona,"stole dimitrievski, alfonso espino, florian lejeune, abdul mumin, andrei ratiu, alvaro garcia, unai lopez, oscar valentin, isi palazon, oscar trejo, sergio camello","paulo gazzaniga, arnau maritnez, eric garcia, daley blind, viktor tsygankov, ivan martin, aleix garcia, miguel gutierrez, yangel herrera, savinho, artem dovbyk"
123,2023-11-11,Almería,R. Sociedad,"luis maximiano, sergio akieme, edgar gonzalez, chumi, houboulang mendes, lucas robertone, dion lopy, largie ramazani, sergio arribas, adrian embarba, leo baptistao","alex remiro, hamari traore, artiz elustondo, robin le normand, aihen muñoz, martin zubimendi, arsen zakharyan, beñat turrientes, ander barrenetxea, mikel oyarzabal, umar sadiq"
124,2023-11-11,Granada,Getafe,"andre ferreira, carlos neva, raul torrente, ignasi miquel, wilson manafa, gerard gumbau, gonzalo villar, bryan zaragoza, oscar melendo, lucas boye, myrto uzuni","david soria, damian suarez, gaston alvarez, omar alderete, diego rico, nemanja maksimovic, luis milla, jose angel carmona, carles aleña, mason greenwood, borja mayoral"
125,2023-11-11,Osasuna,Las Palmas,"sergio herrera, johan mojica, david garcia, alejandro catena, jesus areso, moi gomez, lucas torro, chimy avila, aimar oroz, ruben peña, ante budimir","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, maximo perrone, marvin park, javi muñoz, kirian rodriguez, munir el haddadi, sory kaba"
126,2023-11-11,Real Madrid,Valencia,"andriy lunin, ferland mendy, david alaba, nacho fernandez, daniel carvajal, brahim diaz, toni kroos, eduardo camavinga, federico valverde, vinicius junior, rodrygo","giorgi mamardashvili, thierry correia, cristhian mosquera, gabriel paulista, jose luis gaya, pepelu, javi guerra, fran perez, diego lopez, sergi canos, hugo duro"
127,2023-11-12,Barcelona,Alavés,"marc-andre ter stegen, joao cancelo, iñigo martinez, jules kounde, ronald araujo, pedri, ilkay gundogan, joao felix, fermin lopez, lamine yamal, robert lewandowski","antonio sivera, andoni gorosabel, abdel abqar, rafa marin, ruben duarte, javi lopez, jon guridi, antonio blanco, ander guevara, luis rioja, samu aghehowa"
128,2023-11-12,Sevilla,Real Betis,"marko dmitrovic, adria pedrosa, nemanja gudelj, loic bade, jesus navas, boubakary soumare, oliver torres, djibril sow, ivan rakitic, lucas ocampos, youssef en-nesyri","francisco vieites, hector bellerin, german pezzella, chadi riad, juan miranda, guido rodriguez, marc roca, assane diao, isco, ayoze perez, willian jose"
129,2023-11-12,Atlético,Villarreal,"jan oblak, mario hermoso, jose maria gimenez, axel witsel, rodrigo riquelme, saul ñiguez, koke, rodrigo de paul, nahuel molina, alvaro morata, antoine griezmann","filip jorgensen, adria altimira, raul albiol, jorge cuenca, alberto moreno, yeremy pino, etienne capoue, dani parejo, alex baena, gerard moreno, alexander sorloth"
130,2023-11-29,Mallorca,Cádiz,"predrag rajkovic, jaume costa, jose copete, antonio raillo, martin valjent, pablo maffeo, sergi darder, samu costa, dani rodriguez, abdon prats, cyle larin","david gil, iza carcelen, fali, momo mbaye, javier hernandez, ivan alejo, alex fernandez, ruben alcaraz, darwin machis, maxi gomez, roger marti"
131,2023-11-24,Alavés,Granada,"antonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, abde rebbach, jon guridi, luis rioja, samu aghehowa","andre ferreira, wilson manafa, ignasi miquel, raul torrente, carlos neva, oscar melendo, gerard gumbau, gonzalo villar, myrto uzuni, lucas boye, alvaro carreras"
132,2023-11-25,Rayo Vallecano,Barcelona,"stole dimitrievski, alfonso espino, florian lejeune, abdul mumin, ivan balliu, jorge de frutos, oscar valentin, unai lopez, isi palazon, oscar trejo, sergio camello","iñaki peña, joao cancelo, andreas christensen, iñigo martinez, alejandro balde, oriol romeu, frenkie de jong, lamine yamal, pedri, ferran torres, robert lewandowski"
133,2023-11-25,Valencia,Celta,"giorgi mamardashvili, jose luis gaya, gabriel paulista, cristhian mosquera, thierry correia, sergi canos, javi guerra, pepelu, fran perez, hugo duro, diego lopez","vicente guaita, kevin vazquez, carl starfelt, unai nuñez, manu sanchez, oscar mingueza, fran beltran, luca de la torre, jonathan bamba, iago aspas, jorgen strand larsen"
134,2023-11-25,Getafe,Almería,"david soria, diego rico, omar alderete, gaston alvarez, damian suarez, mason greenwood, nemanja maksimovic, luis milla, jose angel carmona, juanmi latasa, borja mayoral","luis maximiano, houboulang mendes, chumi, edgar gonzalez, sergio akieme, iddrisu baba, lucas robertone, leo baptistao, sergio arribas, adrian embarba, largie ramazani"
135,2023-11-25,Atlético,Mallorca,"jan oblak, mario hermoso, axel witsel, cesar azpilicueta, samuel lino, koke, pablo barrios, marcos llorente, antoine griezmann, angel correa, alvaro morata","predrag rajkovic, giovanni gonzalez, martin valjent, matija nastasic, jose copete, toni lato, antonio sanchez, sergi darder, samu costa, dani rodriguez, abdon prats"
136,2023-11-26,Villarreal,Osasuna,"filip jorgensen, alfonso pedraza, jorge cuenca, raul albiol, juan foyth, alex baena, etienne capoue, dani parejo, adria altimira, jose luis morales, gerard moreno","sergio herrera, jesus areso, alejandro catena, david garcia, johan mojica, jon moncayola, lucas torro, ruben peña, aimar oroz, moi gomez, ante budimir"
137,2023-11-26,R. Sociedad,Sevilla,"alex remiro, aihen muñoz, robin le normand, igor zubeldia, hamari traore, ander barrenetxea, mikel merino, martin zubimendi, brais mendez, umar sadiq, takefusa kubo","marko dmitrovic, jesus navas, loic bade, sergio ramos, adria pedrosa, boubakary soumare, fernando, dodi lukebakio, ivan rakitic, lucas ocampos, youssef en-nesyri"
138,2023-11-26,Cádiz,Real Madrid,"conan ledesma, lucas pires, javier hernandez, fali, victor chust, joseba zaldua, chris ramos, ruben alcaraz, alex fernandez, robert navarro, roger marti","andriy lunin, daniel carvajal, antonio rudiger, nacho fernandez, ferland mendy, federico valverde, toni kroos, luka modric, jude bellingham, joselu, rodrygo"
139,2023-11-26,Real Betis,Las Palmas,"francisco vieites, juan miranda, chadi riad, german pezzella, hector bellerin, william carvalho, guido rodriguez, ayoze perez, isco, luiz henrique, willian jose","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, maximo perrone, marvin park, javi muñoz, kirian rodriguez, alberto moleiro, munir el haddadi"
140,2023-11-27,Girona,Athletic,"paulo gazzaniga, miguel gutierrez, daley blind, eric garcia, arnau martinez, savinho, aleix garcia, yangel herrera, viktor tsygankov, ivan martin, cristhian stuani","unai simon, oscar de marcos, dani vivian, aitor paredes, iñigo lekue, iñigo ruiz de galarreta, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
141,2023-12-01,Las Palmas,Getafe,"alvaro valles, sergi cardona, mika marmol, saul coco, julian araujo, alberto moleiro, enzo loiodice, kirian rodriguez, javi muñoz, munir el haddadi, sandro ramirez","david soria, damian suarez, gaston alvarez, omar alderete, diego rico, mason greenwood, djene, luis milla, oscar rodriguez, nemanja maksimovic, borja mayoral"
142,2023-12-02,Girona,Valencia,"paulo gazzaniga, daley blind, david lopez, eric garcia, miguel gutierrez, aleix garcia, yangel herrera, viktor tsygankov, savinho, ivan martin, artem dovbyk","giorgi mamardashvili, thierry correia, cristhian mosquera, gabriel paulista, yarek gasiorowski, dimitri foulquier, pepelu, javi guerra, fran perez, diego lopez, hugo duro"
143,2023-12-02,Athletic,Rayo Vallecano,"unai simon, iñigo lekue, aitor paredes, dani vivian, oscar de marcos, iñigo ruiz de galarreta, ander herrera, nico williams, oihan sancet, iñaki williams, gorka guruzeta","stole dimitrievski, ivan balliu, abdul mumin, florian lejeune, alfonso espino, pathe ciss, oscar valentin, isi palazon, unai lopez, alvaro garcia, sergio camello"
144,2023-12-02,Real Madrid,Granada,"andriy lunin, ferland mendy, david alaba, antonio rudiger, daniel carvajal, jude bellingham, toni kroos, federico valverde, brahim diaz, rodrygo, joselu","raul fernandez, ricard sanchez, ignasi miquel, raul torrente, carlos neva, wilson manafa, sergio ruiz, gerard gumbau, bryan zaragoza, myrto uzuni, lucas boye"
145,2023-12-02,Osasuna,R. Sociedad,"sergio herrera, johan mojica, juan cruz, alejandro catena, david garcia, jesus areso, moi gomez, lucas torro, aimar oroz, ante budimir, ruben garcia","alex remiro, hamari traore, igor zubeldia, robin le normand, kieran tierney, brais mendez, martin zubimendi, mikel merino, takefusa kubo, umar sadiq, ander barrenetxea"
146,2023-12-03,Mallorca,Alavés,"predrag rajkovic, jaume costa, antonio raillo, martin valjent, giovanni gonzalez, samu costa, omar mascarell, amath ndiaye, sergi darder, antonio sanchez, abdon prats","antonio sivera, andoni gorosabel, abdel abqar, rafa marin, javi lopez, antonio blanco, ander guevara, luis rioja, jon guridi, abde rebbach, samu aghehowa"
147,2023-12-03,Almería,Real Betis,"luis maximiano, sergio akieme, edgar gonzalez, cesar montes, alejandro pozo, gonzalo melero, lucas robertone, adrian embarba, sergio arribas, leo baptistao, largie ramazani","rui silva, hector bellerin, german pezzella, chadi riad, abner, assane diao, guido rodriguez, marc roca, ayoze perez, isco, willian jose"
148,2023-12-03,Sevilla,Villarreal,"marko dmitrovic, marcos acuña, nemanja gudelj, tanguy nianzou, juanlu sanchez, ivan rakitic, fernando, djibril sow, dodi lukebakio, youssef en-nesyri, lucas ocampos","filip jorgensen, juan foyth, raul albiol, jorge cuenca, alfonso pedraza, adria altimira, santi comesaña, dani parejo, alex baena, gerard moreno, jose luis morales"
149,2023-12-03,Barcelona,Atlético,"iñaki peña, joao cancelo, andreas christensen, ronald araujo, jules kounde, pedri, ilkay gundogan, frenkie de jong, joao felix, robert lewandowski, raphinha","jan oblak, nahuel molina, axel witsel, jose maria gimenez, mario hermoso, rodrigo riquelme, marcos llorente, koke, rodrigo de paul, antoine griezmann, alvaro morata"
150,2023-12-04,Celta,Cádiz,"vicente guaita, manu sanchez, unai nuñez, carl starfelt, kevin vazquez, jonathan bamba, luca de la torre, renato tapia, oscar mingueza, iago aspas, jorgen strand larsen","david gil, iza carcelen, fali, victor chust, javier hernandez, ivan alejo, alex fernandez, ruben alcaraz, ruben sobrino, chris ramos, roger marti"
151,2023-12-08,Getafe,Valencia,"david soria, gaston alvarez, domingos duarte, djene, juan iglesias, jordi martin, luis milla, nemanja maksimovic, mason greenwood, borja mayoral, juanmi latasa","giorgi mamardashvili, thierry correia, cristhian mosquera, gabriel paulista, yarek gasiorowski, dimitri foulquier, javi guerra, pepelu, fran perez, diego lopez, hugo duro"
152,2023-12-09,Alavés,Las Palmas,"antonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, abde rebbach, jon guridi, antonio blanco, luis rioja, ianis hagi, samu aghehowa","alvaro valles, julian araujo, saul coco, mika marmol, sergi cardona, munir el haddadi, javi muñoz, enzo loiodice, kirian rodriguez, alberto moleiro, marc cardona"
153,2023-12-09,Real Betis,Real Madrid,"rui silva, abner, chadi riad, german pezzella, aitor ruibal, marc roca, sergi altimira, abde ezzalzouli, isco, ayoze perez, willian jose","andriy lunin, lucas vazquez, antonio rudiger, david alaba, ferland mendy, federico valverde, toni kroos, brahim diaz, luka modric, jude bellingham, rodrygo"
154,2023-12-09,Villarreal,R. Sociedad,"filip jorgensen, alfonso pedraza, jorge cuenca, raul albiol, juan foyth, alex baena, dani parejo, etienne capoue, adria altimira, jose luis morales, gerard moreno","alex remiro, hamari traore, aritz elustondo, igor zubeldia, kieran tierney, martin zubimendi, takefusa kubo, brais mendez, mikel merino, arsen zakharyan, umar sadiq"
155,2023-12-09,Mallorca,Sevilla,"predrag rajkovic, matija nastasic, antonio raillo, martin valjent, jaume costa, samu costa, omar mascarell, dani rodriguez, pablo maffeo, sergi darder, cyle larin","marko dmitrovic, juanlu sanchez, nemanja gudelj, sergio ramos, adria pedrosa, djibril sow, boubakary soumare, ivan rakitic, lucas ocampos, youssef en-nesyri, dodi lukebakio"
156,2023-12-10,Atlético,Almería,"jan oblak, cesar azpilicueta, axel witsel, stefan savic, samuel lino, koke, rodrigo de paul, marcos llorente, antoine griezmann, angel correa, alvaro morata","luis maximiano, chumi, cesar montes, edgar gonzalez, alejandro pozo, lucas robertone, dion lopy, sergio akieme, sergio arribas, leo baptistao, adrian embarba"
157,2023-12-10,Cádiz,Osasuna,"conan ledesma, javier hernandez, momo mbaye, fali, iza carcelen, darwin machis, ruben alcaraz, alex fernandez, ivan alejo, roger marti, chris ramos","sergio herrera, jesus areso, unai garcia, david garcia, juan cruz, aimar oroz, lucas torro, moi gomez, ruben garcia, ante budimir, chimy avila"
