MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
238,2024-02-11,Sevilla,Atlético,"orjan nyland, marcos acuña, sergio ramos, loic bade, jesus navas, lucas ocampos, oliver torres, boubakary soumare, djibril sow, isaac romero, youssef en-nesyri","jan oblak, axel witsel, gabriel paulista, merio hermoso, marcos llorente, rodrigo de paul, koke, pablo barrios, samuel lino, alvaro morata, antoine griezmann"
239,2024-02-11,Barcelona,Granada,"marc-andre ter stegen, joao cancelo, iñigo martinez, pau cubarsi, jules kounde, ilkay gundogan, andreas christensen, frenkie de jong, pedri, robert lewandowski, lamine yamal","augusto batalla, ricard sanchez, miguel rubio, ignasi miquel, faitout maouassa, martin hongla, facundo pellistri, sergio ruiz, gerard gumbau, oscar melendo, myrto uzuni"
240,2024-02-12,Almería,Athletic,"luis maximiano, alex centelles, alkesandar radovanovic, edgar gonzalez, marc pubill, dion lopy, iddrisu baba, largie ramazani, lucas robertone, sergio arribas, choco lozano","unai simon, oscar de marcos, yeray alvarez, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, mikel vesga, iñaki williams, unai gomez, alex berenguer, asier villalibre"
241,2024-02-16,Villarreal,Getafe,"filip jorgensen, alberto moreno, yerson mosquera, raul albiol, kiko femenia, alex baena, francis coquelin, santi comesaña, ilias akhomach, goncalo guedes, gerard moreno","david soria, juan iglesias, djene, omar alderete, diego rico, mason greenwood, nemanja maksimovic, luis milla, jordi martin, borja mayoral, jaime mata"
242,2024-02-17,Atlético,Las Palmas,"jan oblak, samuel lino, reinildo mandava, jose maria gimenez, stefan savic, nahuel molina, saul ñiguez, koke, pablo barrios, angel correa, marcos llorente","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, marvin park, javi muñoz, maximo perrone, kirian rodriguez, munir el haddadi, sandro ramirez"
243,2024-02-17,Osasuna,Cádiz,"sergio herrera, johan mojica, jorge herrando, david garcia, ruben peña, aimar oroz, iker muñoz, jon moncayola, moi gomez, ante budimir, ruben garcia","conan ledesma, jorge mere, fali, victor chust, lucas pires, joseba zaldua, gonzalo escalante, ruben alcaraz, robert navarro, juanmi, chris ramos"
244,2024-02-17,Celta,Barcelona,"vicente guaita, mihailo ristic, carlos dominguez, carl starfelt, oscar mingueza, luca de la torre, renato tapia, fran beltran, tadeo allende, jorgen strand larsen, iago aspas","marc-andre ter stegen, jules kounde, ronald araujo, pau cubarsi, joao cancelo, frenkie de jong, andreas christensen, pedri, lamine yamal, robert lewandowski, vitor roque"
245,2024-02-17,Valencia,Sevilla,"giorgi mamardashvili, jose luis gaya, cristhian mosquera, mouctar diakhaby, dimitri foulquier, sergi canos, hugo guillamon, pepelu, fran perez, hugo duro, roman yaremchuk","orjan nyland, loic bade, sergio ramos, kike salas, jesus navas, djibril sow, boubakary soumare, oliver torres, marcos acuña, youssef en-nesyri, isaac romero"
246,2024-02-18,Rayo Vallecano,Real Madrid,"stole dimitrievski, alfonso espino, florian lejeune, aridane hernandez, ivan balliu, alvaro garcia, unai lopez, oscar valentin, isi palazon, oscar trejo, raul de tomas","andriy lunin, lucas vazquez, aurelien tchouameni, nacho fernandez, fran garcia, federico valverde, eduardo camavinga, brahim diaz, luka modric, vinicius junior, joselu"
247,2024-02-18,Granada,Almería,"augusto batalla, carlos neva, miguel rubio, kamil piatkowski, ricard sanchez, gonzalo villar, martin hongla, sergio ruiz, oscar melendo, myrto uzuni, facundo pellistri","luis maximiano, marc pubill, edgar gonzalez, aleksandar radovanovic, bruno langa, iddrisu baba, lucas robertone, sergio arribas, jonathan viera, adrian embarba, choco lozano"
248,2024-02-18,Mallorca,R. Sociedad,"predrag rajkovic, jaume costa, matija nastasic, antonio raillo, martin valjent, giovanni gonzalez, dani rodriguez, samu costa, antonio sanchez, vedat muriqi, cyle larin","alex remiro, hamari traore, igor zubeldia, robin le normand, javi galan, brais mendez, martin zubimendi, mikel merino, takefusa kubo, umar sadiq, arsen zakharyan"
249,2024-02-18,Real Betis,Alavés,"rui silva, juan miranda, sokratis, german pezzella, hector bellerin, marc roca, johnny cardoso, abde ezzalzouli, nabil fekir, pablo fornals, chimy avila","antonio sivera, andoni gorosabel, abdel abqar, rafa marin, ruben duarte, antonio blanco, ander guevara, alex sola, jon guridi, luis rioja, samu aghehowa"
250,2024-02-19,Athletic,Girona,"unai simon, yuri berchiche, yeray alvarez, dani vivian, iñigo lekue, beñat prados, iñigo ruiz de galarreta, alex berenguer, unai gomez, iñaki williams, gorka guruzeta","paulo gazzaniga, arnau martinez, eric garcia, juanpe, miguel gutierrez, yangel herrera, aleix garcia, viktor tsygankov, ivan martin, savinho, artem dovbyk"
251,2024-02-23,R. Sociedad,Villarreal,"alex remiro, javi galan, jon pacheco, robin le normand, hamari traore, martin zubimendi, ander barrenetxea, arsen zakharyan, brais mendez, takefusa kubo, andre silva","filip jorgensen, yerson mosquera, raul albiol, eric bailly, alberto moreno, ilias akhomach, francis coquelin, santi comesaña, alex baena, goncalo guedes, gerard moreno"
252,2024-02-24,Barcelona,Getafe,"marc-andre ter stegen, joao cancelo, pau cubarsi, ronald araujo, jules kounde, ilkay gundogan, andreas christensen, frenkie de jong, joao felix, robert lewandowski, raphinha","david soria, juan iglesias, gaston alvarez, omar alderete, djene, mason greenwood, nemanja maksimovic, luis milla, ilaix moriba, diego rico, borja mayoral"
253,2024-02-24,Alavés,Mallorca,"antonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, luis rioja, jon guridi, alex sola, samu aghehowa","predrag rajkovic, nacho vidal, martin valjent, matija nastasic, jose copete, toni lato, sergi darder, omar mascarell, manu morlanes, nemanja radonjic, vedat muriqi"
254,2024-02-24,Almería,Atlético,"luis maximiano, bruno langa, aleksandar radovanovic, edgar gonzalez, marc pubill, lucas robertone, iddrisu baba, adrian embarba, jonathan viera, luka romero, choco lozano","jan oblak, stefan savic, gabriel paulista, reinildo mandava, nahuel molina, rodrigo de paul, koke, pablo barrios, samuel lino, memphis depay, angel correa"
255,2024-02-25,Cádiz,Celta,"conan ledesma, javier hernandez, victor chust, jorge mere, iza carcelen, robert navarro, gonzalo escalante, ruben alcaraz, ruben sobrino, maxi gomez, juanmi","vicente guaita, javier manquillo, carl starfelt, unai nuñez, manu sanchez, tadeo allende, renato tapia, fran beltran, luca de la torre, iago aspas, jorgen strand larsen"
256,2024-02-25,Real Betis,Athletic,"rui silva, youssouf sabaly, chadi riad, german pezzella, aitor ruibal, sergi altimira, johnny cardoso, chimy avila, nabil fekir, pablo fornals, willian jose","unai simon, oscar de marcos, dani vivian, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, beñat prados, alex berenguer, oihan sancet, nico williams, gorka guruzeta"
257,2024-02-25,Las Palmas,Osasuna,"alvaro valles, sergi cardona, mika marmol, saul coco, alex suarez, alberto moleiro, kirian rodriguez, enzo loiodice, javi muñoz, marvin park, marc cardona","sergio herrera, unai garcia, alejandro catena, jorge herrando, jesus areso, aimar oroz, jon moncayola, moi gomez, johan mojica, ante budimir, raul garcia"
258,2024-02-25,Real Madrid,Sevilla,"andriy lunin, ferland mendy, nacho fernandez, antonio rudiger, lucas vazquez, toni kroos, aurelien tchouameni, federico valverde, vinicius junior, rodrygo, brahim diaz","orjan nyland, jesus navas, loic bade, sergio ramos, kike salas, lucas ocampos, oliver torres, boubakary soumare, djibril sow, youssef en-nesyri, isaac romero"
259,2024-02-26,Girona,Rayo Vallecano,"paulo gazzaniga, miguel gutierrez, david lopez, eric garcia, yan couto, aleix garcia, yangel herrera, savinho, portu, viktor tsygankov, artem dovbyk","stole dimitrevski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, oscar valentin, miguel crespo, jorge de frutos, unai lopez, alvaro garcia, raul de tomas"
260,2024-04-04,Granada,Valencia,"augusto batalla, carlos enva, ignasi miquel, miguel rubio, bruno mendez, theo corbeanu, gerard gumbau, sergio ruiz, facundo pellistri, myrto uzuni, lucas boye","giorgi mamardashvili, thierry correia, cristhian mosquera, cenk ozkacar, dimitri foulquier, fran perez, javi guerra, pepelu, sergi canos,diego lopez, hugo duro"
261,2024-03-01,Celta,Almería,"vicente guaita, manu sanchez, unai nuñez, carl starfelt, javier manquillo, jonathan bamba, luca de la torre, fran beltran, oscar mingueza, jorgen strand larsen, anastasios douvikas","luis maximiano, marc pubill, edgar gonzalez, aleksandar radovanovic, bruno langa, iddrisu baba, lucas robertone, luka romero, jonathan viera, adrian embarba, choco lozano"
262,2024-03-02,Sevilla,R. Sociedad,"orjan nyland, adria pedrosa, kike salas, sergio ramos, loic bade, jesus navas, oliver torres, boubakary soumare, hannibal mejbri, youssef en-nesyri, isaac romero","alex remiro, jon aramburu, igor zubeldia, jon pacheco, kieran tierney, martin zubimendi, arsen zakharyan, jon ander olasagasti, beñat turrientes, umar sadiq, andre silva"
263,2024-03-02,Rayo Vallecano,Cádiz,"stole dimitrevski, alfonso espino, florian lejeune, aridane hernandez, ivan balliu, oscar valentin, miguel crespo, alvaro garcia, oscar trejo, isi palazon, raul de tomas","conan ledesma, iza carcelen, jorge mere, victor chust, javier hernandez, ruben sobrino, ruben alcaraz, rominigue kouame, robert navarro, juanmi, maxi gomez"
264,2024-03-02,Getafe,Las Palmas,"david soria, diego rico, gaston alvarez, domingos duarte, jose angel carmona, ilaix moriba, luis milla, nemanja maksimovic, jaime mata, borja mayoral, mason greenwood","alvaro valles, julian araujo, saul coco, mika marmol, sergi cardona, munir el haddadi, javi muñoz, maximo perrone, kirian rodriguez, alberto moleiro, sandro ramirez"
265,2024-03-02,Valencia,Real Madrid,"giorgi mamardashvili, jose luis gaya, mouctar diakhaby, cristhian mosquera, dimitri foulquier, sergi canos, javi guerra, pepelu, fran perez, roman yaremchuk, hugo duro","andriy lunin, daniel carvajal, aurelien tchouameni, antonio rudiger, ferland mendy, federico valverde, toni kroos, eduardo camavinga, jude bellingham, rodrygo, vinicius junior"
266,2024-03-03,Villarreal,Granada,"pepe reina, alberto moreno, yerson mosquera, eric bailly, kiko femenia, alex baena, dani parejo, etienne capoue, bertrand traore, alexander sorloth, gerard moreno","augusto batalla, kamil piatkowski, martin hongla, ignasi miquel, ricard sanchez, sergio ruiz, gonzalo villar, carlos neva, facundo pellistri, lucas boye, myrto uzuni"
267,2024-03-03,Atlético,Real Betis,"jan oblak, mario hermoso, gabriel paulista, axel witsel, samuel lino, pablo barrios, koke, rodrigo de paul, marcos llorente, alvaro morata, memphis depay","rui silva, hector bellerin, german pezzella, chadi riad, youssouf sabaly, johnny cardoso, marc roca, pablo fornals, rodri sanchez, chimy avila, willian jose"
268,2024-03-03,Mallorca,Girona,"predrag rajkovic, toni lato, jose copete, antonio raillo, martin valjent, giovanni gonzalez, dani rodriguez, omar mascarell, antonio sanchez, vedat muriqi, cyle larin","paulo gazzaniga, yan couto, eric garcia, juanpe, miguel gutierrez, jon solis, aleix garcia, viktor tsygankov, ivan martin, savinho, artem dovbyk"
269,2024-03-03,Athletic,Barcelona,"unai simon, imanol garcia de albeniz, aitor paredes, yeray alvarez, beñat prados, mikel vesga, dani garcia, alex berenguer, unai gomez, iñaki williams, gorka guruzeta","marc-andre ter stegen, jules kounde, pau cubarsi, ronald araujo, joao cancelo, ilkay gundogan, andreas christensen, frenkie de jong, raphinha, robert lewandowski, pedri"
270,2023-03-04,Osasuna,Alavés,"sergio herrera, johan mojica, jorge herrando, david garcia, jesus areso, lucas torro, jon moncayola, kike barja, aimar oroz, ruben garcia, ante budimir","antonio sivera, andoni gorosabel, abdel abqar, rafa marin, javi lopez, ander guevara, carlos protesoni, jon guridi, alex sola, samu aghehowa, luis rioja"
271,2024-03-08,Barcelona,Mallorca,"marc-andre ter stegen, joao cancelo, iñigo martinez, pau cubarsi, jules kounde, ilkay gundogan, andreas christensen, raphinha, joao felix, marc guiu, lamine yamal","predrag rajkovic, giovanni gonzalez, matija nastasic, antonio raillo, jose copete, toni lato, sergi darder, samu costa, manu morlanes, vedat muriqi, cyle larin"
272,2024-03-09,Valencia,Getafe,"giorgi mamardashvili, jose luis gaya, cenk ozkacar, cristhian mosquera, dimitri foulquier, sergi canos, javi guerra, pepelu, fran perez, roman yaremchuk, hugo duro","david soria, juan iglesias, djene, omar alderete, gaston alvarez, carles aleña, luis milla, ilaix moriba, jaime mata, nemanja maksimovic, juanmi latasa"
273,2024-03-09,Cádiz,Atlético,"conan ledesma, javier hernandez, victor chust, aiham ousou, iza carcelen, ruben sobrino, ruminigue kouame, ruben alcaraz, robert navarro, juanmi, maxi gomez","jan oblak, marcos llorente, axel witsel, gabriel paulista, mario hermoso, samuel lino, rodrigo de paul, koke, saul ñiguez, memphis depay, alvaro morata"
274,2024-03-09,Granada,R. Sociedad,"augusto batalla, carlos neva, ignasi miquel, bruno mendez, ricard sanchez, kmail jozwiak, gerard gumbau, sergio ruiz, facundo pellistri, lucas boye, myrto uzuni","alex remiro, hamari traore, igor zubeldia, robin le normand, javi galan, martin zubimendi, beñat turrientes, brais mendez, mikel merino, mikel oyarzabal, umar sadiq"
275,2024-03-09,Girona,Osasuna,"paulo gazzaniga, daley blind, david lopez, eric garcia, miguel gutierrez, ivan martin, aleix garcia, viktor tsygankov, savinho, portu, artem dovbyk","sergio herrera, unai garcia, alejandro catena, jorge herrando, jesus areso, jon moncayola, lucas torro, aimar oroz, johan mojica, ruben garcia, ante budimir"
276,2024-03-10,Alavés,Rayo Vallecano,"antonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, luis rioja, jon guridi, carlos vicente, samu aghehowa","stole dimitrevski, ivan balliu, aridane hernandez, florian lejeune, alfonso espino, unai lopez, pathe ciss, isi palazon, kike perez, jorge de frutos, raul de tomas"
277,2024-03-10,Las Palmas,Athletic,"alvaro valles, sergi cardona, mika marmol, saul coco, julian araujo, jose campaña, sandro ramirez, kirian rodriguez, javi muñoz, munir el haddadi, alberto moleiro","unai simon, oscar de marcos, dani vivian, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, beñat prados, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
278,2024-03-10,Real Madrid,Celta,"andriy lunin, ferland mendy, nacho fernandez, antonio rudiger, lucas vazquez, eduardo camavinga, luka modric, federico valverde, brahim diaz, vinicius junior, rodrygo","vicente guaita, oscar mingueza, javier manquillo, carl starfelt, unai nuñez, manu sanchez, luca de la torre, fran beltran, jonathan bamba, iago aspas, jorgen strand larsen"
279,2024-03-10,Real Betis,Villarreal,"rui silva, juan miranda, chadi riad, sokratis, youssouf sabaly, william carvalho, guido rodriguez, chimy avila, nabil fekir, pablo fornals, willian jose","filip jorgensen, kiko femenia, eric bailly, aissa mandi, alberto moreno, bertrand traore, santi comesaña, dani parejo, alex baena, gerard moreno, alexander sorloth"
280,2024-03-11,Almería,Sevilla,"luis maximiano, alex centelles, aleksandar radovanovic, cesar montes, marc pubill, edgar gonzalez, dion lopy, adrian embarba, jonathan viera, luka romero, choco lozano","orjan nyland, jesus navas, loic bade, sergio ramos, kike salas, lucas ocampos, djibril sow, boubakary soumare, oliver torres, isaac romero, youssef en-nesyri"
281,2024-03-15,R. Sociedad,Cádiz,"alex remiro, javi galan, robin le normand, igor zubeldia, hamari traore, mikel merino, martin zubimendi, brais mendez, sheraldo becker, mikel oyarzabal, takefusa kubo","conan ledesma, iza carcelen, aiham ousou, victor chust, javier hernandez, ruben sobrino, ruben alcaraz, ruminigue kouame, robert navarro, maxi gomez, juanmi"
282,2024-03-16,Mallorca,Granada,"predrag rajkovic, toni lato, jose copete, antonio raillo, matija nastasic, giovanni gonzalez, dani rodriguez, omar mascarell, antonio sanchez, vedat muriqi, cyle larin","augusto batalla, bruno mendez, kamil piatkowski, ignasi miquel, carlos neva, facundo pellistri, gonzalo villar, gerard gumbau, kamil jozwiak, myrto uzuni, lucas boye"
283,2024-03-16,Osasuna,Real Madrid,"sergio herrera, jorge herrando, alejandro catena, unai garcia, johan mojica, moi gomez, lucas torro, jon moncayola, jesus areso, ante budimir, jose manuel arnaiz","andriy lunin, daniel carvajal, aurelien tchouameni, antonio rudiger, ferland mendy, federico valverde, eduardo camavinga, toni kroos, rodrygo, vinicius junior, brahim diaz"
284,2024-03-16,Getafe,Girona,"david soria, gaston alvarez, omar alderete, djene, juan iglesias, yellu santiago, nemanja maksimovic, ilaix moriba, luis milla, mason greenwood, oscar rodriguez","paulo gazzaniga, yan couto, eric garcia, juanpe, daley blind, ivan martin, aleix garcia, portu, pablo torre, savinho, artem dovbyk"
285,2024-03-16,Athletic,Alavés,"unai simon, iñigo lekue, yeray alvarez, dani vivian, oscar de marcos, iñigo ruiz de galarreta, beñat prados, nico williams, unai gomez, iñaki williams, gorka guruzeta","antonio sivera, andoni gorosabel, abdel abqar, rafa marin, javi lopez, antonio blanco, ander guevara, luis rioja, jon guridi, carlos vicente, samu aghehowa"
286,2024-03-17,Sevilla,Celta,"orjan nyland, marcos acuña, kike salas, sergio ramos, nemanja gudelj, jesus navas, oliver torres, boubakary soumare, lucas ocampos, isaac romero, youssef en-nesyri","vicente guaita, oscar mingueza, unai nuñez, carlos dominguez, javier manquillo, hugo sotelo, fran beltran, hugo alvarez, iago aspas, jonathan bamba, jorgen strand larsen"
287,2024-03-17,Las Palmas,Almería,"alvaro valles, sergi cardona, mika marmol, alex suarez, julian araujo, alberto moleiro, kirian rodriguez, maximo perrone, javi muñoz, munir el haddadi, sandro ramirez","luis maximiano, marc pubill, cesar montes, aleksandar radovanovic, alex centelles, lucas robertone, marcos peña, largie ramazani, jonathan viera, adrian embarba, leo baptistao"
288,2024-03-17,Villarreal,Valencia,"filip jorgensen, jorge cuenca, aissa mandi, yerson mosquera, kiko femenia, alex baena, francis coquelin, santi comesaña, bertrand traore, alexander sorloth, goncalo guedes","giorgi mamardashvili, dimitri foulquier, cristhian mosquera, cenk ozkacar, jose luis gaya, diego lopez, javi guerra, pepelu, sergi canos, roman yaremchuk, hugo duro"
289,2024-03-17,Rayo Vallecano,Real Betis,"stole dimitrevski, josep chavarria, florian lejeune, abdul mumin, ivan balliu, oscar valentin, unai lopez, alvaro garcia, isi palazon, jorge de frutos, raul de tomas","rui silva, aitor ruibal, german pezzella, chadi riad, juan miranda, guido rodriguez, johnny cardoso, pablo fornals, nabil fekir, ayoze perez, willian jose"
290,2024-03-17,Atlético,Barcelona,"jan oblak, reinildo mandava, axel witsel, stefan savic, samuel lino, pablo barrios, rodrigo de paul, nahuel molina, rodrigo riquelme, alvaro morata, marcos llorente","marc-andre ter stegen, jules kounde, ronald araujo, pau cubarsi, hector fort, fermin lopez, ilkay gundogan, sergi roberto, raphinha, robert lewandowski, joao felix"
291,2024-03-29,Cádiz,Granada,"conan ledesma, javier hernandez, fali, victor chust, iza carcelen, ruben sobrino, ruminigue kouame, ruben alcaraz, robert navarro, juanmi, chris ramos","augusto batalla, ricard sanchez, bruno mendez, miguel rubio, ignasi miquel, carlos neva, oscar melendo, martin hongla, sergio ruiz, gonzalo villar, lucas boye"
292,2024-03-30,Getafe,Sevilla,"david soria, gaston alvarez, omar alderete, djene, juan iglesias, yellu santiago, nemanja maksimovic, ilaix moriba, luis milla, mason greenwood, oscar rodriguez","orjan nyland, lucas ocampos, loic bade, sergio ramos, kike salas, marcos acuña, oliver torres, nemanja gudelj, boubakary soumare, youssef en-nesyri, isaac romero"
293,2024-03-30,Almería,Osasuna,"luis maximiano, alex centelles, aleksandar radovanovic, cesar montes, marc pubill, lucas robertone, edgar gonzalez, jonathan viera, sergio arribas, marko milovanovic, largie ramazani","sergio herrera, jesus areso, alejandro catena, jorge herrando, juan cruz, ruben garcia, jon moncayola, iker muñoz, moi gomez, ante budimir, jose manuel arnaiz"
294,2024-03-30,Valencia,Mallorca,"giorgi mamardashvili, dimitri foulquier, cenk ozkacar, cristhian mosquera, thierry correia, peter federico, pepelu, hugo guillamon, fran perez, roman yaremchuk, hugo duro","dominik greif, nacho vidal, giovanni gonzalez, matija nastasic, jose copete, jaume costa, sergi darder, omar mascarell, manu morlanes, cyle larin, vedat muriqi"
295,2024-03-30,Barcelona,Las Palmas,"marc-andre ter stegen, joao cancelo, iñigo martinez, pau cubarsi, jules kounde, sergi roberto, ilkay gundogan, fermin lopez, raphinha, robert lewandowski, lamine yamal","alvaro valles, alex suarez, saul coco, mika marmol, sergi cardona, marvin park, javi muñoz, kirian rodriguez, enzo loiodice, sandro ramirez, munir el haddadi"
296,2024-03-31,Celta,Rayo Vallecano,"vicente guaita, carlos domingueza, carl starfelt, oscar mingueza, manu sanchez, hugo sotelo, fran beltran, hugo alvarez, jonathan bamba, iago aspas, jorgen strand larsen","stole dimitrievski, ivan balliu, abdul mumin, pathe ciss, josep chavarria, unai lopez, oscar valentin, jorge de frutos, isi palazon, alvaro garcia, sergio camello"
297,2024-03-31,Girona,Real Betis,"paulo gazzaniga, daley blind, david lopez, eric garcia, miguel gutierrez, aleix garcia, ivan martin, yan couto, portu, viktor tsygankov, artem dovbyk","rui silva, aitor ruibal, german pezzella, chadi riad, abner, guido rodriguez, pablo fornals, isco, nabil fekir, ayoze perez, willian jose"
298,2024-03-31,Alavés,R. Sociedad,"atonio sivera, javi lopez, rafa marin, abdel abqar, andoni gorosabel, ander guevara, antonio blanco, luis rioja, jon guridi, carlos vicente, samu aghehowa","alex remiro, hamari traore, igor zubeldia, jon pacheco, javi galan, arsen zakharyan, martin zubimendi, mikel merino, takefusa kubo, mikel oyarzabal, ander barrenetxea"
299,2024-03-31,Real Madrid,Athletic,"andriy lunin, ferland mendy, nacho fernandez, antonio rudiger, daniel carvajal, toni kroos, aurelien tchouameni, jude bellingham, federico valverde, rodrygo, brahim diaz","julen agirrezabala, oscar de marcos, yeray alvarez, aitor paredes, iñigo lekue, mikel vesga, beñat prados, iñaki williams, oihan sancet, alex berenguer, gorka guruzeta"
300,2024-04-01,Villarreal,Atlético,"filip jorgensen, jorge cuenca, aissa mandi, raul albiol, yerson mosquera, francis coquelin, dani parejo, etienne capoue, goncalo guedes, alexander sorloth, gerard moreno","jan oblak, marcos llorente, axel witsel, jose maria gimenez, reinildo mandava, rodrigo riquelme, pablo barrios, koke, samuel lino, antoine griezmann, memphis depay"
301,2024-04-12,Real Betis,Celta,"rui silva, juan miranda, chadi riad, german pezzella, hector bellerin, johnny cardoso, guido rodriguez, ayoze perez, isco, pablo fornals, willian jose","vicente guaita, javier manquillo, jailson, carlos dominguez, oscar mingueza, fran beltran, hugo sotelo, hugo alvarez, iago aspas, jorgen strand larsen, jonathan bamba"
302,2024-04-13,Atlético,Girona,"jan oblak, reinildo mandava, mario hermoso, stefan savic, nahuel molina, saul ñiguez, koke, rodrigo de paul, rodrigo riquelme, angel correa, antoine griezmann","paulo gazzaniga, eric garcia, david lopez, daley blind, miguel gutierrez, yan couto, yangel herrera, aleix garcia, jon solis, savinho, artem dovbyk"
303,2024-04-13,Rayo Vallecano,Getafe,"stole dimitrievski, josep chavarria, florian lejeune, abdul mumin, ivan balliu, isi palazon, oscar valentin, unai lopez, jorge de frutos, oscar trejo, sergio camello","david soria, juan iglesias, djene, omar alderete, gaston alvarez, mason greenwood, yellu santiago, luis milla, diego rico, nemanja maksimovic, jaime mata"
304,2024-04-13,Mallorca,Real Madrid,"predrag rajkovic, toni lato, matija nastasic, antonio raillo, giovanni gonzalez, pablo maffeo, dani rodriguez, samu costa, manu morlanes, antonio sanchez, vedat muriqi","andriy lunin, lucas vazquez, antonio rudiger, nacho fernandez, ferland mendy, aurelien tchouameni, luka modric, federico valverde, jude bellingham, brahim diaz, joselu"
305,2024-04-13,Cádiz,Barcelona,"conan ledesma, javier hernandez, victor chust, aiham ousou, iza carcelen, robert navarro, ruben alcaraz, alex fernandez, ruben sobrino, juanmi, chris ramos","marc-andre ter stegen, hector fort, pau cubarsi, andreas christensen, marcos alonso, fermin lopez, oriol romeu, sergi roberto, ferran torres, vitor roque, joao felix"
306,2024-04-14,Las Palmas,Sevilla,"aaron escandell, sergi cardona, mika marmol, saul coco, alex suarez, alberto moleiro, kirian rodriguez, maximo perrone, javi muñoz, marvin park, sandro ramirez","orjan nyland, lucas ocampos, loic bade, sergio ramos, kike salas, adria pedrosa, boubakary soumare, nemanja gudelj, oliver torres, isaac romero, youssef en-nesyri"
307,2024-04-14,Granada,Alavés,"augusto batalla, carlos neva, ignasi miquel, miguel rubio, bruno mendez, kamil jozwiak, sergio ruiz, gerard gumbau, facundo pellistri, myrto uzuni, lucas boye","antonio sivera, andoni gorosabel, nahuel tenaglia, rafa marin, ruben duarte, ander guevara, antonio blanco, carlos vicente, joaquin panichelli, luis rioja, samu aghehowa"
308,2024-04-14,Athletic,Villarreal,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, beñat prados, mikel vesga, nico williams, oihan sancet, iñaki williams, gorka guruzeta","filip jorgensen, kiko femenia, raul albiol, yerson mosquera, alberto moreno, bertrand traore, santi comesaña, dani parejo, alex baena, gerard moreno, alexander sorloth"
309,2024-04-14,R. Sociedad,Almería,"alex remiro, javi galan, robin le normand, igor zubeldia, hamari traore, ander barrentexea, mikel merino, martin zubimendi, arsen zakharyan, mikel oyarzabal, sheraldo becker","luis maximiano, marc pubill, chumi, edgar gonzalez, bruno langa, lucas robertone, dion lopy, luka romero, jonathan viera, adrian embarba, leo baptistao"
310,2024-04-15,Osasuna,Valencia,"sergio herrera, juan cruz, jorge herrando, david garcia, jesus areso, moi gomez, iker muñoz, jon moncayola, ruben garcia, jose manuel arnaiz, ante budimir","giorgi mamardashvili, dimitri foulquier, cristhian mosquera, cenk ozkacar, jesus vazquez, fran perez, javi guerra, pepelu, diego lopez, andre almeida, hugo duro"
311,2024-04-19,Athletic,Granada,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, unai gomez, iñigo ruiz de galarreta, nico williams, oihan sancet, iñaki williams, gorka guruzeta","augusto batalla, bruno mendez, miguel rubio, ignasi miquel, carlos neva, antonio puertas, sergio ruiz, gerard gumbau, kamil jozwiak, gonzalo villar, lucas boye"
312,2024-04-20,Celta,Las Palmas,"vicente guaita, unai nuñez, carlos domingueza, oscar mingueza, hugo alvarez, fran beltran, jailson, carles perez, williot swedberg, jorgen strand larsen, iago aspas","alvaro valles, alex suarez, juanma herzog, mika marmol, sergi cardona, munir el haddadi, enzo loiodice, maximo perrone, kirian rodriguez, alberto moleiro, sory kaba"
313,2024-04-20,Rayo Vallecano,Osasuna,"stole dimitrievski, josep chavarria, florian lejeune, abdul mumin, ivan balliu, isi palazon, unai lopez, oscar valentin, jorge de frutos, oscar trejo, sergio camello","sergio herrera, jesus areso, david garcia, jorge herrando, juan cruz, pablo ibañez, iker muñoz, moi gomez, ruben garcia, raul garcia, ruben peña"
314,2024-04-20,Valencia,Real Betis,"giorgi mamardashvili, jesus vazquez, cenk ozkacar, cristhian mosquera, thierry correia, diego lopez, javi guerra, pepelu, fran perez, hugo duro, andre almeida","rui silva, youssouf sabaly, german pezzella, chadi riad, juan miranda, guido rodriguez, johnny cardoso, pablo fornals, isco, ayoze perez, cedric bakambu"
315,2024-04-20,Girona,Cádiz,"paulo gazzaniga, miguel gutierrez, daley blind, david lopez, eric garcia, aleix garcia, yangel herrera, savinho, ivan martin, yan couto, artem dovbyk","conan ledesma, iza carcelen, aiham ousou, victor chust, lucas pires, ivan alejo, alex fernandez, ruben alcaraz, robert navarro, juanmi, maxi gomez"
316,2024-04-21,Getafe,R. Sociedad,"david soria, diego rico, omar alderete, djene, jose angel carmona, luis milla, yellu santiago, oscar rodriguez, nemanja maksimovic, mason greenwood, juanmi latasa","alex remiro, hamari traore, robin le normand, jon pacheco, javi galan, arsen zakharyan, beñat turrientes, mikel merino, sheraldo becker, mikel oyarzabal, ander barrenetxea"
