MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
239,2025-02-16,Real Betis,R. Sociedad,"adrian, ricardo rodriguez, diego llorente, marc bartra, angel ortiz, johnny cardoso, giovanni lo celso, jesus rodriguez, isco, antony, cucho hernandez","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, aihen muñoz, sheraldo becker, martin zubimendi, luka sucic, sergio gomez, brais mendez, mikel oyarzabal"
240,2025-02-17,Barcelona,Rayo Vallecano,"wojciech szczesny, alejandro balde, iñigo martinez, pau cubarsi, hector fort, pedri, frenkie de jong, raphinha, gavi, lamine yamal, robert lewandowski","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, josep chavarria, pedro diaz, pathe ciss, jorge de frutos, isi palazon, alvaro garcia, randy nteka"
241,2025-02-21,Celta,Osasuna,"vicente guaita, marcos alonso, carl starfelt, javi rodriguez, oscar mingueza, ilaix moriba, hugo sotelo, sergio carreira, williot swedberg, borja iglesias, fer lopez","sergio herrera, ruben peña, enzo boyomo, alejandro catena, jorge herrando, abel bretones, jon moncayola, lucas torro, moi gomez, ante budimir, bryan zaragoza"
242,2025-02-22,Alavés,Espanyol,"antonio sivera, moussa diarra, santiago mouriño, abdel abqar, nahuel tenaglia, carles aleña, joan jordan, antonio blanco, carlos vicente, kike garcia, toni martinez","joan garcia, omar el hilali, marash kumbulla, leandro cabrera, carlos romero, pol lozano, urko gonzalez, jofre carreras, alex kral, javi puado, roberto fernandez"
243,2025-02-22,Rayo Vallecano,Villarreal,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, pathe ciss, pedro diaz, alvaro garcia, isi palazon, jorge de frutos, randy nteka","diego conde, juan foyth, willy kambwala, logan costa, sergi cardona, yeremy pino, santi comesaña, pape gueye, alex baena, ayoze perez, thierno barry"
244,2025-02-22,Valencia,Atlético,"giorgi mamardashvili, cirsthian mosquera, cesar tarrega, dimitri foulquier, jose luis gaya, enzo barrenechea, pepelu, luis rioja, ivan jaime, javi guerra, umar sadiq","jan oblak, nahuel molina, robin le normand, clement lenglet, cesar azpilicueta, giuliano simeone, rodrigo de paul, marcos llorente, samuel lino, antoine griezmann, julian alvarez"
245,2025-02-22,Las Palmas,Barcelona,"jasper cillessen, alex muñoz, mika marmol, alex suarez, viti rozada, stefan bajcetic, dario essugo, alberto moleiro, javi muñoz, sandro ramirez, oliver mcburnie","wojciech szczesny, jules kounde, eric garcia, pau cubarsi, alejandro balde, marc casado, pedri, lamine yamal, fermin lopez, raphinha, robert lewandowski"
246,2025-02-23,Athletic,Real Valladolid,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, mikel vesga, mikel jauregizar, nico williams, oihan sancet, iñaki williams, maroan sannadi","karl hein, luis perez, javi sanchez, joseph aidoo, david torres, antonio candela, mamadou sylla, mario martin, stanko juric, chuky, marcos andre"
247,2025-02-23,Real Madrid,Girona,"thibaut courtois, ferland mendy, david alaba, raul asencio, lucas vazquez, luka modric, aurelien tchouameni, rodrygo, brahim diaz, vinicius junior, kylian mbappe","paulo gazzaniga, david lopez, ladislav krejci, daley blind, arnau martinez, ivan martin, oriol romeu, miguel gutierrez, donny van de beek, viktor tsygankov, arnaut danjuma"
248,2025-02-23,Getafe,Real Betis,"david soria, diego rico, omar alderete, domingos duarte, djene, juan bernat, mauro arambarri, ramon terrats, juan iglesias, juanmi, borja mayoral","adrian, youssouf sabaly, marc bartra, diego llorente, ricardo rodriguez, johnny cardoso, sergi altimira, antony, isco, jesus rodriguez, cucho hernandez"
249,2025-02-23,R. Sociedad,Leganés,"alex remiro, javi lopez, nayef aguerd, aritz elustondo, jon aramburu, martin zubimendi, sergio gomez, pablo marin, arsen zakharyan, takefusa kubo, orri stein oskarsson","marko dmitrovic, adria altimira, valentin rosier, sergio gonzalez, matija nastasic, juan cruz, yvan neyou, seydouba cisse, renato tapia, dani raba, diego garcia"
250,2025-02-24,Sevilla,Mallorca,"orjan nyland, adria pedrosa, kike salas, loic bade, jose angel carmona, saul ñiguez, djibril sow, ruben vargas, juanlu sanchez, dodi lukebakio, isaac romero","dominik greif, pablo maffeo, martin valjent, antonio raillo ,jose copete, johan mojica, takuma asano, omar macsarell, sergi darder, dani rodriguez, vedat muriqi"
251,2025-02-28,Real Valladolid,Las Palmas,"karl hein, adam aznou, javi sanchez, eray comert, antonio candela, tamas nikitscher, florian grillitsch, raul moro, selim amallah, anuar, marcos andre","jasper cillessen, viti rozada, mika marmol, scott mckenna, alex muñoz, dario essugo, jose campaña, sandro ramirez, javi muñoz, alberto moleiro, oliver mcburnie"
252,2025-03-01,Girona,Celta,"paulo gazzaniga, daley blind, ladislav krejci, david lopez, miguel gutierrez, oriol romeu, yangel herrera, arnau martinez, bryan gil, viktor tsygankov, bojan miovski","vicente guaita, javi rodriguez, carl starfelt, marcos alonso, sergio carreira, fran beltran, ilaix moriba, oscar mingueza, iker losada, williot swedberg, pablo duran"
253,2025-03-01,Rayo Vallecano,Sevilla,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, pathe ciss, pedro diaz, alvaro garcia, oscar trejo, adrian embarba, randy nteka","orjan nyland, jose angel carmona, loic bade, kike salas, adria pedrosa, djibril sow, saul ñiguez, dodi lukebakio, juanlu sanchez, ruben vargas, isaac romero"
254,2025-03-01,Real Betis,Real Madrid,"adrian, ricardo rodriguez, diego llorente, marc bartra, youssouf sabaly, sergi altimira, johnny cardoso, jesus rodriguez, isco, antony, cucho hernandez","thibaut courtois, lucas vazquez, antonio rudiger, david alaba, ferland mendy, luka modric, aurelien tchouameni, brahim diaz, rodrygo, kylian mbappe, vinicius junior"
255,2025-03-01,Atlético,Athletic,"jan oblak, javi galan, clement lenglet, robin le normand, nahuel molina, samuel lino, pablo barrios, rodrigo de paul, giuliano simeone, alexander sorloth, antoine griezmann","unai simon, andoni gorosabel, dani vivian, yeray alvarez, yuri berchiche, iñigo ruiz de galarreta, mikel jauregizar, iñaki williams, unai gomez, nico williams, alex berenguer"
256,2025-03-02,Leganés,Getafe,"marko dmitrovic, javier hernandez, matija nastasic, jorge saenz, sergio gonzalez, valentin rosier, darko brasanac, yvan neyou, seydouba cisse, dani raba, miguel de la fuente","david soria, juan iglesias, djene, juan berrocal, diego rico, allan nyom, ramon terrats, mauro arambarri, juan bernat, christantus uche, borja mayoral"
257,2025-03-02,Barcelona,R. Sociedad,"wojciech szczesny, gerard martin, pau cubarsi, ronald araujo, jules kounde, marc casado, raphinha, pedri, dani olmo, lamine yamal, robert lewandowski","alex remiro, jon aramburu, igor zubeldia, aritz elustondo, javi lopez, martin zubimendi, sergio gomez, jon ander olasagasti, pablo marin, ander barrenetxea, orri stein oskarsson"
258,2025-03-02,Mallorca,Alavés,"dominik greif, toni lato, antonio raillo, martin valjent, pablo maffeo, robert navarro, sergi darder, omar mascarell, takuma asano, dani rodriguez, vedat muriqi","antonio sivera, nahuel tenaglia, abdel abqar, santiago mouriño, manu sanchez, carlos vicente, joan jordan, antonio blanco, carles aleña, carlos martin, kike garcia"
259,2025-03-02,Osasuna,Valencia,"sergio herrera, abel bretones, alejandro catena, enzo boyomo, jesus areso, lucas torro, jon moncayola, bryan zaragoza, aimar oroz, ruben garcia, ante budimir","giorgi mamardashvili, dimitri foulquier, cesar tarrega, cristhian mosquera, jose luis gaya, javi guerra, enzo barrenechea, luis rioja, ivan jaime, diego lopez, umar sadiq"
260,2025-04-27,Villarreal,Espanyol,"luiz junior, sergi cardona, logan costa, juan foyth, kiko femenia, yeremy pino, dani parejo, santi comesaña, nicolas pepe, thierno barry, ayoze perez","joan garcia, omar el hilali, marash kumbulla, leandro cabrera, carlos romero, urko gonzalez, alex kral, antoniu roca, edu exposito, javi puado, roberto fernandez"
261,2025-03-08,Celta,Leganés,"vicente guaita, marcos alonso, carl starfelt, jailson, oscar mingueza, hugo sotelo, damian rodriguez, sergio carreira, alfon gonzalez, borja iglesias, iago aspas","marko dmitrovic, valentin rosier, sergio gonzalez, matija nastasic, renato tapia, javier hernandez, juan cruz, yvan neyou, seydouba cisse, oscar rodriguez, diego garcia"
262,2025-03-08,Alavés,Villarreal,"antonio sivera, manu sanchez, santiago mouriño, abdel abqar, nahuel tenaglia, carles aleña, joan jordan, antonio blanco, pau cabanes, kike garcia, carlos martin","diego conde, juan foyth, willy kambwala, logan costa, sergi cardona, yeremy pino, pape gueye, dani parejo, alex baena, nicolas pepe, ayoze perez"
263,2025-03-08,Valencia,Real Valladolid,"giorgi mamardashvili, jose luis gaya, cristhian mosquera, cesar tarrega, dimitri foulquier, enzo barrenechea, javi guerra, diego lopez, andre almeida, luis rioja, umar sadiq","karl hein, luis perez, javi sanchez, david torres, adam aznou, ivan sanchez, florian grillitsch, tamas nikitscher, raul moro, marcos andre, juanmi latasa"
264,2025-03-09,Getafe,Atlético,"david soria, diego rico, omar laderete, domingos duarte, djene, luis milla, coba da costa, mauro arambarri, christantus uche, ramon terrats, alvaro rodriguez","jan oblak, nahuel molina, jose maria gimenez, robin le normand, javi galan, giuliano simeone, rodrigo de paul, marcos llorente, samuel lino, antoine griezmann, julian alvarez"
265,2025-03-09,Real Madrid,Rayo Vallecano,"andriy lunin, fran garcia, david alaba, raul asencio, lucas vazquez, jude bellingham, luka modric, aurelien tchouameni, rodrygo, vinicius junior, kylian mbappe","augusto batalla, andrei ratiu, florian lejeune, aridante hernandez, alfonso espino, pathe ciss, gerard gumbau, adrian embarba, pedro diaz, josep chavarria, alvaro garcia"
266,2025-03-09,Athletic,Mallorca,"unai simon, adama boiro, aitor paredes, yeray alvarez, andoni gorosabel, beñat prados, mikel jauregizar, nico williams, peio canales, alex berenguer, gorka guruzeta","dominik greif, pablo maffeo, martin valjent, antonio raillo, jose copete, johan mojica, takuma asano, samu costa, omar mascarell, sergi darder, vedat muriqi"
267,2025-03-09,Real Betis,Las Palmas,"adrian, ricardo rodriguez, natan, diego llorente, youssouf sabaly, johnny cardoso, pablo fornals, jesus rodriguez, isco, antony, cucho hernandez","jasper cillessen, viti rozada, alex suarez, juanma herzog, stefan bajcetic, alex muñoz, sandro ramirez, dario essugo, jose campaña, javi muñoz, fabio silva"
268,2025-03-09,R. Sociedad,Sevilla,"unai marrero, javi lopez, nayef aguerd, igor zubeldia, jon aramburu, beñat turrientes, sergio gomez, jon ander olasagasti, pablo marin, sheraldo becker, orri stein oskarsson","orjan nyland, jose angel carmona, loic bade, kike salas, adria pedrosa, lucien agoume, djibril sow, dodi lukebakio, saul ñiguez, chidera ejuke, isaac romero"
269,2025-03-10,Espanyol,Girona,"joan garcia, carlos romero, leandro cabrera, marash kumbulla, omar el hilali, urko gonzalez, pol lozano, jofre carreras, javi puado, alex kral, roberto fernandez","paulo gazzaniga, arnau martinez, daley blind, ladislav krejci, miguel gutierrez, ivan martin, arthur, yangel herrera, viktor tsygankov, bojan miovski, bryan gil"
270,2025-03-27,Barcelona,Osasuna,"wojciech szczesny, alejandro balde, iñigo martinez, eric garcia, jules kounde, pedri, frenkie de jong, dani olmo, gavi, ferran torres, lamine yamal","sergio herrera, jesus areso, alejandro catena, jorge herrando, juan cruz, jon moncayola, pablo ibañez, iker muñoz, jose manuel arnaiz, raul garcia, aimar oroz"
