MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
79,2022-10-09,R. Sociedad,Villarreal,"alex remiro, aihen muñoz, jon pacheco, aritz elustondo, alex sola, martin zubimendi, mikel merino, david silva, brais mendez, alexander sorloth, takefusa kubo","geronimo rulli, kiko femenia, raul albiol, pau torres, alfonso pedraza, yeremy pino, dani parejo, etienne capoue, francis coquelin, giovani lo celso, arnaut danjuma"
80,2022-10-09,Barcelona,Celta,"marc-andre ter stegen, jordi alba, marcos alonso, gerard pique, alejandro balde, pedri, sergio busquets, gavi, ferran torres, robert lewandowski, raphinha","agustin marchesin, hugo mallo, joseph aidoo, unai nuñez, javi galan, fran beltran, franco cervi, gabri veiga, oscar rodriguez, jorgen strand larsen, iago aspas"
81,2022-10-10,Elche,Mallorca,"edgar badia, carlos clerc, pedro bigas, gonzalo verdu, helibelton palacios, josan, omar mascarell, gerard gumbau, raul guti, roger marti, ezequiel ponce","predrag rajkovic, martin valjent, antonio raillo, jose copete, pablo maffeo, iñigo ruiz de galarreta, iddrisu baba, braian cufré, antonio sanchez, kang-in lee, vedat muriqi"
82,2022-10-14,Rayo Vallecano,Getafe,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, santi comesaña, oscar valentin, alvaro garcia, oscar trejo, isi palazon, sergio camello","david soria, damian suarez, djene, stefan mitrovic, domingos duarte, fabrizio anglieri, nemanja maksimovic, luis milla, carles aleña, borja mayoral, enes unal"
83,2022-10-15,Girona,Cádiz,"juan carlos, miguel gutierrez, javier hernandez, bernardo espinosa, santiago bueno, arnau martinez, aleix garcia, oriol romeu, yangel herrera, rodrigo riquelme, taty castellanos","conan ledesma, iza carcelen, luis hernandez, victor chust, alfonso espino, ivan alejo, fede san emeterio, ruben alcaraz, ruben sobrino, alex fernandez, alvaro negredo"
84,2022-10-15,Valencia,Elche,"giorgi mamardashvili, jose luis gaya, eray comert, gabriel paulista, thierry correia, andre almeida, nico gonzalez, yunus musah, samuel lino, edinson cavani, justin kluivert","edgar badia, josan, helibelton palacios, enzo roco, pedro bigas, carlos clerc, alex collado, omar mascarell, raul guti, tete morente, pere milla"
85,2022-10-15,Mallorca,Sevilla,"predrag rajkovic, braian cufre, jose copete, antonio raillo, martin valjent, pablo maffeo, kang-in lee, iddrisu baba, iñigo ruiz de galarreta, antonio sanchez, abdon prats","yassine bounou, gonzalo montiel, tanguy nianzou, marcao, jesus navas, ivan rakitic, nemanja gudelj, alex telles, oliver torres, isco, erik lamela"
86,2022-10-15,Athletic,Atlético,"unai simon, iñigo lekue, iñigo martinez, yeray alvarez, oscar de marcos, mikel vesga, oihan sancet, alex berenguer, iker muniain, nico williams, iñaki williams","jan oblak, nahuel molina, stefan savic, jose maria gimenez, reinildo mandava, rodrigo de paul, koke, geoffrey kondogbia, thomas lemar, alvaro morata, antoine griezmann"
87,2022-10-16,Celta,R. Sociedad,"agustin marchesin, javi galan, unai nuñez, joseph aidoo, hugo mallo, fran beltran, franco cervi, gabri veiga, oscar rodriguez, jorgen strand larsen, iago aspas","alex remiro, andoni gorosabel, igor zubeldia, robin le normand, aihen muñoz, brais mendez, martin zubimendi, illarramendi, david silva, takefusa kubo, alexander sorloth"
88,2022-10-16,Real Madrid,Barcelona,"andriy lunin, ferland mendy, david alaba, eder militao, daniel carvajal, toni kroos, aurelien tchouameni, luka modric, vinicius junior, karim benzema, federico valverde","marc-andre ter stegen, sergi roberto, jules kounde, eric garcia, alejandro balde, frenkie de jong, sergio busquets, pedri, raphinha, robert lewandowski, ousmane dembele"
89,2022-10-16,Espanyol,Real Valladolid,"Benjamin Lecomte, brian olivan, leandro cabrera, fernando calero, oscar gil, vini souza, edu exposito, sergi darder, aleix vidal, javi puado, joselu","jordi masip, sergio escudero, javi sanchez, zouhari feddal, lucas olaza, kike perez, roque mesa, monchu, ivan sanchez, sergio leon, oscar plano"
90,2022-10-16,Real Betis,Almería,"rui silva, alex moreno, victor ruiz, luiz felipe, youssouf sabaly, guido rodriguez, william carvalho, rodri sanchez, sergio canales, luiz henrique, borja iglesias","fernando martinez, houboulang mendes, rodrigo ely, stefan babic, sergio akieme, iñigo eguaras, cesar de la hoz, gonzalo melero, leo baptistao, el bilal toure, largie ramazani"
91,2022-10-17,Villarreal,Osasuna,"geronimo rulli, alfonso pedraza, pau torres, raul albiol, aissa mandi, alex baena, dani parejo, manu morlanes, yeremy pino, arnaut danjuma, nicolas jackson","sergio herrera, nacho vidal, aridane hernandez, david garcia, juan cruz, lucas torro, moi gomez, darko brasanac, jon moncayola, chimy avila, kike garcia"
92,2022-10-18,Sevilla,Valencia,"yassine bounou, alex telles, marcos acuña, tanguy nianzou, jose angel carmona, gonzalo montiel, oliver torres, isco, nemanja gudelj, papu gomez, rafa mir","giorgi mamardashvili, dimitri foulquier, thierry correia, mouctar diakhaby, eray comert, jose luis gaya, yunus musah, hugo guillamon, ilaix moriba, samuel lino, edinson cavani"
93,2022-10-18,Getafe,Athletic,"david soria, juan iglesias, domingos duarte, stefan mitrovic, djene, damian suarez, carles aleña, luis milla, nemanja maksimovic, enes unal, borja mayoral","unai simon, oscar de marcos, dani vivian, iñigo martinez, iñigo lekue, ander herrera, mikel vesga, nico williams, oihan sancet, iker muniain, iñaki williams"
94,2022-10-18,Atlético,Rayo Vallecano,"ivo grbic, reinildo mandava, jose maria gimenez, stefan savic, nahuel molina, thomas lemar, geoffrey kondogbia, axel witsel, rodrigo de paul, alvaro morata, antoine griezmann","stole dimitrievski, ivan balliu, abdul mumin, alejandro catena, fran garcia, oscar valentin, pathe ciss, isi palazon, jose pozo, alvaro garcia, radamel falcao"
95,2022-10-19,Cádiz,Real Betis,"conan ledesma, santiago arzamendia, momo mbaye, fali, joseba zaldua, brian ocampo, alex fernandez, fede san emeterio, theo bongonda, choco lozano, lucas perez","claudio bravo, aitor ruibal, german pezzella, edgar gonzalez, juan miranda, guido rodriguez, william carvalho, luiz henrique, joaquin, rodri sanchez, willian jose"
96,2022-10-19,Real Valladolid,Celta,"jordi masip, lucas olaza, javi sanchez, zouhair feddal, joaquin fernandez, lucas rosa, alvaro aguado, roque mesa, kike perez, shon weissman, sergi guardiola","agustin marchesin, hugo mallo, joseph aidoo, oscar mingueza, javi galan, renato tapia, oscar rodriguez, fran beltran, franco cervi, jorgen strand larsen, iago aspas"
97,2022-10-19,R. Sociedad,Mallorca,"alex remiro, diego rico, jon pacheco, aritz elustondo, andoni gorosabel, ander guevara, mikel merino, david silva, brais mendez, takefusa kubo, alexander sorloth","predrag rajkovic, giovanni gonzalez, franco russo, antonio raillo, matija nastasic, pablo maffeo, dani rodriguez, rodrigo battaglia, iñigo ruiz de galarreta, amath ndiaye, angel rodriguez"
98,2022-10-19,Elche,Real Madrid,"edgar badia, carlos clerc, pedro bigas, gonzalo verdu, helibelton palacios, omar mascarell, nicolas fernandez, pere milla, raul guti, tete morente, lucas boye","andriy lunin, daniel carvajal, eder militao, antonio rudiger, david alaba, federico valverde, toni kroos, luka modric, rodrygo, karim benzema, vinicius junior"
99,2022-10-20,Almería,Girona,"Fernando martinez, sergio akieme, stefan babic, rodrigo ely, houboulang mendes, gonzalo melero, cesar de la hoz, adrian embarba, lucas robertone, leo baptistao, el bilal toure","juan carlos, arnau martinez, santiago bueno, bernardo espinosa, miguel gutierrez, yangel herrera, oriol romeu, aleix garcia, rodrigo riquelme, taty castellanos, christian stuani"
100,2022-10-20,Osasuna,Espanyol,"aitor fernandez, manu sanchez, david garcia, unai garcia, nacho vidal, lucas torro, abde ezzalzouli, moi gomez, aimar oroz, ruben garcia, ante budimir","benjamin lecomte, fernando calero, sergi gomez, leandro cabrera, brian olivan, aleix vidal, keidi bare, vini souza, martin braithwaite, sergi darder, joselu"
101,2022-10-20,Barcelona,Villarreal,"marc-andre ter stegen, jordi alba, marcos alonso, jules kounde, sergi roberto, pedri, frenkie de jong, gavi, ansu fati, robert lewandowski, ferran torres","geronimo rulli, kiko femenia, raul albiol, pau torres, alfonso pedraza, yeremy pino, dani parejo, manu morlanes, alex baena, nicolas jackson, arnaut danjuma"
102,2022-10-22,Rayo Vallecano,Cádiz,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, alvaro garcia, santi comesaña, oscar valentin, isi palazon, sergio camello, oscar trejo","conan ledesma, iza carcelen, luis hernandez, victor chust, alfonso espino, ruben sobrino, fede san emeterio, ruben alcaraz, brian ocampo, alex fernandez, alvaro negredo"
103,2022-10-22,Real Valladolid,R. Sociedad,"Jordi masip, javi sanchez, jawad el yamiq, joaquin fernandez, sergio escudero, oscar plano, monchu, ivan sanchez, lucas rosa, shon weissman, sergio leon","alex remiro, andoni gorosabel, igor zubeldia, robin le normand, diego rico, martin zubimendi, brais mendez, david silva, mikel merino, takefusa kubo, carlos fernandez"
104,2022-10-22,Valencia,Mallorca,"giorgi mamardashvili, jose luis gaya, mouctar diakhaby, gabriel paulista, thierry coreia, andre almeida, nico gonzalez, yunus musah, samuel lino, edinson cavani, justin kluivert","predrag rajkovic, pablo maffeo, martin valjent, antonio raillo, jose copete, jaume costa, antonio sanchez, rodrigo battaglia, iñigo ruiz de galarreta, kang-in lee, vedat muriqi"
105,2022-10-22,Real Madrid,Sevilla,"thibaut courtois, ferland mendy, david alaba, eder militao, daniel carvajal, toni kroos, aurelien tchouameni, luka modric, vinicius junior, rodrygo, federico valverde","yassine bounou, gonzalo montiel, nemanja gudelj, marcao, alex telles, ivan rakitic, joan jordan, oliver torres, jesus navas, isco, erik lamela"
106,2022-10-23,Espanyol,Elche,"benjamin lecomte, brian olivan, leandro cabrera, sergi gomez, oscar gil, edu exposito, vini souza, sergi darder, javi puado, joselu, martin braithwaite","edgar badia, helibelton palacios, enzo roco, gonzalo verdu, pedro bigas, carlos clerc, alex collado, omar mascarell, raul guti, pere milla, lucas boye"
107,2022-10-23,Real Betis,Atlético,"Rui silva, alex moreno, luiz felipe, german pezzella, youssouf sabaly, andres guardado, guido rodriguez, rori sanchez, william carvalho, luiz henrique, borja iglesias","jan oblak, nahuel molina, stefan savic, jose maria gimenez, reinildo mandava, angel correa, geoffrey kondogbia, axel witsel, saul ñiguez, antoine griezmann, alvaro morata"
108,2022-10-23,Girona,Osasuna,"paulo gazzaniga, javier hernandez, david lopez, santiago bueno, yan couto, toni villa, aleix garcia, oriol romeu, yangel herrera, manu vallejo, taty castellanos","sergio herrera, nacho vidal, unai garcia, juan cruz, manu sanchez, lucas torro, ruben peña, jon moncayola, moi gomez, abde ezzalzouli, chimy avila"
109,2022-10-23,Villarreal,Almería,"geronimo rulli, johan mojica, pau torres, raul albiol, aissa mandi, francis coquelin, dani parejo, alberto moreno, alex banea, samu chukwueze, jose luis morales","fernando pacheco, alejandro pozo, kaiky, rodrigo ely, chumi, sergio akieme, lucas robertone, iñigo eguaras, gonzalo melero, leo baptistao, el bilal toure"
110,2022-10-23,Barcelona,Athletic,"marc-andre ter stegen, alejandro balde, eric garcia, jules kounde, sergi roberto, frenkie de jong, sergio busquets, gavi, pedri, robert lewandowski, ousmane dembele","unai simon, oscar de marcos, yeray alvarez, iñigo martinez, yuri berchiche, mikel vesga, ander herrera, nico williams, oier zarraga, alex berenguer, iñaki williams"
111,2022-10-24,Celta,Getafe,"agustin marchesin, javi galan, unai nuñez, joseph aidoo, hugo mallo, fran beltran, franco cervi, gabri veiga, oscar rodriguez, jorgen strand larsen, iago aspas","david soria, juan iglesias, djene, stefan mitrovic, domingos duarte, fabrizio anglieri, nemanja maksimovic, luis milla, angel algobia, enes unal, borja mayoral"
112,2022-10-28,Mallorca,Espanyol,"Predrag rajkovic, jaume costa, jose copete, antonio raillo, martin valjent, pablo maffeo, kang-in lee, iñigo ruiz de galarreta, iddrisu baba, dani rodríguez, vedat muriqi","benjamin lecomte, oscar gil, sergi gomez, leandro cabrera, brian olivan, sergi darder, vini souza, edu exposito, martin braithwaite, joselu, javi puado"
113,2022-10-29,Almería,Celta,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, houboulang mendes, cesar de la hoz, adrian embarba, gonzalo melero, lucas robertone, leo baptistao, el bilal toure","agustin marchesin, oscar mingueza, joseph aidoo, unai nuñez, javi galan, fran beltran, carles perez, gabri veiga, oscar rodriguez, iago aspas, jorgen strand larsen"
114,2022-10-29,Cádiz,Atlético,"conan ledesma, alfonso espino, momo mbaye, fali, luis hernandez, brian ocampo, fede san emeterio, alex fernandez, theo bongonda, choco lozano, ruben sobrino","jan oblak, stefan savic, axel witsel, reinildo mandava, nahuel molina, rodrigo de paul, geoffrey kondogbia, saul ñiguez, yannick carrasco, angel correa, alvaro morata"
115,2022-10-29,Sevilla,Rayo Vallecano,"marko dmitrovic, alex telles, marcao, nemanja gudelj, gonzalo montiel, joan jordan, ivan rakitic, oliver torres, isco, adnan januzaj, erik lamela","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, oscar valentin, santi comesaña, isi plazon, unai lopez, alvaro garcia, sergio camello"
116,2022-10-29,Valencia,Barcelona,"giorgi mamardashvili, jose luis gaya, eray comert, gabriel paulista, thierry correia, andre almeida, hugo guillamon, dimitri foulquier, samuel lino, edinson cavani, justin kluivert","marc-andre ter stegen, alejandro balde, jules kounde, eric garcia, jordi alba, frenkie de jong, sergio busquets, pedri, ousmane dembele, robert lewandowski, ansu fati"
117,2022-10-30,Osasuna,Real Valladolid,"aitor fernandez, manu sanchez, david garcia, unai garcia, ruben peña, moi gomez, lucas torro, aimar oroz, kike barja, ante budimir, chimy avila","jordi masip, javi sanchez, zouhair feddal, jawad el yamiq, lucas rosa, kike perez, roque mesa, oscar plano, lucas olaza, sergio leon, shon weissman"
118,2022-10-30,Real Madrid,Girona,"thibaut courtois, ferland mendy, david alaba, antonio rudiger, daniel carvajal, toni kroos, eduardo camavinga, luka modric, vinicius junior, rodrygo, federico valverde","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, miguel gutierrez, oriol romeu, yan couto, yangel herrera, aleix garcia, valery fernandez, taty castellanos"
119,2022-10-30,Athletic,Villarreal,"unai simon, yuri berchiche, iñigo martinez, yeray alvarez, oscar de marcos, mikel vesga, oihan sancet, alex berenguer, raul garcia, nico williams, iñaki williams","geronimo rulli, kiko femenia, aissa mandi, pau torres, alberto moreno, giovani lo celso, dani parejo, francis coquelin, samu chukwueze, arnaut danjuma, jose luis morales"
120,2022-10-30,R. Sociedad,Real Betis,"alex remiro, diego rico, jon pacheco, robin le normand, andoni gorosabel, martin zubimendi, mikel merino, pablo marin, brais mendez, alexander sorloth, carlos fernandez","rui silva, youssouf sabaly, german pezzella, edgar gonzalez, alex moreno, Paul Akouokou, andres guardado, luiz henrique, nabil fekir, sergio canales, borja iglesias"
121,2022-10-31,Elche,Getafe,"edgar badia, carlos clerc, pedro bigas, gonzalo verdu, enzo roco, pol lirola, pere milla, gerard gumbau, omar mascarell, tete morente, lucas boye","david soria, damian suarez, djene, stefan mitrovic, domingos duarte, juan iglesias, nemanja maksimovic, luis milla, carles aleña, borja mayoral, enes unal"
122,2022-11-04,Girona,Athletic,"paulo gazzaniga, miguel gutierrez, david lopez, santiago bueno, arnau martinez, oriol romeu, valery fernandez, aleix garcia, yangel herrera, toni villa, taty castellanos","unai simon, iñigo lekue, yeray alvarez, iñigo martinez, yuri berchiche, oihan sancet, mikel vesga, nico williams, raul garcia, alex berenguer, iñaki williams"
123,2022-11-05,Getafe,Cádiz,"david soria, juan iglesias, domingos duarte, stefan mitrovic, djene, portu, carles aleña, luis milla, nemanja maksimovic, enes unal, borja mayoral","conan ledesma, luis hernandez, fali, victor chust, alfonso espino, theo bongonda, fede san emeterio, alex fernandez, brian ocampo, ruben sobrino, choco lozano"
124,2022-11-05,Real Valladolid,Elche,"jordi masip, sergio escudero, javi sanchez, joaquin fernandez, lucas rosa, alvaro aguado, roque mesa, ivan sanchez, oscar plano, sergio leon, gonzalo plata","edgar badia, pol lirola, enzo roco, pedro bigas, carlos clerc, alex collado, omar mascarell, gerard gumbau, tete morente, pere milla, lucas boye"
125,2022-11-05,Celta,Osasuna,"agustin marchesin, javi galan, unai nuñez, joseph aidoo, oscar mingueza, franco cervi, fran beltran, oscar rodriguez, carles perez, jorgen strand larsen, iago aspas","aitor fernandez, ruben peña, unai garcia, david garcia, manu sanchez, aimar oroz, lucas torro, moi gomez, chimy avila, ante budimir, kike barja"
126,2022-11-05,Barcelona,Almería,"marc-andre ter stegen, jordi alba, marcos alonso, gerard pique, alejandro balde, frenkie de jong, sergio busquets, pedri, ferran torres, robert lewandowski, ousmane dembele","fernando martinez, houboulang mendes, kaiky, rodrigo ely, chumi, sergio akieme, lucas robertone, samu costa, gonzalo melero, leo baptistao, largie ramazani"
127,2022-11-06,Atlético,Espanyol,"jan oblak, reinildo mandava, jose maria gimenez, stefan savic, nahuel molina, yannick carrasco, geoffrey kondogbia, rodrigo de paul, marcos llorente, alvaro morata, antoine griezmann","benjamin lecomte, oscar gil, fernando calero, leandro cabrera, brian olivan, keidi bare, vini souza, aleix vidal, sergi darder, martin braithwaite, joselu"
128,2022-11-06,R. Sociedad,Valencia,"alex remiro, diego rico, robin le normand, igor zubeldia, aritz elustondo, illarramendi, martin zubimendi, mikel merino, brais mendez, alexander sorloth, carlos fernandez","giorgi mamardashvili, thierry correia, gabriel paulista, eray comert, jose luis gaya, yunus musah, hugo guillamon, andre almeida, justin kluivert, marcos andre, samuel lino"
129,2022-11-06,Villarreal,Mallorca,"geronimo rullo, alberto moreno, pau torres, raul albiol, kiko femenia, etienne capoue, dani parejo, manu trigueros, alex baena, samu chukwueze, arnaut danjuma","predrag rajkovic, giovanni gonzalez, martin valjent, matija nastasic, jose copete, jaume costa, dani rodriguez, iñigo ruiz de galarreta, iddrisu baba, kang-in lee, vedat muriqi"
130,2022-11-06,Real Betis,Sevilla,"claudio bravo, alex moreno, edgar gonzalez, german pezzella, youssouf sabaly, william carvalho, guido rodriguez, aitor ruibal, nabil fekir, sergio canales, borja iglesias","yassine bounou, gonzalo montiel, nemanja gudelj, karim rekik, marcos acuña, joan jordan, ivan rakitic, oliver torres, erik lamela, papu gomez, rafa mir"
131,2022-11-07,Rayo Vallecano,Real Madrid,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, oscar valentin, santi comesaña, alvaro garcia, oscar trejo, isi palazon, sergio camello","thibaut courtois, daniel carvajal, eder militao, david alaba, ferland mendy, federico valverde, aurelien tchouameni, luka modric, marco asensio, rodrygo, vinicius junior"
132,2022-11-08,Elche,Girona,"edgar badia, carlos clerc, diego gonzalez, enzo roco, pol lirola, raul guti, omar mascarell, pere milla, alex collado, josan, lucas boye","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, javier hernandez, oriol romeu, toni villa, yangel herrera, aleix garcia, valery fernandez, taty castellanos"
133,2022-11-08,Athletic,Real Valladolid,"unai simon, iñigo lekue, yeray alvarez, dani vivian, oscar de marcos, mikel vesga, nico williams, ander herrera, oihan sancet, iñaki williams, gorka guruzeta","jordi masip, ivan fresneda, jawad el yamiq, zouhair feddal, lucas olaza, gonzalo plata, monchu, kike perez, juan narvaez, sergi guardiola, shown weissman"
134,2022-11-08,Osasuna,Barcelona,"aitor fernandez, juan cruz, david garcia, unai garcia, nacho vidal, moi gomez, lucas torro, jon moncayola, ruben garcia, aimar oroz, chimy avila","marc-andre ter stegen, alejandro balde, andreas christensen, marcos alonso, jordi alba, pedri, sergio busquets, frenkie de jong, ousmane dembele, robert lewandowski, ferran torres"
135,2022-11-09,Almería,Getafe,"fernando martinez, sergio akieme, stefan babic, rodrigo ely, alejandro pozo, cesar de la hoz, adrian embarba, gonzalo melero, lucas robertone, leo baptistao, el bilal toure","david soria, juan iglesias, djene, stefan mitrovic, omar alderete, jordan amavi, nemanja maksimovic, luis milla, carles aleña, borja mayoral, enes unal"
136,2022-11-09,Sevilla,R. Sociedad,"yassine bounou, alex telles, karim rekik, tanguy nianzou, jesus navas, nemanja gudelj, ivan rakitic, isco, oliver torres, erik lamela, rafa mir","alex remiro, alex sola, robin le normand, jon pacheco, diego rico, brais mendez, martin zubimendi, mikel merino, david silva, carlos fernandez, alexander sorloth"
137,2022-11-09,Espanyol,Villarreal,"benjamin lecomte, brian olivan, sergi gomez, fernando calero, oscar gil, vini souza, keidi bare, javi puado, sergi darder, martin braithwaite, joselu","geronimo rulli, kiko femenia, raul albiol, jorge cuenca, alberto moreno, etienne capoue, dani parejo, manu trigueros, samu chukwueze, arnaut danjuma, yeremy pino"
138,2022-11-09,Mallorca,Atlético,"predrag rajkovic, jaume costa, jose copete, antonio raillo, martin valjent, giovanni gonzalez, kang-in lee, iddrisu baba, iñigo ruiz de galarreta, antonio sanchez, vedat muriqi","jan oblak, nahuel molina, stefan savic, felipe, reinildo mandava, marcos llorente, rodrigo de paul, axel witsel, yannick carrasco, antoine griezmann, alvaro morata"
139,2022-11-10,Rayo Vallecano,Celta,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, oscar valentin, santi comesaña, alvaro garcia, unai lopez, isi palazon, radamel falcao","agustin marchesin, oscar mingueza, joseph aidoo, unai nuñez, kevin vazquez, gabri veiga, renato tapia, javi galan, carles perez, gonçalo paciencia, franco cervi"
140,2022-11-10,Valencia,Real Betis,"giorgi mamardashvili, jose luis gaya, Cenk Özkaçar, eray comert, thierry correia, andre almeida, nico gonzalez, yunus musah, samuel lino, hugo duro, samu castillejo","rui silva, youssouf sabaly, edgar gonzalez, victor ruiz, alex moreno, guido rodriguez, william carvalho, luiz henrique, sergio canales, juan cruz, willian jose"
141,2022-11-10,Real Madrid,Cádiz,"thibaut courtois, ferland mendy, david alaba, eder militao, lucas vazquez, toni kroos, aurelien tchouameni, luka modric, vinicius junior, rodrygo, federico valverde","conan ledesma, iza carcelen, fali, juan cala, alfonso espino, ivan alejo, fede san emeterio, ruben alcaraz, ruben sobrino, alex fernandez, choco lozano"
142,2022-12-29,Girona,Rayo Vallecano,"paulo gazzaniga, miguel gutierrez, david lopez, santiago bueno, arnau martinez, oriol romeu, rodrigo riquelme, aleix garcia, ivan martin, yan couto, taty castellanos","stole dimitrievski, ivan balliu, abdul mumin, florian lejeune, fran garcia, santi comesaña, pathe ciss, isi palazon, oscar trejo, alvaro garcia, sergio camello"
143,2022-12-29,Real Betis,Athletic,"rui silva, alex moreno, felix garreta, luiz felipe, youssouf sabaly, andres guardado, william carvlaho, sergio canales, nabil fekir, luiz henrique, borja iglesias","unai simon, oscar de marcos, dani vivian, yeray alvarez, yuri berchiche, dani garcia, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
144,2022-12-29,Atlético,Elche,"jan oblak, mario hermoso, stefan savic, jose maria gimenez, yannick carrasco, geoffrey kondogbia, pablo barrios, marcos llorente, joao felix, antoine griezmann, alvaro morata","edgar badia, diego gonzalez, gonzalo verdu, pedro bigas, helibelton palacios, raul guti, omar mascarell, carlos clerc, pere milla, roger marti, lucas boye"
145,2022-12-30,Getafe,Mallorca,"david soria, portu, omar alderete, domingos duarte, djene, damian suarez, luis milla, angel algobia, carles aleña, borja mayoral, enes unal","predrag rajkovic, pablo maffeo, franco russo, antonio raillo, jose copete, jaume costa, dani rodriguez, iddrisu baba, rodrigo battaglia, kang-in lee, vedat muriqi"
146,2022-12-30,Cádiz,Almería,"conan ledesma, alfonso espino, fali, luis hernandez, iza carcelen, brian ocampo, alex fernandez, ruben alcaraz, theo bongonda, alvaro negredo, ruben sobrino","fernando martinez, alejandro pozo, chumi, stefan babic, sergio akieme, cesar de la hoz, leo baptistao, lucas robertone, gonzalo melero, largie ramazani, el bilal toure"
147,2022-12-30,Celta,Sevilla,"agustin marchesin, javi galan, unai nuñez, joseph aidoo, oscar mingueza, hugo mallo, franco cervi, fran beltran, gabri veiga, jorgen strand larsen, iago aspas","yassine bounou, jose angel carmona, nemanja gudelj, kike salas, jesus navas, joan jordan, fernando, marcos acuña, oliver torres, rafa mir, youssef en-nesiry"
148,2022-12-30,Real Valladolid,Real Madrid,"jordi masip, sergio escudero, javi sanchez, joaquin fernandez, ivan fresneda, alvaro aguado, monchu, roque mesa, oscar plano, sergio leon, ivan sanchez","thibaut courtois, daniel carvajal, antonio rudiger, david alaba, ferland mendy, federico valverde, toni kroos, dani ceballos, marco asensio, karim benzema, vinicius junior"
149,2022-12-31,Barcelona,Espanyol,"marc-andre ter stegen, jordi alba, marcos alonso, andreas christensen, sergi roberto, pedri, frenkie de jong, gavi, ansu fati, robert lewandowski, raphinha","alvaro fernandez, oscar gil, sergi gomez, leandro cabrera, brian olivan, vini souza, fernando calero, nicolas melamed, sergi darder, martin braithwaite, joselu"
150,2022-12-31,R. Sociedad,Osasuna,"alex remiro, diego rico, robin le normand, igor zubeldia, aritz elustondo, martin zubimendi, david silva, brais mendez, takefusa kubo, mohamed-ali cho, alexander sorloth","aitor fernandez, ruben peña, unai garcia, david garcia, juan cruz, manu sanchez, jon moncayola, lucas torro, moi gomez, chimy avila, aimar oroz"
151,2022-12-31,Villarreal,Valencia,"pepe reina, alberto moreno, pau torres, raul albiol, kiko femenia, etienne capoue, dani parejo, alex baena, yeremy pino, gerard moreno, samu chukwueze","giorgi mamardashvili, thierry correia, eray comert, mouctar diakhaby, jose luis gaya, yunus musah, nico gonzalez, andre almeida, samu castillejo, edinson cavani, samuel lino"
152,2023-01-06,Elche,Celta,"edgar badia, pedro bigas, diego gonzalez, helibelton palacios, carlos clerc, gerard gumbau, omar mascarell, tete morente, pere milla, lucas boye, roger marti","agustin marchesin, hugo mallo, oscar mingueza, joseph aidoo, unai nuñez, javi galan, gabri veiga, fran beltran, franco cervi, iago aspas, gonçalo paciencia"
153,2023-01-06,Valencia,Cádiz,"giorgi mamardashvili, jose luis gaya, mouctar diakhaby, eray comert, thierry correia, ilaix moriba, hugo guillamon, yunus musah, samuel lino, edinson cavani, samu castillejo","conan ledesma, iza carcelen, luis hernandez, fali, alfonso espino, fede san emeterio, ruben alcaraz, ruben sobrino, alex fernandez, brian ocampo, choco lozano"
154,2023-01-07,Villarreal,Real Madrid,"pepe reina, alberto moreno, pau torres, raul albiol, juan foyth, alex baena, dani parejo, francis coquelin, yeremy pino, gerard moreno, samu chukwueze","thibaut courtois, eder militao, antonio rudiger, david alaba, ferland mendy, toni kroos, aurelien tchouameni, luka modric, federico valverde, karim benzema, vinicius junior"
155,2023-01-07,Mallorca,Real Valladolid,"predrag rajkovic, jose copete, antonio raillo, martin valjent, jaume costa, iñigo ruiz de galarreta, iddrisu baba, giovanni gonzalez, amath ndiaye, dani rodriguez, vedat muriqi","jordi masip, ivan fresneda, joaquin fernandez, jawad el yamiq, lucas rosa, roque mesa, monchu, alvaro aguado, gonzalo plata, sergi guardiola, oscar plano"
156,2023-01-07,Espanyol,Girona,"alvaro fernandez, brian olivan, leandro cabrera, sergi gomez, oscar gil, sergi darder, fernando calero, edu exposito, martin braithwaite, joselu, nicolas melamed","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, miguel gutierrez, ramon terrats, toni villa, ivan martin, aleix garcia, rodrigo riquelme, taty castellanos"
157,2023-01-08,Almería,R. Sociedad,"fernando martinez, sergio akieme, stefan babic, rodrigo ely,houboulang mendes, gonzalo melero, cesar de la hoz, lucas robertone, luis suarez, el bilal toure, largie ramazani","alex remiro, aritz elustondo, igor zubeldia, robin le normand, diego rico, martin zubimendi, mikel merino, david silva, illarramendi, takefusa kubo, alexander sorloth"
