MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
317,2023-04-30,Villarreal,Celta,"pepe reina, alberto moreno, pau torres, aissa mandi, juan foyth, etienne capoue, dani parejo, yeremy pino, giovani lo celso, samu chukwueze, nicolas jackson","ivan villar, kevin vazquez, joseph aidoo, unai nuñez, javi galan, luca de la torre, oscar rodriguez, renato tapia, franco cervi, jorgen strand larsen, haris seferovic"
318,2023-04-30,Espanyol,Getafe,"fernando pacheco, adria pedrosa, leandro cabrera, sergi gomez, fernando calero, oscar gil, sergi darder, denis suarez, nicolas melamed, joselu, martin braithwaite","david soria, damian suarez, domingos duarte, omar alderete, gaston alvarez, portu, nemanja maksimovic, gonzalo villar, carlos aleña, enes unal, borja mayoral"
319,2023-04-30,Real Valladolid,Atlético,"jordi masip, jawad el yamiq, martin hongla, joaquin fernandez, ivan fresneda, kike perez, monchu, luis perez, alvaro aguado, cyle larin, gonzalo plata","ivo grbic, nahuel molina, axel witsel, jose maria gimenez, mario hermoso, yannick carrasco, rodrigo de paul, koke, thomas lemar, alvaro morata, antoine griezmann"
320,2023-05-01,Mallorca,Athletic,"predrag rajkovic, jaume costa, jose copete, antonio raillo, martin valjent, pablo maffeo, kang-in lee, iñigo ruiz de galarreta, manu morlanes, vedat muriqi, amath ndiaye","julen agirrezabala, aitor paredes, dani vivian, yeray alvarez, yuri berchiche, ander herrera, mikel vesga, iñaki williams, raul garcia, alex berenguer, gorka guruzeta"
321,2023-05-01,Sevilla,Girona,"mark dmitrovic, marcos acuña, nemanja gudelj, loic bade, gonzalo montiel, pape gueye, fernando, bryan gil, papu gomez, lucas ocampos, youssef en-nesyri","paulo gazzaniga, yan couto, santiago bueno, juanpe, javier hernandez, miguel gutierrez, viktor tsygankov, ivan martin, oriol romeu, rodrigo riquelme, taty castellanos"
322,2023-05-02,Almería,Elche,"fernando martinez, alex centelles, stefan babic, rodrigo ely, alejandro pozo, gonzalo melero, cesar de la hoz, lucas robertone, adrian embarba, luis suarez, leo baptistao","axel werner, josan, lisandro magallan, carlos clerc, lautaro blanco, tete morente, fidel, john donald, gerard gumbau, lucas boye, pere milla"
323,2023-05-02,Barcelona,Osasuna,"marc-andre ter stegen, alejandro balde, andreas christensen, ronald araujo, jules kounde, frenkie de jong, sergio busquets, gavi, pedri, raphinha, robert lewandowski","aitor fernandez, diego moreno, unai garcia, jorge herrando, manu sanchez, pablo ibañez, lucas torro, ruben garcia, aimar oroz, iker benito, chimy avila"
324,2023-05-02,R. Sociedad,Real Madrid,"alex remiro, aihen muñoz, robin le normand, igor zubeldia, andoni gorosabel, martin zubimendi, mikel oyarzabal, david silva, mikel merino, takefusa kubo, alexander sorloth","thibaut courtois, daniel carvajal, eder militao, antonio rudiger, nacho fernandez, daniel ceballos, aurelien tchouameni, toni kroos, marco asensio, mariano diaz, rodrygo"
325,2023-05-03,Valencia,Villarreal,"giorgi mamardashvili, jose luis gaya, gabriel paulista, mouctar diakhaby, thierry correia, nico gonzalez, javi guerra, samuel lino, andre almeida, yunus musah, edinson cavani","pepe reina, juan foyth, raul albiol, pau torres, alfonso pedraza, ramon terrats, dani parejo, alex baena, samu chukwueze, nicolas jackson, yeremy pino"
326,2023-05-03,Atlético,Cádiz,"ivo grbic, yannick carrasco, mario hermoso, jose maria gimenez, axel witsel, nahuel molina, thomas lemar, koke, rodrigo de paul, alvaro morata, antoine griezmann","conan ledesma, iza carcelen, jorge mere, momo mbaye, santiago arzamendia, youba diarra, theo bongonda, ruben alcaraz, alex fernandez, ivan alejo, alvaro negredo"
327,2023-05-03,Getafe,Celta,"david soria, gaston alvarez, stefan mitrovic, djene, damian suarez, nemanja maksimovic, mauro arambarri, juan iglesias, jaime mata, enes unal, carles aleña","ivan villar, hugo mallo, joseph aidoo, unai nuñez, javi galan, kevin vazquez, gabri veiga, fran beltran, franco cervi, iago aspas, jorgen strand larsen"
328,2023-05-04,Girona,Mallorca,"paulo gazzaniga, miguel gutierrez, bernardo espinosa, santiago bueno, arnau martinez, oriol romeu, rodrigo riquelme, reinier, ivan martin, viktos tsygankov, taty castellanos","predrag rajkovic, antonio sanchez, dennis hadzikadunic, martin valjent, jose copete, jaume costa, amath ndiaye, manu morlanes, iñigo ruiz de galarreta, kang-in lee, vedat muriqi"
329,2023-05-04,Sevilla,Espanyol,"marko dmitrovic, alex telles, karim rekik, nemanja gudelj, jesus navas, pape gueye, ivan rakitic, bryan gil, oliver torres, suso, rafa mir","fernando pacheco, oscar gil, cesar montes, sergi gomez, leando cabrera, brian olivan, nicolas melamed, sergi darder, denis suarez, javi puado, joselu"
330,2023-05-04,Athletic,Real Betis,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, mikel vesga, dani garcia, nico williams, oihan sancet, iñaki williams, gorka guruzeta","claudo bravo, youssouf sabaly, german pezzella, paul akouokou, juan miranda, guido rodriguez, andres guardado, sergio canales, william carvalho, ayoze perez, willian jose"
331,2023-05-04,Rayo Vallecano,Real Valladolid,"stole dimitrievski, fran garcia, alejandro catena, abdul mumin, ivan balliu, santi comesaña, oscar valentin, alvaro garcia, oscar trejo, isi palazon, raul de tomas","jordi masip, jawad el yamiq, martin hongla, javi sanchez, luis perez, monchu, kike perez, sergio escudero, alvaro aguado, gonzalo plata, cyle larin"
332,2023-05-12,Mallorca,Cádiz,"predrag rajkovic, jose copete, iddrisu baba, martin valjent, jaume costa, iñigo ruiz de galarreta, manu morlanes, pablo maffeo, kang-in lee, vedat muriqi, amath ndiaye","conan ledesma, iza carcelen, luiz hernandez, fali, alfonso espino, ivan alejo, gonzalo escalante, fede san emeterio, ruben sobrino, sergi guardiola, chris ramos"
333,2023-05-13,R. Sociedad,Girona,"alex remiro, aihen muñoz, robin le normand, igor zubeldia, andoni gorosabel, mikel oyarzabal, mikel merino, martin zubimendi, takefusa kubo, alexander sorloth, david silva","paulo gazzaniga, arnau martinez, santiago bueno, david lopez, javier hernandez, oriol romeu, yan couto, viktor tsygankov, ivan martin, rodrigo riquelme, christian stuani"
334,2023-05-13,Osasuna,Almería,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, ruben peña, aimar oroz, lucas torro, jon moncayola, abde ezzalzouli, ante budimir, kike barja","fernando martinez, alejandro pozo, rodrigo ely, stefan babic, alex centelles, gonzalo melero, cesar de la hoz, lucas robertone, leo baptistao, luis suarez, adrian embarba"
335,2023-05-13,Villarreal,Athletic,"pepe reina, alfonso pedraza, pau torres, aissa mandi, juan foyth, alex baena, dani parejo, etienne capoue, yeremy pino, nicolas jackson, samu chukwueze","unai simon, iñigo lekue, yeray alvarez, aitor paredes, yuri berchiche, dani garcia, ander herrera, nico williams, oihan sancet, alex berenguer, iñaki williams"
336,2023-05-13,Real Madrid,Getafe,"thibaut courtois, ferland mendy, nacho fernandez, eder militao, lucas vazquez, eduardo camavinga, aurelien tchouameni, dani ceballos, eden hazard, marco asensio, federico valverde","david soria, juan iglesias, stefan mitrovic, omar alderete, gaston alvarez, carles aleña, djene, nemanja maksimovic, portu, borja mayoral, jaime mata"
337,2023-05-14,Celta,Valencia,"ivan villar, franco cervi, unai nuñez, renato tapia, hugo mallo, luca de la torre, gabri veiga, fran beltran, carles perez, haris seferovic, iago aspas","giorgi mamardashvili, dimitri foulquier, mouctar diakhaby, gabriel paulista, jose luis gaya, nico gonzalez, javi guerra, diego lopez, andre almeida, samuel lino, justin kluivert"
338,2023-05-14,Elche,Atlético,"edgar badia, carlos clerc, pedro bigas, helibelton palacios, lautaro blanco, gerard gumbau, john donald, tete morente, fidel, lucas boye, randy nteka","ivo grbic, axel witsel, jose maria gimenez, mario hermoso, nahuel molina, rodrigo de paul, koke, thomas lemar, yannick carrasco, antoine griezmann, alvaro morata"
339,2023-05-14,Real Valladolid,Sevilla,"jordi masip, sergio escudero, david torres, javi sanchez, lucas rosa, kike perez, martin hongla, monchu, kenedy, cyle larin, gonzalo plata","marko dmitrovic, gonzalo montiel, loic bade, karim rekik, alex telles, ivan rakitic, pape gueye, erik lamela, oliver torres, papu gomez, rafa mir"
340,2023-05-14,Espanyol,Barcelona,"fernando pacheco, brian olivan, leandro cabrera, sergi gomez, cesar montes, oscar gil, denis suarez, sergi darder, nicolas melamed, joselu, martin braithwaite","marc-andre ter stegen, jules kounde, ronald araujo, andreas christensen, alejandro balde, pedri, sergio busquets, frenkie de jong, raphinha, robert lewandowski, gavi"
341,2023-05-15,Real Betis,Rayo Vallecano,"claudio bravo, juan miranda, edgar gonzalez, german pezzella, youssouf sabaly, william carvalho, guido rodriguez, ayoze perez, sergio canales, luiz henrique, willian jose","stole dimitrievski, ivan balliu, abdul mumin, alejandro catena, fran garcia, santi comesaña, oscar valentin, isi palazon, oscar trejo, alvaro garcia, raul de tomas"
342,2023-05-19,Cádiz,Real Valladolid,"conan ledesma, alfonso espino, jorge mere, luis hernandez, iza carcelen, ruben alcaraz, gonzalo escalante, ruben sobrino, sergi guardiola, theo bongonda, chris ramos","jordi masip, joaquin fernandez, javi sanchez, jawad el yamiq, lucas rosa, monchu, martin hongla, kike perez, sergio escudero, sergio leon, cyle larin"
343,2023-05-20,Girona,Villarreal,"paulo gazzaniga, miguel gutierrez, juanpe, santiago bueno, arnau martinez, david lopez, ivan martin, rodrigo riquelme, viktor tsygankov, yan couto, taty castellanos","pepe reina, juan foyth, aissa mandi, jorge cuenca, alfonso pedraza, ramon terrats, etienne capoue, samu chukwueze, alex baena, yeremy pino, nicolas jackson"
344,2023-05-20,Athletic,Celta,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, dani garcia, alex berenguer, iker muniain, oihan sancet, nico williams, iñaki williams","ivan villar, kevin vazquez, joseph aidoo, unai nuñez, javi galan, fran beltran, oscar rodriguez, carles perez, franco cervi, gabri veiga, jorgen strand larsen"
345,2023-05-20,Almería,Mallorca,"fernando martinez, alex centelles, stefan babic, rodrigo ely, alejandro pozo, gonzalo melero, samu costa, lucas robertone, adrian embarba, luis suarez, lazaro","predrag rajkovic, antonio sanchez, martin valjent, dennis hadzikadunic, jose copete, pablo maffeo, amath ndiaye, iddrisu baba, dani rodriguez, kang-in lee, vedat muriqi"
346,2023-05-20,Getafe,Elche,"david soria, omar alderete, stefan mitrovic, djene, gaston alvarez, nemanja maksimovic, mauro arambarri, damian suarez, munir el haddadi, carles aleña, enes unal","edgar badia, tete morente, pedro bigas, lisandro magallan, carlos clerc, lautaro blanco, fidel, john donald, gerard gumbau, randy nteka, lucas boye"
347,2023-05-20,Barcelona,R. Sociedad,"marc-andre ter stegen, jordi alba, andreas christenen, jules kounde, alejandro balde, frenkie de jong, sergio busquets, franck kessie, ousmane dembele, robert lewandowski, raphinha","alex remiro, aritz elustondo, igor zubeldia, robin le normand, diego rico, illarramendi, martin zubimendi, mohamed-ali cho, mikel merino, ander barrenetxea, alexander sorloth"
348,2023-05-21,Rayo Vallecano,Espanyol,"stole dimitrievski, fran garcia, alejandro catena, florian lejeune, ivan balliu, alvaro garcia, pathe ciss, santi comesaña, isi palazon, raul de tomas, oscar trejo","fernando pacheco, oscar gil, sergi gomez, leandro cabrera, brian olivan, fernando calero, sergi darder, javi puado, nicolas melamed, denis suarez, joselu"
349,2023-05-21,Atlético,Osasuna,"ivo grbic, yannick carrasco, mario hermoso, jose maria gimenez, axel witsel, nahuel molina, saul ñiguez, koke, rodrigo de paul, alvaro morata, antoine griezmann","sergio herrera, ruben peña, aridane hernandez, david garcia, manu sanchez, jon moncayola, lucas torro, aimar oroz, ruben garcia, ante budimir, chimy avila"
350,2023-05-21,Valencia,Real Madrid,"giorgi mamardashvili, jose luis gaya, cenk ozkaçar, eray comert, thierry correia, nico gonzalez, javi guerra, justin kluivert, andre almeida, diego lopez, edinson cavani","thibaut courtois, lucas vazquez, eder militao, antonio rudiger, ferland mendy, dani ceballos, aurelien tchouameni, eduardo camavinga, marco asensio, karim benzema, vinicius junior"
351,2023-05-21,Sevilla,Real Betis,"marko dmitrovic, alex telles, nemanja gudelj, karim rekik, gonzalo montiel, pape gueye, ivan rakitic, papu gomez, oliver torres, erik lamela, rafa mir","claudio bravo, youssouf sabaly, german pezzella, luiz felipe, abner, guido rodriguez, william carvalho, luiz henrique, sergio canales, ayoze perez, borja iglesias"
352,2023-05-23,Celta,Girona,"ivan villar, javi galan, unai nuñez, joseph aidoo, hugo mallo, oscar rodriguez, renato tapia, gabri veiga, miguel rodriguez, jorgen strand larsen, carles perez","paulo gazzaniga, arnau martinez, santiago bueno, bernardo espinosa, miguel gutierrez, yan couto, oriol romeu, ivan martin, valery fernandez, viktor tsygankov, christian stuani"
353,2023-05-23,R. Sociedad,Almería,"alex remiro, aihen muñoz, jon pacheco, robin le normand, andoni gorosabel, martin zubimendi, mikel oyarzabal, mikel merino, david silva, takefusa kubo, carlos fernandez","fernando martinez, alejandro pozo, rodrigo ely, stefan babic, sergio akieme, cesar de la hoz, samu costa, arnau puigmal, francisco portillo, lazaro, luis suarez"
354,2023-05-23,Real Valladolid,Barcelona,"jordi masip, lucas olaza, javi sanchez, joaquin fernandez, ivan fresneda, alvaro aguado, roque mesa, darwin machis, oscar plano, gonzalo plata, cyle larin","marc-andre ter stegen, sergi roberto, andreas christensen, marcos alonso, alejandro balde, gavi, eric garcia, frenkie de jong, raphinha, robert lewandowski, pablo torre"
355,2023-05-24,Elche,Sevilla,"edgar badia, carlos clerc, pedro bigas, john donald, josan, tete morente, fidel, gerard gumbau, nicolas fernandez, lucas boye, randy nteka","marko dmitrovic, jesus navas, loic bade, karim rekik, alex telles, fernando, pape gueye, lucas ocampos, erik lamela, marcos acuña, youssef en-nesyri"
356,2023-05-24,Real Madrid,Rayo Vallecano,"thibaut courtois, antonio rudiger, david alaba, nacho fernandez, daniel carvajal, eduardo camavinga, rodrygo, toni kroos, luka modric, federico valverde, karim benzema","stole dimitrievski, ivan balliu, florian lejeune, alejandro catena, fran garcia, santi comesaña, oscar valentin, isi palazon, unai lopez, alvaro garcia, sergio camello"
357,2023-05-24,Villarreal,Cádiz,"pepe reina, alberto moreno, pau torres, aissa mandi, kiko femenia, manu trigueros, dani parejo, yeremy pino, giovani lo celso, gerard moreno, nicolas jackson","conan ledesma, iza carcelen, luis hernandez, jorge mere, alfonso espino, ivan alejo, gonzalo escalante, fede san emeterio, ruben sobrino, sergi guardiola, theo bongonda"
358,2023-05-24,Espanyol,Atlético,"fernando pacheco, brian olivan, leandro cabrera, fernando calero, cesar montes, oscar gil, denis suarez, sergi darder, javi puado, nicolas melamed, joselu","ivo grbic, nahuel molina, axel witsel, jose maria gimenez, mario hermoso, yannick carrasco, rodrigo de paul, koke, saul ñiguez, antoine griezmann, angel correa"
359,2023-05-24,Real Betis,Getafe,"claudio bravo, abner, luiz felipe, german pezzella, aitor ruibal,andres guardado, guido rodriguez, juanmi, ayoze perez, sergio canales, willian jose","david soria, damian suarez, stefan mitrovic, omar alderete, gaston alvarez, portu, djene, nemanja maksimovic, jaime mata, carles aleña, enes unal"
360,2023-05-25,Mallorca,Valencia,"predrag rajkovic, jose copete, martin valjent, dennis hadzikadunic, kang-in lee, iddrisu baba, dani rodriguez, pablo maffeo, amath ndiaye, vedat muriqi, tino kadewere","giorgi mamardashvili, thierry correia, mouctar diakhaby, gabriel paulista, jose luis gaya, javi guerra, nico gonzalez, diego lopez, andre almeida, samuel lino, hugo duro"
361,2023-05-25,Osasuna,Athletic,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, ruben peña, lucas torro, jon moncayola, abde ezzalzouli, aimar oroz, kike barja, ante budimir","julen agirrezabala, oscar de marcos, dani vivian, aitor paredes, yuri berchiche, mikel vesga, oier zarraga, nico williams, iker muniain, alex berenguer, iñaki williams"
362,2023-05-27,Sevilla,Real Madrid,"yassine bounou, marcos acuña, karim rekik, nemanja gudelj, gonzalo montiel, ivan rakitic, manu bueno, bryan gil, papu gomez, erik lamela, rafa mir","thibaut courtois, lucas vazquez, eder militao, david alaba, ferland mendy, luka modric, aurelien tchouameni, toni kroos, federico valverde, rodrygo, dani ceballos"
363,2023-05-28,Almería,Real Valladolid,"fernando martinez, alex centelles, stefan babic, rodrigo ely, alejandro pozo, lucas robertone, samu costa, gonzalo melero, adrian embarba, dyego sousa, lazaro","jordi masip, ivan fresneda, javi sanchez, martin hongla, lucas olaza, oscar plano, roque mesa, alvaro aguado, gonzalo plata, cyle larin, darwin machis"
364,2023-05-28,Athletic,Elche,"unai simon, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, oihan sancet, mikel vesga, alex berenguer, iker muniain, iñaki williams, gorka guruzeta","edgar badia, josan, lisandro magallan, pedro bigas, carlos clerc, lautaro blanco, john donald, gerard gumbau, fidel, tete morente, randy nteka"
365,2023-05-28,Atlético,R. Sociedad,"ivo grbic, sergio reguilon, mario hermoso, jose maria gimenez, axel witsel, nahuel molina, yannick carrasco, koke, rodrigo de paul, saul ñiguez, antoine griezmann","alex remiro, aritz elustondo, igor zubeldia, robin le normand, aihen muñoz, martin zubimendi, takefusa kubo, illarramendi, mikel merino, mikel oyarzabal, alexander sorloth"
366,2023-05-28,Barcelona,Mallorca,"marc-andre ter stegen, jordi alba, andreas christensen, jules kounde, alejandro balde, frenkie de jong, sergio busquets, gavi, ansu fati, robert lewandowski, ousmane dembele","dominik greif, pablo maffeo, josep gayá, martin valjent, jose copete, jaume costa, dani rodriguez, manu morlanes, iddrisu baba, amath ndiaye, vedat muriqi"
367,2023-05-28,Cádiz,Celta,"conan ledesma, alfonso espino, jorge mere, luis hernandez, iza carcelen, ruben sobrino, ruben alcaraz, gonzalo escalante, theo bongonda, sergi guardiola, choco lozano","ivan villar, hugo mallo, joseph aidoo, unai nuñez, javi galan, gabri veiga,renato tapia, oscar rodriguez, carles perez, jorgen strand larsen, miguel rodriguez"
368,2023-05-28,Getafe,Osasuna,"david soria, gaston alvarez, omar alderete, stefan mitrovic, damian suarez, nemanja maksimovic, djene, luis milla, jaime mata, juanmi latasa, portu","sergio herrera, ruben peña, aridane hernandez, david garcia, manu sanchez, pablo ibañez, lucas torro, ruben garcia, aimar oroz, abde ezzalzouli, chimy avila"
369,2023-05-28,Girona,Real Betis,"paulo gazzaniga, miguel gutierrez, david lopez, juanpe, arnau martinez, oriol romeu, valery fernandez, reinier, yangel herrera, viktor tsygankov, taty castellanos","claudio bravo, youssouf sabaly, luiz felipe, edgar gonzalez, juan miranda, guido rodriguez, william carvalho, sergio canales, rodri sanchez, ayoze perez, borja iglesias"
370,2023-05-28,Rayo Vallecano,Villarreal,"stole dimitrievski, fran garcia, alejandro catena, abdul mumin, ivan balliu, oscar valentin, santi comesaña, pep chavarria, alvaro garcia, isi palazon, raul de tomas","pepe reina, juan foyth, aissa mandi, pau torres, alfonso pedraza, dani parejo, ramon terrats, samu chukwueze, alex baena, yeremy pino, nicolas jackson"
371,2023-05-28,Valencia,Espanyol,"giorgi mamardashvili, jose luis gaya, gabriel paulista, mouctar diakhaby, thierry correia, nico gonzalez, javi guerra, toni lato, andre almeida, diego lopez, justin kluivert","fernando pacheco, oscar gil, cesar montes, sergi gomez, leandro cabrera, brian olivan, javi puado, sergi darder, denis suarez, joselu, nicolas melamed"
372,2023-06-04,Mallorca,Rayo Vallecano,"leo roman, jaume costa, jose copete, antonio raillo, martin valjent, pablo maffeo, manu morlanes, iñigo ruiz de galarreta, dani rodriguez, vedat muriqi, kang-in lee","stole dimitrievski, ivan balliu, abdul mumin, alejandro catena, fran garcia, santi comesaña, oscar valentin, pep cahvarria, alvaro garcia, isi palazon, raul de tomas"
373,2023-06-04,Osasuna,Girona,"aitor fernandez, manu sanchez, david garcia, aridane hernandez, ruben peña, aimar oroz, lucas torro, jon moncayola, abde ezzalzouli, ante budimir, kike barja","paulo gazzaniga, arnau martinez, bernardo espinosa, david lopez, miguel gutierrez, oriol romeu, viktor tsygankov, yangel herrera, ivan martin, rodrigo riquelme, taty castellanos"
374,2023-06-04,Real Madrid,Athletic,"thibaut courtois, antonio rudiger, nacho fernandez, eder militao, daniel carvajal, dani ceballos, toni kroos, eduardo camavinga, vinicius junior, karim benzema, rodrygo","unai simon, oscar de marcos, dani vivian, aitor paredes, yuri berchiche, ander herrera, mikel vesga, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
375,2023-06-04,R. Sociedad,Sevilla,"alex remiro, diego rico, jon pacheco, igor zubeldia, andoni gorosabel, martin zubimendi, ander barrenetxea, illarramendi, brais mendez, takefusa kubo, alexander sorloth","marko dmitrovic, gonzalo montiel, loic bade, nemanja gudelj, diego hormigo, manu bueno, pape gueye, erik lamela, oliver torres, papu gomez, rafa mir"
376,2023-06-04,Villarreal,Atlético,"filip jorgensen, alberto moreno, pau torres, aissa mandi, kiko femenia, etienne capoue, dani parejo, yeremy pino, manu trigueros, samu chukwueze, nicolas jackson","ivo grbic, nahuel molina, stefan savic, axel witsel, mario hermoso, sergio reguilon, pablo barrios, koke, saul ñiguez, angel correa, antoine griezmann"
377,2023-06-04,Celta,Barcelona,"ivan villar, javi galan, carlos dominguez, unai nuñez, oscar mingueza, oscar rodriguez, fran beltran, gabri veiga, luca de la torre, haris seferovic, carles perez","marc-andre ter stegen, sergi roberto, jules kounde, andreas christensen, marcos alonso, franck kessie, eric garcia, frenkie de jong, raphinha, robert lewandowski, ferran torres"
378,2023-06-04,Elche,Cádiz,"edgar badia, lautaro blanco, enzo roco, lisandro magallan, josan, john donald, randy nteka, gerard gumbau, fidel, tete morente, lucas boye","conan ledesma, iza carcelen, luis hernandez, jorge mere, alfonso espino, theo bongonda, gonzalo escalante, fede san emeterio, ruben sobrino, sergi guardiola, choco lozano"
379,2023-06-04,Espanyol,Almería,"joan garcia, brian olivan, fernando calero, cesar montes, ronael pierre-gabriel, sergi darder, edu exposito, denis suarez, nicolas melamed, javi puado, martin braithwaite","fernando martinez, alejandro pozo, rodrigo ely, stefan babic, alex centelles, lucas robertone, samu costa, gonzalo melero, lazaro, el bilal toure, adrian embarba"
380,2023-06-04,Real Betis,Valencia,"claudio bravo, juan miranda, edgar gonzalez, german pezzella, youssouf sabaly, william carvalho, guido rodriguez, ayoze perez, joaquin, sergio canales, borja iglesias","giorgi mamardashvili, thierry correia, mouctar diakhaby, gabriel paulista, jose luis gaya, javi guerra, nico gonzalez, diego lopez, andre almeida, samuel lino, justin kluivert"
381,2023-06-04,Real Valladolid,Getafe,"jordi masip, lucas olaza, jawad el yamiq, javi sanchez, luis perez, alvaro aguado, roque mesa, kike perez, darwin machis, cyle larin, gonzalo plata","david soria, juan iglesias, stefan mitrovic, omar alderete, gaston alvarez, damian suarez, mauro arambarri, nemanja maksimovic, jaime mata, carles aleña, juanmi latasa"
