name,market_value,team,Season
Sergio Camello,"2,50 mill. €",Atlético,2018_19
Marc-André ter Stegen,"90,00 mill. €",Barcelona,2018_19
Jasper Cillessen,"18,00 mill. €",Barcelona,2018_19
Iñaki Peña,"1,00 mill. €",Barcelona,2018_19
Jokin Ezkieta,200 mil €,Barcelona,2018_19
Clément Lenglet,"60,00 mill. €",Barcelona,2018_19
Samuel Umtiti,"45,00 mill. €",Barcelona,2018_19
Gerard Piqué,"35,00 mill. €",Barcelona,2018_19
Jeison Murillo,"10,00 mill. €",Barcelona,2018_19
Jean-Clair Todibo,"8,00 mill. €",Barcelona,2018_19
Thomas Vermaelen,"2,50 mill. €",Barcelona,2018_19
Chumi,"2,50 mill. €",Barcelona,2018_19
Jorge Cuenca,"1,00 mill. €",Barcelona,2018_19
Jordi Alba,"50,00 mill. €",Barcelona,2018_19
Juan Miranda,"5,00 mill. €",Barcelona,2018_19
Nélson Semedo,"40,00 mill. €",Barcelona,2018_19
Moussa Wagué,"5,00 mill. €",Barcelona,2018_19
Guillem Jaime,200 mil €,Barcelona,2018_19
Arthur Melo,"70,00 mill. €",Barcelona,2018_19
Sergio Busquets,"50,00 mill. €",Barcelona,2018_19
Uri Busquets,"2,50 mill. €",Barcelona,2018_19
Sergi Samper,"1,50 mill. €",Barcelona,2018_19
Sergi Roberto,"50,00 mill. €",Barcelona,2018_19
Ivan Rakitic,"40,00 mill. €",Barcelona,2018_19
Carles Aleñá,"30,00 mill. €",Barcelona,2018_19
Arturo Vidal,"15,00 mill. €",Barcelona,2018_19
Riqui Puig,"10,00 mill. €",Barcelona,2018_19
Philippe Coutinho,"90,00 mill. €",Barcelona,2018_19
Rafinha,"15,00 mill. €",Barcelona,2018_19
Denis Suárez,"12,00 mill. €",Barcelona,2018_19
Munir El Haddadi,"10,00 mill. €",Barcelona,2018_19
Kevin-Prince Boateng,"7,00 mill. €",Barcelona,2018_19
Álex Collado,"1,00 mill. €",Barcelona,2018_19
Lionel Messi,"150,00 mill. €",Barcelona,2018_19
Malcom,"40,00 mill. €",Barcelona,2018_19
Carles Pérez,"1,50 mill. €",Barcelona,2018_19
Ousmane Dembélé,"100,00 mill. €",Barcelona,2018_19
Luis Suárez,"50,00 mill. €",Barcelona,2018_19
Paco Alcácer,"37,00 mill. €",Barcelona,2018_19
Abel Ruiz,"3,00 mill. €",Barcelona,2018_19
Roberto,"1,50 mill. €",Espanyol,2018_19
Diego López,"1,00 mill. €",Espanyol,2018_19
Mario Hermoso,"25,00 mill. €",Espanyol,2018_19
David López,"9,00 mill. €",Espanyol,2018_19
Naldo,"2,00 mill. €",Espanyol,2018_19
Óscar Duarte,"1,00 mill. €",Espanyol,2018_19
Lluís López,300 mil €,Espanyol,2018_19
Iago Indias,200 mil €,Espanyol,2018_19
Adrià Pedrosa,"10,00 mill. €",Espanyol,2018_19
Dídac Vilà,"4,00 mill. €",Espanyol,2018_19
Roberto Rosales,"2,50 mill. €",Espanyol,2018_19
Javi López,"1,00 mill. €",Espanyol,2018_19
Pipa,300 mil €,Espanyol,2018_19
Marc Roca,"30,00 mill. €",Espanyol,2018_19
Alfa Semedo,"2,00 mill. €",Espanyol,2018_19
Sergi Darder,"14,00 mill. €",Espanyol,2018_19
Víctor Sánchez,"3,00 mill. €",Espanyol,2018_19
Esteban Granero,"3,00 mill. €",Espanyol,2018_19
Álex López,400 mil €,Espanyol,2018_19
Óscar Melendo,"10,00 mill. €",Espanyol,2018_19
Pablo Piatti,"4,00 mill. €",Espanyol,2018_19
Javi Puado,"1,00 mill. €",Espanyol,2018_19
Carlos Doncel,200 mil €,Espanyol,2018_19
Lei Wu,"10,00 mill. €",Espanyol,2018_19
Hernán Pérez,"1,50 mill. €",Espanyol,2018_19
Borja Iglesias,"28,00 mill. €",Espanyol,2018_19
Léo Baptistão,"4,50 mill. €",Espanyol,2018_19
Facundo Ferreyra,"4,00 mill. €",Espanyol,2018_19
Sergio García,"1,00 mill. €",Espanyol,2018_19
Víctor Campuzano,300 mil €,Espanyol,2018_19
Thibaut Courtois,"55,00 mill. €",Real Madrid,2018_19
Keylor Navas,"10,00 mill. €",Real Madrid,2018_19
Andriy Lunin,"7,50 mill. €",Real Madrid,2018_19
Kiko Casilla,"3,00 mill. €",Real Madrid,2018_19
Luca Zidane,"1,00 mill. €",Real Madrid,2018_19
Raphaël Varane,"70,00 mill. €",Real Madrid,2018_19
Sergio Ramos,"25,00 mill. €",Real Madrid,2018_19
Nacho Fernández,"25,00 mill. €",Real Madrid,2018_19
Jesús Vallejo,"10,00 mill. €",Real Madrid,2018_19
Javi Sánchez,"2,00 mill. €",Real Madrid,2018_19
Adrián Dela,300 mil €,Real Madrid,2018_19
Marcelo,"25,00 mill. €",Real Madrid,2018_19
Sergio Reguilón,"15,00 mill. €",Real Madrid,2018_19
Fran García,250 mil €,Real Madrid,2018_19
Daniel Carvajal,"50,00 mill. €",Real Madrid,2018_19
Lucas Vázquez,"25,00 mill. €",Real Madrid,2018_19
Álvaro Odriozola,"25,00 mill. €",Real Madrid,2018_19
Marcos Llorente,"20,00 mill. €",Real Madrid,2018_19
Casemiro,"60,00 mill. €",Real Madrid,2018_19
Toni Kroos,"60,00 mill. €",Real Madrid,2018_19
Dani Ceballos,"30,00 mill. €",Real Madrid,2018_19
Luka Modrić,"20,00 mill. €",Real Madrid,2018_19
Federico Valverde,"20,00 mill. €",Real Madrid,2018_19
Álvaro Fidalgo,300 mil €,Real Madrid,2018_19
Jaume Grau,300 mil €,Real Madrid,2018_19
Jaime Seoane,250 mil €,Real Madrid,2018_19
Marco Asensio,"60,00 mill. €",Real Madrid,2018_19
Isco,"60,00 mill. €",Real Madrid,2018_19
Vinicius Junior,"70,00 mill. €",Real Madrid,2018_19
Gareth Bale,"60,00 mill. €",Real Madrid,2018_19
Brahim Díaz,"17,00 mill. €",Real Madrid,2018_19
Franchu,200 mil €,Real Madrid,2018_19
Cristo,"5,00 mill. €",Real Madrid,2018_19
Karim Benzema,"40,00 mill. €",Real Madrid,2018_19
Mariano Díaz,"20,00 mill. €",Real Madrid,2018_19
Borja Mayoral,"4,00 mill. €",Real Madrid,2018_19
Tomáš Vaclík,"18,00 mill. €",Sevilla,2018_19
Sergio Rico,"12,00 mill. €",Sevilla,2018_19
Juan Soriano,"2,50 mill. €",Sevilla,2018_19
Lucho García,250 mil €,Sevilla,2018_19
Javi Díaz,200 mil €,Sevilla,2018_19
Maximilian Wöber,"10,00 mill. €",Sevilla,2018_19
Sergi Gómez,"9,00 mill. €",Sevilla,2018_19
Simon Kjaer,"8,00 mill. €",Sevilla,2018_19
Joris Gnagnon,"6,00 mill. €",Sevilla,2018_19
Daniel Carriço,"3,00 mill. €",Sevilla,2018_19
Gabriel Mercado,"2,50 mill. €",Sevilla,2018_19
Nicolás Pareja,500 mil €,Sevilla,2018_19
Juan Berrocal,500 mil €,Sevilla,2018_19
Sergio Escudero,"7,50 mill. €",Sevilla,2018_19
Guilherme Arana,"3,00 mill. €",Sevilla,2018_19
Javi Vázquez,100 mil €,Sevilla,2018_19
Jesús Navas,"4,00 mill. €",Sevilla,2018_19
Sébastien Corchia,"2,00 mill. €",Sevilla,2018_19
Ibrahim Amadou,"7,00 mill. €",Sevilla,2018_19
Maxime Gonalons,"4,00 mill. €",Sevilla,2018_19
Éver Banega,"15,00 mill. €",Sevilla,2018_19
Roque Mesa,"7,00 mill. €",Sevilla,2018_19
Marko Rog,"6,00 mill. €",Sevilla,2018_19
Franco Vázquez,"15,00 mill. €",Sevilla,2018_19
Munir El Haddadi,"10,00 mill. €",Sevilla,2018_19
Ganso,"2,00 mill. €",Sevilla,2018_19
Borja Lasso,700 mil €,Sevilla,2018_19
Pepe Mena,250 mil €,Sevilla,2018_19
Quincy Promes,"18,00 mill. €",Sevilla,2018_19
Bryan Gil,"10,00 mill. €",Sevilla,2018_19
Nolito,"2,00 mill. €",Sevilla,2018_19
Pablo Sarabia,"40,00 mill. €",Sevilla,2018_19
Aleix Vidal,"4,00 mill. €",Sevilla,2018_19
Pejiño,300 mil €,Sevilla,2018_19
Wissam Ben Yedder,"40,00 mill. €",Sevilla,2018_19
André Silva,"22,00 mill. €",Sevilla,2018_19
Luis Muriel,"13,00 mill. €",Sevilla,2018_19
Marc Gual,"1,00 mill. €",Sevilla,2018_19
Neto,"18,00 mill. €",Valencia,2018_19
Jaume Doménech,"2,50 mill. €",Valencia,2018_19
Cristian Rivero,250 mil €,Valencia,2018_19
Gabriel Paulista,"20,00 mill. €",Valencia,2018_19
Mouctar Diakhaby,"20,00 mill. €",Valencia,2018_19
Jeison Murillo,"10,00 mill. €",Valencia,2018_19
Cristiano Piccini,"10,00 mill. €",Valencia,2018_19
Ezequiel Garay,"8,00 mill. €",Valencia,2018_19
Rúben Vezo,"6,00 mill. €",Valencia,2018_19
Facundo Roncaglia,"2,50 mill. €",Valencia,2018_19
José Gayà,"50,00 mill. €",Valencia,2018_19
Toni Lato,"5,00 mill. €",Valencia,2018_19
Álex Centelles,"1,00 mill. €",Valencia,2018_19
Geoffrey Kondogbia,"30,00 mill. €",Valencia,2018_19
Francis Coquelin,"17,50 mill. €",Valencia,2018_19
Uros Racic,"5,00 mill. €",Valencia,2018_19
Hugo Guillamón,200 mil €,Valencia,2018_19
Carlos Soler,"50,00 mill. €",Valencia,2018_19
Dani Parejo,"30,00 mill. €",Valencia,2018_19
Daniel Wass,"14,00 mill. €",Valencia,2018_19
Gonçalo Guedes,"40,00 mill. €",Valencia,2018_19
Denis Cheryshev,"6,00 mill. €",Valencia,2018_19
Nacho Gil,700 mil €,Valencia,2018_19
Álex Blanco,500 mil €,Valencia,2018_19
Sito,200 mil €,Valencia,2018_19
Kang-in Lee,"10,00 mill. €",Valencia,2018_19
Rodrigo,"50,00 mill. €",Valencia,2018_19
Santi Mina,"30,00 mill. €",Valencia,2018_19
Michy Batshuayi,"30,00 mill. €",Valencia,2018_19
Ferran Torres,"20,00 mill. €",Valencia,2018_19
Kévin Gameiro,"9,00 mill. €",Valencia,2018_19
Rubén Sobrino,"3,00 mill. €",Valencia,2018_19
Fran Navarro,300 mil €,Valencia,2018_19
Gerónimo Rulli,"10,00 mill. €",R. Sociedad,2018_19
Miguel Ángel Moyá,"1,50 mill. €",R. Sociedad,2018_19
Andoni Zubiaurre,300 mil €,R. Sociedad,2018_19
Igor Zubeldia,"30,00 mill. €",R. Sociedad,2018_19
Diego Llorente,"25,00 mill. €",R. Sociedad,2018_19
Aritz Elustondo,"10,00 mill. €",R. Sociedad,2018_19
Héctor Moreno,"6,00 mill. €",R. Sociedad,2018_19
Robin Le Normand,"4,00 mill. €",R. Sociedad,2018_19
Raúl Navas,"3,00 mill. €",R. Sociedad,2018_19
Theo Hernández,"15,00 mill. €",R. Sociedad,2018_19
Aihen Muñoz,"7,50 mill. €",R. Sociedad,2018_19
Kévin Rodrigues,"3,00 mill. €",R. Sociedad,2018_19
Joseba Zaldua,"10,00 mill. €",R. Sociedad,2018_19
Andoni Gorosabel,"1,50 mill. €",R. Sociedad,2018_19
Asier Illarramendi,"25,00 mill. €",R. Sociedad,2018_19
Martín Zubimendi,100 mil €,R. Sociedad,2018_19
Mikel Merino,"15,00 mill. €",R. Sociedad,2018_19
Rubén Pardo,"4,00 mill. €",R. Sociedad,2018_19
Luca Sangalli,"4,00 mill. €",R. Sociedad,2018_19
David Zurutuza,"2,50 mill. €",R. Sociedad,2018_19
Ander Guevara,"2,50 mill. €",R. Sociedad,2018_19
Roberto López,"1,00 mill. €",R. Sociedad,2018_19
Ander Barrenetxea,"10,00 mill. €",R. Sociedad,2018_19
Juanmi,"8,00 mill. €",R. Sociedad,2018_19
Martín Merquelanz,400 mil €,R. Sociedad,2018_19
Naïs Djouahra,150 mil €,R. Sociedad,2018_19
Adnan Januzaj,"15,00 mill. €",R. Sociedad,2018_19
Zourdine Thior,300 mil €,R. Sociedad,2018_19
Álex Sola,200 mil €,R. Sociedad,2018_19
Mikel Oyarzabal,"50,00 mill. €",R. Sociedad,2018_19
Willian José,"30,00 mill. €",R. Sociedad,2018_19
Sandro Ramírez,"4,00 mill. €",R. Sociedad,2018_19
Jon Bautista,"2,00 mill. €",R. Sociedad,2018_19
Rubén Blanco,"3,00 mill. €",Celta,2018_19
Sergio Álvarez,"2,00 mill. €",Celta,2018_19
Iván Villar,300 mil €,Celta,2018_19
Wesley Hoedt,"12,00 mill. €",Celta,2018_19
Néstor Araújo,"8,00 mill. €",Celta,2018_19
David Costas,"3,00 mill. €",Celta,2018_19
Júnior Alonso,"3,00 mill. €",Celta,2018_19
Facundo Roncaglia,"2,50 mill. €",Celta,2018_19
Gustavo Cabral,"1,50 mill. €",Celta,2018_19
Lucas Olaza,"3,50 mill. €",Celta,2018_19
David Juncà,"1,50 mill. €",Celta,2018_19
Robert Mazan,300 mil €,Celta,2018_19
Hugo Mallo,"15,00 mill. €",Celta,2018_19
Kevin Vázquez,500 mil €,Celta,2018_19
Stanislav Lobotka,"25,00 mill. €",Celta,2018_19
Okay Yokuşlu,"12,00 mill. €",Celta,2018_19
Nemanja Radoja,"3,00 mill. €",Celta,2018_19
Fran Beltrán,"18,00 mill. €",Celta,2018_19
Mathias Jensen,"2,50 mill. €",Celta,2018_19
Jozabed Sánchez,"2,00 mill. €",Celta,2018_19
Andrew Hjulsager,"1,00 mill. €",Celta,2018_19
Brais Méndez,"20,00 mill. €",Celta,2018_19
Sofiane Boufal,"12,00 mill. €",Celta,2018_19
Ryad Boudebouz,"6,00 mill. €",Celta,2018_19
Pione Sisto,"8,00 mill. €",Celta,2018_19
Emre Mor,"2,00 mill. €",Celta,2018_19
Maxi Gómez,"40,00 mill. €",Celta,2018_19
Iago Aspas,"25,00 mill. €",Celta,2018_19
Dennis Eckert Ayensa,"1,20 mill. €",Celta,2018_19
Emmanuel Apeh,300 mil €,Celta,2018_19
Sergio Asenjo,"12,00 mill. €",Villarreal,2018_19
Andrés Fernández,"1,50 mill. €",Villarreal,2018_19
Mariano Barbosa,400 mil €,Villarreal,2018_19
Mario Gaspar,"10,00 mill. €",Villarreal,2018_19
Álvaro González,"8,00 mill. €",Villarreal,2018_19
Ramiro Funes Mori,"8,00 mill. €",Villarreal,2018_19
Víctor Ruiz,"7,00 mill. €",Villarreal,2018_19
Daniele Bonera,200 mil €,Villarreal,2018_19
Pepe Castaño,150 mil €,Villarreal,2018_19
Alfonso Pedraza,"22,00 mill. €",Villarreal,2018_19
Jaume Costa,"4,00 mill. €",Villarreal,2018_19
Xavi Quintillà,"1,00 mill. €",Villarreal,2018_19
Miguel Layún,"3,00 mill. €",Villarreal,2018_19
Miguel Llambrich,800 mil €,Villarreal,2018_19
Andrei Rațiu,300 mil €,Villarreal,2018_19
Santiago Cáseres,"10,00 mill. €",Villarreal,2018_19
Vicente Iborra,"9,00 mill. €",Villarreal,2018_19
Javi Fuego,800 mil €,Villarreal,2018_19
Bruno Soriano,800 mil €,Villarreal,2018_19
Manuel Iturra,400 mil €,Villarreal,2018_19
Pablo Fornals,"25,00 mill. €",Villarreal,2018_19
Manu Trigueros,"15,00 mill. €",Villarreal,2018_19
Santi Cazorla,"4,00 mill. €",Villarreal,2018_19
Manu Morlanes,"2,50 mill. €",Villarreal,2018_19
Iván Martín,300 mil €,Villarreal,2018_19
Nicola Sansone,"7,50 mill. €",Villarreal,2018_19
Samuel Chukwueze,"30,00 mill. €",Villarreal,2018_19
Dani Raba,"2,00 mill. €",Villarreal,2018_19
Gerard Moreno,"17,50 mill. €",Villarreal,2018_19
Karl Toko Ekambi,"17,50 mill. €",Villarreal,2018_19
Carlos Bacca,"5,00 mill. €",Villarreal,2018_19
Enes Ünal,"5,00 mill. €",Villarreal,2018_19
Marko Dmitrovic,"10,00 mill. €",Eibar,2018_19
Yoel Rodríguez,"1,50 mill. €",Eibar,2018_19
Asier Riesgo,400 mil €,Eibar,2018_19
Markel Areitio,200 mil €,Eibar,2018_19
Paulo Oliveira,"6,00 mill. €",Eibar,2018_19
Pedro Bigas,"3,00 mill. €",Eibar,2018_19
Anaitz Arbilla,"2,00 mill. €",Eibar,2018_19
Iván Ramis,"1,00 mill. €",Eibar,2018_19
Kaiser,250 mil €,Eibar,2018_19
Marc Cucurella,"10,00 mill. €",Eibar,2018_19
Cote,"5,00 mill. €",Eibar,2018_19
Rubén Peña,"10,00 mill. €",Eibar,2018_19
Sergio Álvarez,"2,50 mill. €",Eibar,2018_19
Pape Diop,"1,50 mill. €",Eibar,2018_19
Joan Jordán,"12,00 mill. €",Eibar,2018_19
Gonzalo Escalante,"4,00 mill. €",Eibar,2018_19
Miguel Marí,250 mil €,Eibar,2018_19
Jordi Calavera,600 mil €,Eibar,2018_19
Pablo de Blasis,"2,00 mill. €",Eibar,2018_19
Bebé,"2,00 mill. €",Eibar,2018_19
Pere Milla,700 mil €,Eibar,2018_19
Fabián Orellana,"2,50 mill. €",Eibar,2018_19
Pedro León,"1,80 mill. €",Eibar,2018_19
Pablo Hervías,700 mil €,Eibar,2018_19
Sergi Enrich,"7,50 mill. €",Eibar,2018_19
Kike García,"3,00 mill. €",Eibar,2018_19
Charles,"2,00 mill. €",Eibar,2018_19
Marc Cardona,"1,50 mill. €",Eibar,2018_19
Alberto Marí,-,Eibar,2018_19
Pau López,"20,00 mill. €",Betis,2018_19
Joel Robles,"5,00 mill. €",Betis,2018_19
Marc Bartra,"22,00 mill. €",Betis,2018_19
Aïssa Mandi,"16,00 mill. €",Betis,2018_19
Sidnei,"10,00 mill. €",Betis,2018_19
Zouhair Feddal,"5,00 mill. €",Betis,2018_19
Edgar González,300 mil €,Betis,2018_19
Junior Firpo,"25,00 mill. €",Betis,2018_19
Julio Alonso,100 mil €,Betis,2018_19
Diego Altamirano,-,Betis,2018_19
Francis Guerrero,"6,00 mill. €",Betis,2018_19
Emerson Royal,"3,00 mill. €",Betis,2018_19
Antonio Barragán,"2,00 mill. €",Betis,2018_19
William Carvalho,"25,00 mill. €",Betis,2018_19
Javi García,"2,00 mill. €",Betis,2018_19
Paul Akouokou,-,Betis,2018_19
Andrés Guardado,"5,00 mill. €",Betis,2018_19
Wilfrid Kaptoum,"4,00 mill. €",Betis,2018_19
Darko Brasanac,"2,00 mill. €",Betis,2018_19
Jaime Garijo,-,Betis,2018_19
Giovani Lo Celso,"50,00 mill. €",Betis,2018_19
Sergio Canales,"25,00 mill. €",Betis,2018_19
Ryad Boudebouz,"6,00 mill. €",Betis,2018_19
Cristian Tello,"10,00 mill. €",Betis,2018_19
Jesé,"5,00 mill. €",Betis,2018_19
Takashi Inui,"4,00 mill. €",Betis,2018_19
José Manuel Irizo,150 mil €,Betis,2018_19
Diego Lainez,"14,00 mill. €",Betis,2018_19
Joaquín,"2,00 mill. €",Betis,2018_19
Rober González,200 mil €,Betis,2018_19
Adrián Tellado,-,Betis,2018_19
Loren Morón,"10,00 mill. €",Betis,2018_19
Antonio Sanabria,"9,00 mill. €",Betis,2018_19
Sergio León,"3,00 mill. €",Betis,2018_19
Fernando Pacheco,"15,00 mill. €",Alavés,2018_19
Antonio Sivera,"1,50 mill. €",Alavés,2018_19
Álex Domínguez,-,Alavés,2018_19
Guillermo Maripán,"15,00 mill. €",Alavés,2018_19
Víctor Laguardia,"10,00 mill. €",Alavés,2018_19
Rubén Duarte,"5,00 mill. €",Alavés,2018_19
Rodrigo Ely,"2,00 mill. €",Alavés,2018_19
Carlos Vigaray,600 mil €,Alavés,2018_19
Adrián Diéguez,300 mil €,Alavés,2018_19
Adrián Marín,800 mil €,Alavés,2018_19
Martín Aguirregabiria,"7,50 mill. €",Alavés,2018_19
Ximo Navarro,"3,00 mill. €",Alavés,2018_19
Dani Torres,900 mil €,Alavés,2018_19
Antonio Perera,-,Alavés,2018_19
Tomás Pina,"2,50 mill. €",Alavés,2018_19
Mubarak Wakaso,"2,50 mill. €",Alavés,2018_19
Manu García,"2,00 mill. €",Alavés,2018_19
Darko Brasanac,"2,00 mill. €",Alavés,2018_19
Jony,"10,00 mill. €",Alavés,2018_19
Takashi Inui,"4,00 mill. €",Alavés,2018_19
Ibai Gómez,"4,00 mill. €",Alavés,2018_19
Burgui,"1,50 mill. €",Alavés,2018_19
Álex Blanco,500 mil €,Alavés,2018_19
Patrick Twumasi,"1,20 mill. €",Alavés,2018_19
Jonathan Calleri,"9,00 mill. €",Alavés,2018_19
Rubén Sobrino,"3,00 mill. €",Alavés,2018_19
John Guidetti,"3,00 mill. €",Alavés,2018_19
Diego Rolán,"2,00 mill. €",Alavés,2018_19
Borja Bastón,"2,00 mill. €",Alavés,2018_19
Andriy Lunin,"7,50 mill. €",Leganés,2018_19
Iván Cuéllar,800 mil €,Leganés,2018_19
Jon Ander Serantes,500 mil €,Leganés,2018_19
Andrés Prieto,200 mil €,Leganés,2018_19
David Tejero,150 mil €,Leganés,2018_19
Dimitrios Siovas,"6,00 mill. €",Leganés,2018_19
Kenneth Omeruo,"5,00 mill. €",Leganés,2018_19
Unai Bustinza,"4,00 mill. €",Leganés,2018_19
Diego Reyes,"2,00 mill. €",Leganés,2018_19
Rodri Tarín,"2,00 mill. €",Leganés,2018_19
Ezequiel Muñoz,"1,00 mill. €",Leganés,2018_19
Josua Mejías,200 mil €,Leganés,2018_19
Jonathan Silva,"3,00 mill. €",Leganés,2018_19
Vasyl Kravets,"3,00 mill. €",Leganés,2018_19
Raúl Carnero,"1,00 mill. €",Leganés,2018_19
Allan Nyom,"3,00 mill. €",Leganés,2018_19
Juanfran Moreno,"2,50 mill. €",Leganés,2018_19
Rubén Pérez,"7,50 mill. €",Leganés,2018_19
Mikel Vesga,"4,00 mill. €",Leganés,2018_19
Gerard Gumbau,"2,50 mill. €",Leganés,2018_19
Facundo García,600 mil €,Leganés,2018_19
Recio,"3,00 mill. €",Leganés,2018_19
Javi Eraso,"1,50 mill. €",Leganés,2018_19
Óscar Rodríguez,"10,00 mill. €",Leganés,2018_19
Fede Vico,"1,50 mill. €",Leganés,2018_19
José Manuel Arnáiz,"2,50 mill. €",Leganés,2018_19
Alexander Szymanowski,"1,50 mill. €",Leganés,2018_19
Dani Ojeda,400 mil €,Leganés,2018_19
Owusu Kwabena,300 mil €,Leganés,2018_19
Nabil El Zhar,"2,00 mill. €",Leganés,2018_19
Javi Avilés,-,Leganés,2018_19
Youssef En-Nesyri,"12,00 mill. €",Leganés,2018_19
Martin Braithwaite,"8,00 mill. €",Leganés,2018_19
Guido Carrillo,"7,50 mill. €",Leganés,2018_19
Michael Santos,"2,00 mill. €",Leganés,2018_19
Diego Rolán,"2,00 mill. €",Leganés,2018_19
Sabin Merino,"1,00 mill. €",Leganés,2018_19
Mamadou Koné,800 mil €,Leganés,2018_19
Oier Olazábal,"2,50 mill. €",Levante,2018_19
Aitor Fernández,"2,50 mill. €",Levante,2018_19
Koke Vegas,800 mil €,Levante,2018_19
Rúben Vezo,"6,00 mill. €",Levante,2018_19
Erick Cabaco,"4,00 mill. €",Levante,2018_19
Róber Pier,"2,50 mill. €",Levante,2018_19
Chema Rodríguez,"2,50 mill. €",Levante,2018_19
Sergio Postigo,"2,50 mill. €",Levante,2018_19
Genís Montolio,200 mil €,Levante,2018_19
Antonio Luna,"1,50 mill. €",Levante,2018_19
Toño García,"1,00 mill. €",Levante,2018_19
Coke,"2,00 mill. €",Levante,2018_19
Shaq Moore,300 mil €,Levante,2018_19
Pedro López,200 mil €,Levante,2018_19
Nikola Vukcevic,"2,50 mill. €",Levante,2018_19
Cheick Doukouré,"1,00 mill. €",Levante,2018_19
Pepelu,300 mil €,Levante,2018_19
José Campaña,"15,00 mill. €",Levante,2018_19
Sanjin Prcic,"4,00 mill. €",Levante,2018_19
Fran Manzanara,300 mil €,Levante,2018_19
Enis Bardhi,"15,00 mill. €",Levante,2018_19
Arturo Molina,250 mil €,Levante,2018_19
Moses Simon,"3,00 mill. €",Levante,2018_19
Jason Remeseiro,"5,00 mill. €",Levante,2018_19
Rubén Rochina,"4,00 mill. €",Levante,2018_19
Samu García,-,Levante,2018_19
Roger Martí,"10,00 mill. €",Levante,2018_19
José Luis Morales,"10,00 mill. €",Levante,2018_19
Borja Mayoral,"4,00 mill. €",Levante,2018_19
Raphael Dwamena,"2,50 mill. €",Levante,2018_19
Emmanuel Boateng,"2,50 mill. €",Levante,2018_19
Yassine Bounou,"5,00 mill. €",Girona,2018_19
José Aurelio Suárez,250 mil €,Girona,2018_19
Gorka Iraizoz,200 mil €,Girona,2018_19
Marc Vito,150 mil €,Girona,2018_19
Juanpe,"7,00 mill. €",Girona,2018_19
Bernardo Espinosa,"6,00 mill. €",Girona,2018_19
Jonás Ramalho,"3,00 mill. €",Girona,2018_19
Marc Muniesa,"3,00 mill. €",Girona,2018_19
Pedro Alcalá,800 mil €,Girona,2018_19
Johan Mojica,"3,00 mill. €",Girona,2018_19
Aday Benítez,"1,50 mill. €",Girona,2018_19
Raúl Carnero,"1,00 mill. €",Girona,2018_19
Jairo Izquierdo,800 mil €,Girona,2018_19
Carles Planas,800 mil €,Girona,2018_19
Pedro Porro,"10,00 mill. €",Girona,2018_19
Yhoan Andzouana,250 mil €,Girona,2018_19
Álex Granell,"5,00 mill. €",Girona,2018_19
David Timor,"1,50 mill. €",Girona,2018_19
Pere Pons,"4,00 mill. €",Girona,2018_19
Aleix García,"3,00 mill. €",Girona,2018_19
Douglas Luiz,"2,50 mill. €",Girona,2018_19
Seung-ho Paik,300 mil €,Girona,2018_19
Èric Montes,300 mil €,Girona,2018_19
Borja García,"7,00 mill. €",Girona,2018_19
Portu,"10,00 mill. €",Girona,2018_19
Patrick Roberts,"5,00 mill. €",Girona,2018_19
Valery Fernández,"5,00 mill. €",Girona,2018_19
Sebas Coris,500 mil €,Girona,2018_19
Cristhian Stuani,"7,00 mill. €",Girona,2018_19
Choco Lozano,"1,50 mill. €",Girona,2018_19
Seydou Doumbia,"1,50 mill. €",Girona,2018_19
