name,market_value,team,Season
Ignasi Miquel,"1,50 mill. €",Málaga,2017_18
Federico Ricca,"1,50 mill. €",Málaga,2017_18
Juankar,"1,50 mill. €",Málaga,2017_18
Alberto López,-,Málaga,2017_18
Roberto Rosales,"2,50 mill. €",Málaga,2017_18
Miguel Torres,800 mil €,Málaga,2017_18
Iván Rodríguez,-,Málaga,2017_18
Álex Robles,-,Málaga,2017_18
Emanuel Cecchini,"1,50 mill. €",Málaga,2017_18
Manuel Iturra,"1,00 mill. €",Málaga,2017_18
Esteban Rolón,800 mil €,Málaga,2017_18
Mehdi Lacen,800 mil €,Málaga,2017_18
Adrián González,"3,00 mill. €",Málaga,2017_18
Recio,"2,00 mill. €",Málaga,2017_18
Zdravko Kuzmanovic,600 mil €,Málaga,2017_18
Miguel Cifuentes,500 mil €,Málaga,2017_18
Ian Soler,-,Málaga,2017_18
José Carlos Sánchez,-,Málaga,2017_18
Juanpi,"1,50 mill. €",Málaga,2017_18
Javi Ontiveros,"2,50 mill. €",Málaga,2017_18
Adalberto Peñaranda,"2,00 mill. €",Málaga,2017_18
Jony,"2,00 mill. €",Málaga,2017_18
Chory Castro,800 mil €,Málaga,2017_18
Álex Mula,500 mil €,Málaga,2017_18
Juan Cruz,-,Málaga,2017_18
Maxime Lestienne,"2,50 mill. €",Málaga,2017_18
Keko Gontán,"2,00 mill. €",Málaga,2017_18
Samu García,"1,00 mill. €",Málaga,2017_18
Alberto Bueno,"1,50 mill. €",Málaga,2017_18
Diego Rolán,"3,50 mill. €",Málaga,2017_18
Borja Bastón,"2,00 mill. €",Málaga,2017_18
Brown Ideye,"2,00 mill. €",Málaga,2017_18
Isaac Success,"2,00 mill. €",Málaga,2017_18
Youssef En-Nesyri,"1,80 mill. €",Málaga,2017_18
Gerónimo Rulli,"10,00 mill. €",R. Sociedad,2017_18
Miguel Ángel Moyá,"2,00 mill. €",R. Sociedad,2017_18
Toño,400 mil €,R. Sociedad,2017_18
Andoni Zubiaurre,300 mil €,R. Sociedad,2017_18
Iñigo Martínez,"32,00 mill. €",R. Sociedad,2017_18
Diego Llorente,"17,50 mill. €",R. Sociedad,2017_18
Igor Zubeldia,"5,00 mill. €",R. Sociedad,2017_18
Aritz Elustondo,"5,00 mill. €",R. Sociedad,2017_18
Héctor Moreno,"4,00 mill. €",R. Sociedad,2017_18
Raúl Navas,"3,00 mill. €",R. Sociedad,2017_18
Kévin Rodrigues,"2,00 mill. €",R. Sociedad,2017_18
Alberto de la Bella,"1,20 mill. €",R. Sociedad,2017_18
Álvaro Odriozola,"25,00 mill. €",R. Sociedad,2017_18
Andoni Gorosabel,"1,00 mill. €",R. Sociedad,2017_18
Carlos Martínez,500 mil €,R. Sociedad,2017_18
Asier Illarramendi,"20,00 mill. €",R. Sociedad,2017_18
David Zurutuza,"3,00 mill. €",R. Sociedad,2017_18
Rubén Pardo,"1,50 mill. €",R. Sociedad,2017_18
Jon Guridi,300 mil €,R. Sociedad,2017_18
Ander Guevara,250 mil €,R. Sociedad,2017_18
Sergio Canales,"5,00 mill. €",R. Sociedad,2017_18
Xabi Prieto,"3,00 mill. €",R. Sociedad,2017_18
Juanmi,"7,50 mill. €",R. Sociedad,2017_18
Adnan Januzaj,"12,00 mill. €",R. Sociedad,2017_18
Carlos Vela,"8,50 mill. €",R. Sociedad,2017_18
Mikel Oyarzabal,"35,00 mill. €",R. Sociedad,2017_18
Willian José,"25,00 mill. €",R. Sociedad,2017_18
Jon Bautista,"2,00 mill. €",R. Sociedad,2017_18
Imanol Agirretxe,"1,00 mill. €",R. Sociedad,2017_18
Rubén Blanco,"3,00 mill. €",Celta,2017_18
Sergio Álvarez,"2,00 mill. €",Celta,2017_18
Iván Villar,300 mil €,Celta,2017_18
Dani Sotres,200 mil €,Celta,2017_18
Fran Vieites,-,Celta,2017_18
Sergi Gómez,"8,00 mill. €",Celta,2017_18
Andreu Fontàs,"3,00 mill. €",Celta,2017_18
Facundo Roncaglia,"3,00 mill. €",Celta,2017_18
Gustavo Cabral,"2,50 mill. €",Celta,2017_18
Diego Alende,300 mil €,Celta,2017_18
Robert Mazan,800 mil €,Celta,2017_18
Diego Pampín,250 mil €,Celta,2017_18
Hugo Mallo,"12,00 mill. €",Celta,2017_18
Jonny Otto,"12,00 mill. €",Celta,2017_18
Stanislav Lobotka,"15,00 mill. €",Celta,2017_18
Nemanja Radoja,"6,00 mill. €",Celta,2017_18
Daniel Wass,"15,00 mill. €",Celta,2017_18
Pablo Hernández,"5,00 mill. €",Celta,2017_18
Jozabed Sánchez,"2,00 mill. €",Celta,2017_18
Andrew Hjulsager,800 mil €,Celta,2017_18
Dani Molina,250 mil €,Celta,2017_18
Brais Méndez,"3,50 mill. €",Celta,2017_18
Pione Sisto,"15,00 mill. €",Celta,2017_18
Dejan Drazic,500 mil €,Celta,2017_18
Emre Mor,"3,00 mill. €",Celta,2017_18
Víctor Pastrana,150 mil €,Celta,2017_18
Maxi Gómez,"25,00 mill. €",Celta,2017_18
Iago Aspas,"25,00 mill. €",Celta,2017_18
John Guidetti,"5,00 mill. €",Celta,2017_18
Claudio Beauvue,"2,50 mill. €",Celta,2017_18
Lucas Boyé,"1,50 mill. €",Celta,2017_18
Dennis Eckert Ayensa,500 mil €,Celta,2017_18
Sergio Asenjo,"8,00 mill. €",Villarreal,2017_18
Andrés Fernández,800 mil €,Villarreal,2017_18
Mariano Barbosa,800 mil €,Villarreal,2017_18
Ander Cantero,300 mil €,Villarreal,2017_18
Mario Gaspar,"18,00 mill. €",Villarreal,2017_18
Víctor Ruiz,"12,00 mill. €",Villarreal,2017_18
Álvaro González,"9,00 mill. €",Villarreal,2017_18
Rúben Semedo,"1,00 mill. €",Villarreal,2017_18
Pau Torres,500 mil €,Villarreal,2017_18
Daniele Bonera,200 mil €,Villarreal,2017_18
Genís Montolio,100 mil €,Villarreal,2017_18
Pepe Castaño,-,Villarreal,2017_18
Jaume Costa,"9,00 mill. €",Villarreal,2017_18
Adrián Marín,"1,00 mill. €",Villarreal,2017_18
Antonio Rukavina,"1,00 mill. €",Villarreal,2017_18
Rodri,"25,00 mill. €",Villarreal,2017_18
Alfred N'Diaye,"5,00 mill. €",Villarreal,2017_18
Javi Fuego,"1,00 mill. €",Villarreal,2017_18
Bruno Soriano,"1,00 mill. €",Villarreal,2017_18
Sergio Lozano,50 mil €,Villarreal,2017_18
Pablo Fornals,"25,00 mill. €",Villarreal,2017_18
Manu Trigueros,"20,00 mill. €",Villarreal,2017_18
Manu Morlanes,"1,00 mill. €",Villarreal,2017_18
Imanol García,300 mil €,Villarreal,2017_18
Ramiro Guerra,200 mil €,Villarreal,2017_18
Pedro Martínez,100 mil €,Villarreal,2017_18
Roberto Soriano,"7,50 mill. €",Villarreal,2017_18
Chuca,500 mil €,Villarreal,2017_18
Nicola Sansone,"7,50 mill. €",Villarreal,2017_18
Denis Cheryshev,"3,00 mill. €",Villarreal,2017_18
Salem Al-Dawsari,800 mil €,Villarreal,2017_18
Samu Castillejo,"15,00 mill. €",Villarreal,2017_18
Leo Suárez,400 mil €,Villarreal,2017_18
Dani Raba,"2,00 mill. €",Villarreal,2017_18
Cédric Bakambu,"22,00 mill. €",Villarreal,2017_18
Carlos Bacca,"10,00 mill. €",Villarreal,2017_18
Enes Ünal,"8,00 mill. €",Villarreal,2017_18
Roger Martínez,"2,50 mill. €",Villarreal,2017_18
Darío Poveda,250 mil €,Villarreal,2017_18
Mario González,200 mil €,Villarreal,2017_18
Marko Dmitrovic,"4,00 mill. €",Eibar,2017_18
Yoel Rodríguez,"1,50 mill. €",Eibar,2017_18
Asier Riesgo,400 mil €,Eibar,2017_18
Markel Areitio,200 mil €,Eibar,2017_18
Vukasin Jovanovic,"3,00 mill. €",Eibar,2017_18
Paulo Oliveira,"3,00 mill. €",Eibar,2017_18
Anaitz Arbilla,"2,00 mill. €",Eibar,2017_18
Alejandro Gálvez,"1,50 mill. €",Eibar,2017_18
David Lombán,"1,20 mill. €",Eibar,2017_18
Iván Ramis,500 mil €,Eibar,2017_18
Julen López,300 mil €,Eibar,2017_18
Cote,"2,50 mill. €",Eibar,2017_18
David Juncà,"1,50 mill. €",Eibar,2017_18
Ángel López,150 mil €,Eibar,2017_18
Ander Capa,"3,00 mill. €",Eibar,2017_18
Rubén Peña,"2,00 mill. €",Eibar,2017_18
Iván Alejo,"2,00 mill. €",Eibar,2017_18
Dani García,"4,00 mill. €",Eibar,2017_18
Pape Diop,"1,00 mill. €",Eibar,2017_18
Joan Jordán,"4,00 mill. €",Eibar,2017_18
Gonzalo Escalante,"2,50 mill. €",Eibar,2017_18
Fran Rico,800 mil €,Eibar,2017_18
Christian Rivera,700 mil €,Eibar,2017_18
Imanol Sarriegi,300 mil €,Eibar,2017_18
Julen Azkue,250 mil €,Eibar,2017_18
Takashi Inui,"5,00 mill. €",Eibar,2017_18
Bebé,"1,00 mill. €",Eibar,2017_18
Fabián Orellana,"2,00 mill. €",Eibar,2017_18
Pedro León,"2,00 mill. €",Eibar,2017_18
Xesc Regis,250 mil €,Eibar,2017_18
Sergi Enrich,"3,00 mill. €",Eibar,2017_18
Kike García,"3,00 mill. €",Eibar,2017_18
Charles,"1,50 mill. €",Eibar,2017_18
Costel Pantilimon,"1,50 mill. €",RC Deportivo,2017_18
Maksym Koval,"1,00 mill. €",RC Deportivo,2017_18
Rubén Martínez,800 mil €,RC Deportivo,2017_18
Przemyslaw Tyton,600 mil €,RC Deportivo,2017_18
Francis Uzoho,300 mil €,RC Deportivo,2017_18
Sidnei,"4,00 mill. €",RC Deportivo,2017_18
Fabian Schär,"3,00 mill. €",RC Deportivo,2017_18
Alejandro Arribas,"2,00 mill. €",RC Deportivo,2017_18
Raúl Albentosa,"1,50 mill. €",RC Deportivo,2017_18
Aldo One,200 mil €,RC Deportivo,2017_18
Quique Fornos,150 mil €,RC Deportivo,2017_18
Mujaid Sadick,-,RC Deportivo,2017_18
Luisinho,"1,20 mill. €",RC Deportivo,2017_18
Saúl García,600 mil €,RC Deportivo,2017_18
Fernando Navarro,100 mil €,RC Deportivo,2017_18
Juanfran Moreno,"4,00 mill. €",RC Deportivo,2017_18
Eneko Bóveda,"1,50 mill. €",RC Deportivo,2017_18
Gerard Valentín,500 mil €,RC Deportivo,2017_18
Blas Alonso,300 mil €,RC Deportivo,2017_18
Guilherme,"3,50 mill. €",RC Deportivo,2017_18
Federico Valverde,"6,00 mill. €",RC Deportivo,2017_18
Celso Borges,"4,00 mill. €",RC Deportivo,2017_18
Pedro Mosquera,"2,00 mill. €",RC Deportivo,2017_18
Michael Krohn-Dehli,800 mil €,RC Deportivo,2017_18
Edu Expósito,300 mil €,RC Deportivo,2017_18
Sulley Muntari,300 mil €,RC Deportivo,2017_18
Emre Çolak,"2,00 mill. €",RC Deportivo,2017_18
Carles Gil,"1,00 mill. €",RC Deportivo,2017_18
Zakaria Bakkali,"1,50 mill. €",RC Deportivo,2017_18
Bruno Gama,800 mil €,RC Deportivo,2017_18
Óscar Pinchi,300 mil €,RC Deportivo,2017_18
Fede Cartabia,"2,00 mill. €",RC Deportivo,2017_18
Lucas Pérez,"7,50 mill. €",RC Deportivo,2017_18
Florin Andone,"6,00 mill. €",RC Deportivo,2017_18
Adrián López,"4,00 mill. €",RC Deportivo,2017_18
Borja Valle,"1,20 mill. €",RC Deportivo,2017_18
Antonio Adán,"5,00 mill. €",Betis,2017_18
Pedro López,250 mil €,Betis,2017_18
Dani Giménez,200 mil €,Betis,2017_18
Dani Rebollo,-,Betis,2017_18
Marc Bartra,"17,50 mill. €",Betis,2017_18
Aïssa Mandi,"9,00 mill. €",Betis,2017_18
Jordi Amat,"5,00 mill. €",Betis,2017_18
Zouhair Feddal,"3,00 mill. €",Betis,2017_18
Alin Toșca,"1,50 mill. €",Betis,2017_18
Riza Durmisi,"5,00 mill. €",Betis,2017_18
Junior Firpo,"5,00 mill. €",Betis,2017_18
Carlos Redru,200 mil €,Betis,2017_18
Antonio Barragán,"2,50 mill. €",Betis,2017_18
Francis Guerrero,"2,50 mill. €",Betis,2017_18
Rafa Navarro,500 mil €,Betis,2017_18
Javi García,"4,00 mill. €",Betis,2017_18
Fabián Ruiz,"20,00 mill. €",Betis,2017_18
Víctor Camarasa,"6,00 mill. €",Betis,2017_18
Andrés Guardado,"5,00 mill. €",Betis,2017_18
Julio Gracia,300 mil €,Betis,2017_18
Ryad Boudebouz,"8,00 mill. €",Betis,2017_18
Cristian Tello,"6,00 mill. €",Betis,2017_18
Matías Nahuel,"1,00 mill. €",Betis,2017_18
Joel Campbell,"3,00 mill. €",Betis,2017_18
Joaquín,500 mil €,Betis,2017_18
Aitor Ruibal,300 mil €,Betis,2017_18
Antonio Sanabria,"7,50 mill. €",Betis,2017_18
Loren Morón,"7,50 mill. €",Betis,2017_18
Sergio León,"5,00 mill. €",Betis,2017_18
Rubén Castro,500 mil €,Betis,2017_18
Juanjo Narváez,500 mil €,Betis,2017_18
Leandro Chichizola,"1,00 mill. €",Las Palmas,2017_18
Raúl Lizoain,800 mil €,Las Palmas,2017_18
Benito del Valle,50 mil €,Las Palmas,2017_18
Mauricio Lemos,"5,50 mill. €",Las Palmas,2017_18
Pedro Bigas,"1,50 mill. €",Las Palmas,2017_18
Alejandro Gálvez,"1,50 mill. €",Las Palmas,2017_18
Aythami Artiles,700 mil €,Las Palmas,2017_18
David García,100 mil €,Las Palmas,2017_18
Dani Castellano,"2,00 mill. €",Las Palmas,2017_18
Matías Aguirregaray,"2,00 mill. €",Las Palmas,2017_18
Ximo Navarro,"2,00 mill. €",Las Palmas,2017_18
Michel Macedo,"1,80 mill. €",Las Palmas,2017_18
David Simón,800 mil €,Las Palmas,2017_18
Sergi Samper,"2,50 mill. €",Las Palmas,2017_18
Vicente Gómez,"2,50 mill. €",Las Palmas,2017_18
Peter Etebo,"1,50 mill. €",Las Palmas,2017_18
Gabriel Peñalba,800 mil €,Las Palmas,2017_18
Javi Castellano,800 mil €,Las Palmas,2017_18
Hernán Santana,700 mil €,Las Palmas,2017_18
Alberto Aquilani,700 mil €,Las Palmas,2017_18
Fabio González,200 mil €,Las Palmas,2017_18
Jonathan Viera,"8,00 mill. €",Las Palmas,2017_18
Alen Halilovic,"2,50 mill. €",Las Palmas,2017_18
Tana,"2,50 mill. €",Las Palmas,2017_18
Oussama Tannane,"1,50 mill. €",Las Palmas,2017_18
Borja Herrera,300 mil €,Las Palmas,2017_18
Vitolo,"25,00 mill. €",Las Palmas,2017_18
Hernán Toledo,"1,00 mill. €",Las Palmas,2017_18
Nacho Gil,800 mil €,Las Palmas,2017_18
Benito Ramírez,300 mil €,Las Palmas,2017_18
Momo,100 mil €,Las Palmas,2017_18
Jairo Samperio,"1,50 mill. €",Las Palmas,2017_18
Loïc Rémy,"6,00 mill. €",Las Palmas,2017_18
Jonathan Calleri,"6,00 mill. €",Las Palmas,2017_18
Sergio Araujo,"4,00 mill. €",Las Palmas,2017_18
Emmanuel Emenike,"1,00 mill. €",Las Palmas,2017_18
Imoh Ezekiel,"1,00 mill. €",Las Palmas,2017_18
Erik Expósito,300 mil €,Las Palmas,2017_18
Fernando Pacheco,"9,00 mill. €",Alavés,2017_18
Antonio Sivera,"1,00 mill. €",Alavés,2017_18
Joritz Landeta,-,Alavés,2017_18
Aritz Castro,-,Alavés,2017_18
Rodrigo Ely,"6,00 mill. €",Alavés,2017_18
Rubén Duarte,"2,00 mill. €",Alavés,2017_18
Víctor Laguardia,"1,80 mill. €",Alavés,2017_18
Alexis Ruano,"1,50 mill. €",Alavés,2017_18
Guillermo Maripán,"1,50 mill. €",Alavés,2017_18
Carlos Vigaray,800 mil €,Alavés,2017_18
Adrián Diéguez,400 mil €,Alavés,2017_18
Einar Galilea,150 mil €,Alavés,2017_18
Alfonso Pedraza,"5,00 mill. €",Alavés,2017_18
Héctor Hernández,300 mil €,Alavés,2017_18
Martín Aguirregabiria,"1,50 mill. €",Alavés,2017_18
Víctor López,-,Alavés,2017_18
Dani Torres,"1,50 mill. €",Alavés,2017_18
Tomás Pina,"1,80 mill. €",Alavés,2017_18
Manu García,"1,80 mill. €",Alavés,2017_18
Álvaro Medrán,"1,80 mill. €",Alavés,2017_18
Mubarak Wakaso,"1,20 mill. €",Alavés,2017_18
Munir El Haddadi,"12,00 mill. €",Alavés,2017_18
Óscar Romero,"4,00 mill. €",Alavés,2017_18
Enzo Zidane,"1,50 mill. €",Alavés,2017_18
Aleksandar Katai,"1,25 mill. €",Alavés,2017_18
Ibai Gómez,"3,50 mill. €",Alavés,2017_18
Burgui,"1,80 mill. €",Alavés,2017_18
Hernán Pérez,"1,20 mill. €",Alavés,2017_18
Bojan Krkic,"1,50 mill. €",Alavés,2017_18
John Guidetti,"5,00 mill. €",Alavés,2017_18
Rubén Sobrino,"2,00 mill. €",Alavés,2017_18
Christian Santos,"1,00 mill. €",Alavés,2017_18
Ermedin Demirovic,"1,00 mill. €",Alavés,2017_18
Jon Ander Serantes,800 mil €,Leganés,2017_18
Iván Cuéllar,600 mil €,Leganés,2017_18
Nereo Champagne,300 mil €,Leganés,2017_18
Dimitrios Siovas,"3,00 mill. €",Leganés,2017_18
Unai Bustinza,"1,80 mill. €",Leganés,2017_18
Ezequiel Muñoz,"1,50 mill. €",Leganés,2017_18
Mauro dos Santos,"1,20 mill. €",Leganés,2017_18
Martín Mantovani,500 mil €,Leganés,2017_18
Diego Rico,"2,50 mill. €",Leganés,2017_18
Raúl Carnero,900 mil €,Leganés,2017_18
Joseba Zaldua,"4,00 mill. €",Leganés,2017_18
Tito,800 mil €,Leganés,2017_18
Dani Gallardo,-,Leganés,2017_18
Gabriel Pires,"10,00 mill. €",Leganés,2017_18
Rubén Pérez,"7,50 mill. €",Leganés,2017_18
Gerard Gumbau,"1,50 mill. €",Leganés,2017_18
Jaime Sierra,-,Leganés,2017_18
Javi Eraso,"3,00 mill. €",Leganés,2017_18
Darko Brasanac,"2,00 mill. €",Leganés,2017_18
Erik Morán,900 mil €,Leganés,2017_18
Álex Mozo,-,Leganés,2017_18
Yahya Al-Shehri,800 mil €,Leganés,2017_18
Alexander Szymanowski,"2,00 mill. €",Leganés,2017_18
José Naranjo,"1,50 mill. €",Leganés,2017_18
Omar Ramos,"1,20 mill. €",Leganés,2017_18
Nordin Amrabat,"3,00 mill. €",Leganés,2017_18
Nabil El Zhar,"2,00 mill. €",Leganés,2017_18
Sergio Arribas,-,Leganés,2017_18
William de Camargo,-,Leganés,2017_18
Claudio Beauvue,"2,50 mill. €",Leganés,2017_18
Miguel Ángel Guerrero,"1,80 mill. €",Leganés,2017_18
Mamadou Koné,900 mil €,Leganés,2017_18
Leonardo Rocha,50 mil €,Leganés,2017_18
Gabri Salazar,-,Leganés,2017_18
Oier Olazábal,"1,50 mill. €",Levante,2017_18
Raúl Fernández,"1,00 mill. €",Levante,2017_18
Mitchell Langerak,"1,00 mill. €",Levante,2017_18
Iván Villar,300 mil €,Levante,2017_18
Koke Vegas,100 mil €,Levante,2017_18
Róber Pier,"2,00 mill. €",Levante,2017_18
Chema Rodríguez,"2,00 mill. €",Levante,2017_18
Sergio Postigo,"2,00 mill. €",Levante,2017_18
Erick Cabaco,"1,50 mill. €",Levante,2017_18
Antonio Luna,"2,00 mill. €",Levante,2017_18
Toño García,"1,50 mill. €",Levante,2017_18
Aly Abeid,100 mil €,Levante,2017_18
Coke,"2,00 mill. €",Levante,2017_18
Iván López,600 mil €,Levante,2017_18
Shaq Moore,500 mil €,Levante,2017_18
Pedro López,300 mil €,Levante,2017_18
Jefferson Lerma,"2,00 mill. €",Levante,2017_18
Cheick Doukouré,"1,50 mill. €",Levante,2017_18
Moctar El Hacen,150 mil €,Levante,2017_18
José Campaña,"5,00 mill. €",Levante,2017_18
Saša Lukić,"1,50 mill. €",Levante,2017_18
Verza,600 mil €,Levante,2017_18
Youssouf Yalike,-,Levante,2017_18
Enis Bardhi,"6,00 mill. €",Levante,2017_18
Ivi López,"2,00 mill. €",Levante,2017_18
Rubén Rochina,"1,50 mill. €",Levante,2017_18
Jason Remeseiro,"1,20 mill. €",Levante,2017_18
Samu García,"1,00 mill. €",Levante,2017_18
Fahad Al-Muwallad,"1,00 mill. €",Levante,2017_18
Enes Ünal,"8,00 mill. €",Levante,2017_18
José Luis Morales,"5,00 mill. €",Levante,2017_18
Roger Martí,"2,00 mill. €",Levante,2017_18
Emmanuel Boateng,"2,00 mill. €",Levante,2017_18
Armando Sadiku,800 mil €,Levante,2017_18
Giampaolo Pazzini,800 mil €,Levante,2017_18
Álex Alegría,800 mil €,Levante,2017_18
Nano Mesa,600 mil €,Levante,2017_18
Yassine Bounou,"3,00 mill. €",Girona,2017_18
Gorka Iraizoz,200 mil €,Girona,2017_18
Marcel Lizak,-,Girona,2017_18
Bernardo Espinosa,"7,00 mill. €",Girona,2017_18
Juanpe,"5,00 mill. €",Girona,2017_18
Jonás Ramalho,"4,00 mill. €",Girona,2017_18
Marc Muniesa,"2,50 mill. €",Girona,2017_18
Pedro Alcalá,800 mil €,Girona,2017_18
Bambo Diaby,300 mil €,Girona,2017_18
Johan Mojica,"4,00 mill. €",Girona,2017_18
Aday Benítez,"2,00 mill. €",Girona,2017_18
Carles Planas,800 mil €,Girona,2017_18
Pablo Maffeo,"10,00 mill. €",Girona,2017_18
Maximiliano Villa,250 mil €,Girona,2017_18
Pedro Porro,-,Girona,2017_18
Álex Granell,"5,00 mill. €",Girona,2017_18
David Timor,"2,00 mill. €",Girona,2017_18
Pere Pons,"5,00 mill. €",Girona,2017_18
Douglas Luiz,"1,50 mill. €",Girona,2017_18
Aleix García,"1,00 mill. €",Girona,2017_18
Borja García,"3,50 mill. €",Girona,2017_18
Farid Boulaya,400 mil €,Girona,2017_18
Eloi Amagat,200 mil €,Girona,2017_18
Marlos Moreno,500 mil €,Girona,2017_18
Portu,"10,00 mill. €",Girona,2017_18
Cristhian Stuani,"7,50 mill. €",Girona,2017_18
Olarenwaju Kayode,"3,00 mill. €",Girona,2017_18
Choco Lozano,"1,50 mill. €",Girona,2017_18
Michael Olunga,500 mil €,Girona,2017_18
Kévin Soni,300 mil €,Girona,2017_18
Vicente Guaita,"5,00 mill. €",Getafe,2017_18
Emiliano Martínez,"1,00 mill. €",Getafe,2017_18
Filip Manojlovic,800 mil €,Getafe,2017_18
Dakonam Djené,"15,00 mill. €",Getafe,2017_18
Juan Cala,"1,70 mill. €",Getafe,2017_18
Bruno González,"1,00 mill. €",Getafe,2017_18
Leandro Cabrera,600 mil €,Getafe,2017_18
Nicolas Gorosito,600 mil €,Getafe,2017_18
Alberto Redondo,-,Getafe,2017_18
Miguel Rubio,-,Getafe,2017_18
David Alba,-,Getafe,2017_18
Antunes,"3,50 mill. €",Getafe,2017_18
Mathías Olivera,800 mil €,Getafe,2017_18
Damián Suárez,"2,50 mill. €",Getafe,2017_18
Francisco Molinero,600 mil €,Getafe,2017_18
Markel Bergara,"1,50 mill. €",Getafe,2017_18
Mehdi Lacen,800 mil €,Getafe,2017_18
Dani Pacheco,800 mil €,Getafe,2017_18
Mathieu Flamini,600 mil €,Getafe,2017_18
Mauro Arambarri,"3,00 mill. €",Getafe,2017_18
Fayçal Fajr,"2,50 mill. €",Getafe,2017_18
Gaku Shibasaki,"1,80 mill. €",Getafe,2017_18
Sergio Mora,100 mil €,Getafe,2017_18
Gustavo Quezada,-,Getafe,2017_18
Diego Barri,-,Getafe,2017_18
Merveil Ndockyt,"1,00 mill. €",Getafe,2017_18
Jefferson Montero,"1,50 mill. €",Getafe,2017_18
Amath Ndiaye,"5,00 mill. €",Getafe,2017_18
Francisco Portillo,"2,00 mill. €",Getafe,2017_18
Álvaro Jiménez,900 mil €,Getafe,2017_18
Carlos Calderón,-,Getafe,2017_18
Loïc Rémy,"6,00 mill. €",Getafe,2017_18
Ángel Rodríguez,"4,00 mill. €",Getafe,2017_18
Chuli,500 mil €,Getafe,2017_18
Jorge Molina,500 mil €,Getafe,2017_18
Hugo Duro,-,Getafe,2017_18
Unai Simón,"6,00 mill. €",Athletic,2018_19
Iago Herrerín,"4,00 mill. €",Athletic,2018_19
Álex Remiro,"1,50 mill. €",Athletic,2018_19
Hodei Oleaga,200 mil €,Athletic,2018_19
Iñigo Martínez,"32,00 mill. €",Athletic,2018_19
Yeray Álvarez,"25,00 mill. €",Athletic,2018_19
Unai Núñez,"15,00 mill. €",Athletic,2018_19
Dani Vivian,250 mil €,Athletic,2018_19
Yuri Berchiche,"20,00 mill. €",Athletic,2018_19
Mikel Balenziaga,"2,00 mill. €",Athletic,2018_19
Cristian Ganea,"1,00 mill. €",Athletic,2018_19
Óscar de Marcos,"6,00 mill. €",Athletic,2018_19
Ander Capa,"3,00 mill. €",Athletic,2018_19
Iñigo Lekue,"2,00 mill. €",Athletic,2018_19
Mikel San José,"7,50 mill. €",Athletic,2018_19
Peru Nolaskoain,"5,00 mill. €",Athletic,2018_19
Dani García,"4,00 mill. €",Athletic,2018_19
Ander Iturraspe,"2,50 mill. €",Athletic,2018_19
Beñat Etxebarria,"4,00 mill. €",Athletic,2018_19
Unai López,"1,50 mill. €",Athletic,2018_19
Mikel Rico,800 mil €,Athletic,2018_19
Raúl García,"7,50 mill. €",Athletic,2018_19
Iker Muniain,"15,00 mill. €",Athletic,2018_19
Iñigo Córdoba,"4,00 mill. €",Athletic,2018_19
Ibai Gómez,"4,00 mill. €",Athletic,2018_19
Iñigo Vicente,"1,00 mill. €",Athletic,2018_19
Iñaki Williams,"50,00 mill. €",Athletic,2018_19
Markel Susaeta,"6,00 mill. €",Athletic,2018_19
Kenan Kodro,"1,00 mill. €",Athletic,2018_19
Sabin Merino,"1,00 mill. €",Athletic,2018_19
Aritz Aduriz,"1,00 mill. €",Athletic,2018_19
Gorka Guruzeta,500 mil €,Athletic,2018_19
Jan Oblak,"100,00 mill. €",Atlético,2018_19
Antonio Adán,"1,50 mill. €",Atlético,2018_19
Álex dos Santos,200 mil €,Atlético,2018_19
José María Giménez,"70,00 mill. €",Atlético,2018_19
Stefan Savic,"35,00 mill. €",Atlético,2018_19
Diego Godín,"20,00 mill. €",Atlético,2018_19
Javi Montero,"10,00 mill. €",Atlético,2018_19
Nehuén Pérez,"2,50 mill. €",Atlético,2018_19
Tachi,300 mil €,Atlético,2018_19
Lucas Hernández,"70,00 mill. €",Atlético,2018_19
Filipe Luís,"3,00 mill. €",Atlético,2018_19
Manu Sánchez,-,Atlético,2018_19
Santiago Arias,"18,00 mill. €",Atlético,2018_19
Juanfran Torres,"3,00 mill. €",Atlético,2018_19
Andrés Solano,200 mil €,Atlético,2018_19
Carlos Isaac,200 mil €,Atlético,2018_19
Rodri,"80,00 mill. €",Atlético,2018_19
Thomas Partey,"50,00 mill. €",Atlético,2018_19
Gustavo Assunção,-,Atlético,2018_19
Saúl Ñíguez,"90,00 mill. €",Atlético,2018_19
Koke,"70,00 mill. €",Atlético,2018_19
Roberto Olabe,800 mil €,Atlético,2018_19
Toni Moya,300 mil €,Atlético,2018_19
Cristian Rodríguez,250 mil €,Atlético,2018_19
Mikel Carro,150 mil €,Atlético,2018_19
Thomas Lemar,"40,00 mill. €",Atlético,2018_19
Vitolo,"18,00 mill. €",Atlético,2018_19
Joaquín Muñoz,300 mil €,Atlético,2018_19
Ángel Correa,"35,00 mill. €",Atlético,2018_19
Gelson Martins,"28,00 mill. €",Atlético,2018_19
Víctor Mollejo,"2,50 mill. €",Atlético,2018_19
Antoine Griezmann,"130,00 mill. €",Atlético,2018_19
Álvaro Morata,"50,00 mill. €",Atlético,2018_19
Diego Costa,"25,00 mill. €",Atlético,2018_19
Nikola Kalinić,"10,00 mill. €",Atlético,2018_19
Borja Garcés,"3,00 mill. €",Atlético,2018_19
