Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2020-06-11,Sevilla,Real Betis,2,0,H,0,0,D,13,12,5,1,13,16,11,2,0,2,0,0,1.8,3.75,4.33
SP1,2020-06-12,Granada,Getafe,2,1,H,0,1,A,10,6,4,2,17,16,2,3,6,4,0,0,3.1,3.0,2.45
SP1,2020-06-12,Valencia,Levante,1,1,D,0,0,D,12,14,3,4,11,13,0,6,1,4,0,1,1.7,3.8,4.75
SP1,2020-06-13,Espanyol,Alavés,2,0,H,1,0,H,19,1,9,0,16,19,2,1,4,3,0,1,2.05,3.2,3.75
SP1,2020-06-13,Celta,Villarreal,0,1,A,0,0,D,4,15,0,4,5,20,2,8,1,1,0,0,2.5,3.4,2.7
SP1,2020-06-13,Leganés,Real Valladolid,1,2,A,0,1,A,11,6,2,2,21,20,2,1,2,4,0,0,2.25,3.0,3.5
SP1,2020-06-13,Mallorca,Barcelona,0,4,A,0,2,A,13,12,3,7,16,5,9,3,1,2,0,0,10.0,5.75,1.28
SP1,2020-06-14,Athletic,Atlético,1,1,D,1,1,D,10,9,3,2,10,9,5,7,3,0,0,0,3.75,2.9,2.2
SP1,2020-06-14,Real Madrid,Eibar,3,1,H,3,0,H,6,9,5,5,11,12,3,3,1,1,0,0,1.22,7.0,11.0
SP1,2020-06-14,R. Sociedad,Osasuna,1,1,D,0,1,A,9,8,4,1,5,12,1,6,1,3,0,0,1.66,3.9,5.0
SP1,2020-06-15,Levante,Sevilla,1,1,D,0,0,D,11,10,5,4,12,10,5,6,1,1,0,0,5.0,4.0,1.65
SP1,2020-06-15,Real Betis,Granada,2,2,D,0,1,A,18,8,6,5,13,18,11,2,2,4,0,0,1.9,3.5,4.0
SP1,2020-06-16,Getafe,Espanyol,0,0,D,0,0,D,21,5,4,3,15,9,5,5,3,2,0,1,1.95,3.1,4.33
SP1,2020-06-16,Villarreal,Mallorca,1,0,H,1,0,H,10,15,4,5,16,10,2,6,3,4,0,0,1.53,4.5,5.75
SP1,2020-06-16,Barcelona,Leganés,2,0,H,1,0,H,10,6,5,2,16,16,3,2,5,3,0,0,1.16,7.5,13.0
SP1,2020-06-17,Eibar,Athletic,2,2,D,1,1,D,12,6,6,3,10,11,8,3,3,2,0,0,3.2,3.0,2.4
SP1,2020-06-17,Real Valladolid,Celta,0,0,D,0,0,D,6,11,1,4,18,15,5,8,3,3,0,0,3.0,3.0,2.6
SP1,2020-06-17,Osasuna,Atlético,0,5,A,0,1,A,13,10,3,6,12,8,3,2,3,3,0,0,5.0,3.25,1.8
SP1,2020-06-18,Alavés,R. Sociedad,2,0,H,0,0,D,15,9,7,1,21,11,5,6,3,4,1,1,3.8,3.5,1.95
SP1,2020-06-18,Real Madrid,Valencia,3,0,H,0,0,D,19,4,14,2,12,11,8,2,0,2,0,1,1.36,4.75,8.0
SP1,2020-06-19,Granada,Villarreal,0,1,A,0,1,A,14,5,4,1,17,15,5,0,0,3,0,0,3.1,3.2,2.4
SP1,2020-06-19,Mallorca,Leganés,1,1,D,1,0,H,7,16,3,4,15,11,3,7,3,6,0,0,2.8,2.9,2.87
SP1,2020-06-19,Sevilla,Barcelona,0,0,D,0,0,D,8,10,4,4,17,8,2,9,3,2,0,0,3.4,3.6,2.05
SP1,2020-06-20,Espanyol,Levante,1,3,A,1,1,D,10,14,3,8,11,10,8,5,2,0,0,0,1.95,3.5,3.8
SP1,2020-06-20,Athletic,Real Betis,1,0,H,1,0,H,12,9,3,5,16,11,11,5,4,0,0,0,2.1,3.25,3.75
SP1,2020-06-20,Getafe,Eibar,1,1,D,1,1,D,9,8,2,2,18,15,2,1,3,0,0,0,1.8,3.4,5.0
SP1,2020-06-20,Atlético,Real Valladolid,1,0,H,0,0,D,15,6,4,2,14,12,10,1,4,2,0,0,1.36,4.5,11.0
SP1,2020-06-21,Celta,Alavés,6,0,H,4,0,H,15,4,10,2,14,10,7,4,1,1,0,1,1.9,3.25,4.5
SP1,2020-06-21,Valencia,Osasuna,2,0,H,2,0,H,7,13,3,3,7,19,1,7,1,2,0,0,1.9,3.5,4.0
SP1,2020-06-21,R. Sociedad,Real Madrid,1,2,A,0,0,D,10,10,2,6,16,15,4,1,4,2,0,0,4.1,4.2,1.75
SP1,2020-06-22,Villarreal,Sevilla,2,2,D,2,1,H,7,14,5,6,16,12,3,8,3,3,0,0,2.6,3.3,2.7
SP1,2020-06-22,Leganés,Granada,0,0,D,0,0,D,9,4,3,1,12,16,4,2,4,4,0,0,2.37,2.9,3.3
SP1,2020-06-23,Levante,Atlético,0,1,A,0,1,A,12,12,0,7,12,14,10,4,4,2,0,0,5.75,3.6,1.65
SP1,2020-06-23,Real Valladolid,Getafe,1,1,D,1,1,D,6,15,2,1,12,19,7,8,5,2,0,0,3.4,2.87,2.45
SP1,2020-06-23,Barcelona,Athletic,1,0,H,0,0,D,18,6,4,0,10,16,6,2,2,1,0,0,1.3,5.25,10.0
SP1,2020-06-24,Alavés,Osasuna,0,1,A,0,0,D,5,7,0,1,12,14,7,3,2,3,0,0,2.55,3.1,2.9
SP1,2020-06-24,R. Sociedad,Celta,0,1,A,0,1,A,13,4,6,1,18,15,7,3,4,2,0,0,2.0,3.25,4.0
SP1,2020-06-24,Real Madrid,Mallorca,2,0,H,1,0,H,14,11,6,4,18,12,5,4,4,1,0,0,1.12,9.0,17.0
SP1,2020-06-25,Eibar,Valencia,1,0,H,1,0,H,14,7,5,0,12,7,10,8,4,2,0,1,2.7,3.4,2.55
SP1,2020-06-25,Real Betis,Espanyol,1,0,H,0,0,D,13,9,6,2,18,18,6,5,4,4,0,0,2.15,3.3,3.4
SP1,2020-06-26,Sevilla,Real Valladolid,1,1,D,0,1,A,15,11,3,5,16,17,5,1,3,2,0,0,1.4,4.4,9.0
SP1,2020-06-27,Athletic,Mallorca,3,1,H,2,0,H,12,14,6,2,17,16,1,8,1,2,0,0,1.5,4.0,7.5
SP1,2020-06-27,Celta,Barcelona,2,2,D,0,1,A,10,18,6,2,19,10,3,8,3,4,0,0,5.25,4.2,1.61
SP1,2020-06-27,Osasuna,Leganés,2,1,H,1,0,H,6,21,5,7,12,15,2,4,1,1,0,0,2.25,3.0,3.6
SP1,2020-06-27,Atlético,Alavés,2,1,H,0,0,D,14,6,4,2,13,14,3,1,3,2,0,0,1.33,4.75,11.0
SP1,2020-06-28,Levante,Real Betis,4,2,H,2,0,H,9,17,4,8,13,14,2,5,0,4,0,0,2.62,3.3,2.62
SP1,2020-06-28,Villarreal,Valencia,2,0,H,2,0,H,17,4,4,0,9,18,1,4,0,2,0,0,2.25,3.25,3.2
SP1,2020-06-28,Granada,Eibar,1,2,A,0,1,A,14,13,5,6,8,13,8,5,1,0,0,0,2.37,3.0,3.25
SP1,2020-06-28,Espanyol,Real Madrid,0,1,A,0,1,A,8,14,5,6,18,12,0,5,1,1,0,0,6.5,4.75,1.44
SP1,2020-06-29,Getafe,R. Sociedad,2,1,H,1,0,H,11,5,4,1,22,11,5,4,6,3,0,0,2.5,3.0,3.1
SP1,2020-06-30,Mallorca,Celta,5,1,H,3,0,H,9,12,7,8,16,12,2,11,3,2,0,0,3.2,3.2,2.37
SP1,2020-06-30,Leganés,Sevilla,0,3,A,0,2,A,9,11,3,6,23,10,4,2,4,3,0,0,4.5,3.2,1.95
SP1,2020-06-30,Barcelona,Atlético,2,2,D,1,1,D,12,10,5,3,11,15,3,1,3,5,0,0,1.8,3.6,4.75
SP1,2020-07-01,Alavés,Granada,0,2,A,0,1,A,11,7,4,4,18,17,6,2,3,2,0,0,2.3,2.9,3.6
SP1,2020-07-01,Valencia,Athletic,0,2,A,0,1,A,10,12,1,4,9,12,3,5,1,0,0,0,2.5,3.0,3.2
SP1,2020-07-01,Real Betis,Villarreal,0,2,A,0,2,A,9,15,1,6,10,16,1,5,4,1,1,0,2.87,3.5,2.4
SP1,2020-07-01,Real Valladolid,Levante,0,0,D,0,0,D,15,8,4,3,10,12,8,3,2,1,0,0,2.3,3.3,3.2
SP1,2020-07-02,Eibar,Osasuna,0,2,A,0,1,A,11,9,4,6,8,12,9,4,1,1,0,0,2.3,3.1,3.3
SP1,2020-07-02,R. Sociedad,Espanyol,2,1,H,0,1,A,12,4,4,3,11,15,4,3,2,1,0,0,1.85,3.5,4.2
SP1,2020-07-02,Real Madrid,Getafe,1,0,H,0,0,D,8,10,4,3,15,22,6,5,5,5,0,0,1.36,4.75,8.5
SP1,2020-07-03,Atlético,Mallorca,3,0,H,2,0,H,15,13,3,1,14,11,4,5,2,1,0,0,1.28,5.25,11.0
SP1,2020-07-04,Celta,Real Betis,1,1,D,1,0,H,5,10,1,3,20,18,2,8,5,4,0,0,2.15,3.4,3.4
SP1,2020-07-04,Real Valladolid,Alavés,1,0,H,0,0,D,5,7,3,0,13,17,1,3,0,0,0,0,2.62,2.8,3.2
SP1,2020-07-04,Granada,Valencia,2,2,D,0,0,D,17,4,4,3,18,14,7,3,2,2,0,0,2.9,3.2,2.55
SP1,2020-07-05,Athletic,Real Madrid,0,1,A,0,0,D,7,10,1,4,13,8,3,2,4,3,0,0,5.0,3.9,1.7
SP1,2020-07-05,Espanyol,Leganés,0,1,A,0,0,D,7,4,2,2,14,22,0,3,4,3,1,0,2.7,2.9,2.9
SP1,2020-07-05,Osasuna,Getafe,0,0,D,0,0,D,6,6,2,1,17,18,2,2,5,4,0,0,3.1,2.9,2.55
SP1,2020-07-05,Villarreal,Barcelona,1,4,A,1,3,A,11,18,4,12,11,11,2,6,1,0,0,0,4.33,4.0,1.72
SP1,2020-07-06,Levante,R. Sociedad,1,1,D,1,1,D,9,8,4,3,17,12,4,2,3,2,0,0,2.9,3.4,2.45
SP1,2020-07-06,Sevilla,Eibar,1,0,H,0,0,D,8,19,3,3,11,16,11,8,2,1,0,0,1.44,4.33,8.0
SP1,2020-07-07,Valencia,Real Valladolid,2,1,H,1,0,H,10,11,4,5,9,5,5,2,3,0,0,0,2.0,3.2,4.2
SP1,2020-07-07,Celta,Atlético,1,1,D,0,1,A,9,10,4,2,14,13,6,2,3,3,0,0,4.2,3.2,2.0
SP1,2020-07-08,Real Betis,Osasuna,3,0,H,2,0,H,14,8,8,2,9,17,5,8,1,5,0,0,2.05,3.4,3.5
SP1,2020-07-08,Getafe,Villarreal,1,3,A,0,0,D,5,6,2,3,19,10,1,3,4,1,0,1,2.6,3.0,2.87
SP1,2020-07-08,Barcelona,Espanyol,1,0,H,0,0,D,9,11,2,2,8,12,6,5,0,2,1,1,1.14,8.0,19.0
SP1,2020-07-09,Eibar,Leganés,0,0,D,0,0,D,4,10,1,1,21,13,8,1,3,3,0,0,2.45,3.0,3.1
SP1,2020-07-09,Mallorca,Levante,2,0,H,1,0,H,15,14,5,2,11,20,1,5,3,1,0,0,2.05,3.6,3.3
SP1,2020-07-09,Athletic,Sevilla,1,2,A,1,0,H,13,20,4,7,18,9,4,7,3,2,0,0,3.1,3.0,2.45
SP1,2020-07-10,R. Sociedad,Granada,2,3,A,0,2,A,19,4,5,3,12,13,8,3,2,3,0,0,1.72,3.6,5.25
SP1,2020-07-10,Real Madrid,Alavés,2,0,H,1,0,H,18,10,8,4,5,17,3,2,0,1,0,0,1.2,6.5,13.0
SP1,2020-07-11,Osasuna,Celta,2,1,H,1,1,D,15,12,5,3,10,11,3,4,2,2,0,0,3.2,3.0,2.45
SP1,2020-07-11,Real Valladolid,Barcelona,0,1,A,0,1,A,13,9,4,6,15,13,4,5,2,2,0,0,9.5,5.25,1.3
SP1,2020-07-11,Atlético,Real Betis,1,0,H,0,0,D,9,21,4,3,10,10,2,4,1,3,1,0,1.5,3.8,8.0
SP1,2020-07-12,Espanyol,Eibar,0,2,A,0,2,A,14,11,3,6,13,14,7,2,2,2,0,0,3.4,3.2,2.25
SP1,2020-07-12,Levante,Athletic,1,2,A,0,2,A,5,12,1,5,10,15,2,6,0,1,0,0,3.8,3.2,2.1
SP1,2020-07-12,Leganés,Valencia,1,0,H,1,0,H,10,16,1,5,21,9,2,8,4,1,1,0,3.4,3.1,2.3
SP1,2020-07-12,Sevilla,Mallorca,2,0,H,1,0,H,14,14,5,5,14,7,5,5,3,2,0,0,1.4,4.75,8.5
SP1,2020-07-13,Alavés,Getafe,0,0,D,0,0,D,3,14,1,4,26,15,2,4,4,2,0,0,3.5,3.0,2.25
SP1,2020-07-13,Villarreal,R. Sociedad,1,2,A,0,0,D,9,11,3,6,12,11,2,10,2,2,0,0,2.3,3.25,3.1
SP1,2020-07-13,Granada,Real Madrid,1,2,A,0,2,A,13,11,4,5,18,18,4,3,2,2,0,0,6.5,4.5,1.45
SP1,2020-07-16,Eibar,Real Valladolid,3,1,H,2,0,H,13,17,7,8,19,13,3,12,4,0,0,0,2.1,3.1,3.8
SP1,2020-07-16,Athletic,Leganés,0,2,A,0,0,D,10,16,3,4,11,11,3,3,2,3,1,0,1.8,3.4,4.75
SP1,2020-07-16,Barcelona,Osasuna,1,2,A,0,1,A,19,9,3,5,7,14,10,2,4,1,0,1,1.14,8.0,17.0
SP1,2020-07-16,Real Betis,Alavés,1,2,A,0,0,D,14,9,7,5,14,18,6,5,6,4,1,1,2.3,3.3,3.1
SP1,2020-07-16,Celta,Levante,2,3,A,2,2,D,16,8,6,4,11,15,8,4,3,0,1,1,1.61,4.0,5.25
SP1,2020-07-16,Getafe,Atlético,0,2,A,0,0,D,15,11,6,3,14,11,4,3,1,2,1,0,3.6,2.9,2.25
SP1,2020-07-16,Mallorca,Granada,1,2,A,1,1,D,18,14,5,6,14,18,5,6,7,5,2,0,2.05,3.4,3.5
SP1,2020-07-16,Real Madrid,Villarreal,2,1,H,1,0,H,12,8,7,4,13,13,4,2,3,2,0,0,1.45,4.75,6.0
SP1,2020-07-16,R. Sociedad,Sevilla,0,0,D,0,0,D,11,8,4,3,16,13,3,2,1,2,0,0,2.37,3.3,2.9
SP1,2020-07-16,Valencia,Espanyol,1,0,H,1,0,H,9,18,3,6,9,18,4,4,2,4,1,0,1.53,4.0,6.0
SP1,2020-07-19,Alavés,Barcelona,0,5,A,0,3,A,8,16,0,8,17,15,2,1,0,0,0,0,5.5,4.33,1.53
SP1,2020-07-19,Real Valladolid,Real Betis,2,0,H,1,0,H,13,10,4,3,17,10,3,5,2,2,0,0,2.62,3.3,2.62
SP1,2020-07-19,Villarreal,Eibar,4,0,H,0,0,D,12,11,5,3,4,9,4,4,0,0,0,0,1.53,4.0,6.0
SP1,2020-07-19,Atlético,R. Sociedad,1,1,D,1,0,H,6,10,3,4,16,9,2,3,1,2,0,0,1.95,3.0,4.5
SP1,2020-07-19,Espanyol,Celta,0,0,D,0,0,D,8,9,1,3,10,11,1,4,2,3,0,0,5.0,3.8,1.66
SP1,2020-07-19,Granada,Athletic,4,0,H,1,0,H,11,11,6,3,10,11,2,3,1,2,0,0,2.0,3.5,3.4
SP1,2020-07-19,Leganés,Real Madrid,2,2,D,1,1,D,15,7,7,4,9,11,5,2,4,1,0,0,2.62,3.8,2.35
SP1,2020-07-19,Levante,Getafe,1,0,H,0,0,D,13,13,4,4,10,12,6,8,2,4,0,0,5.0,3.8,1.66
SP1,2020-07-19,Osasuna,Mallorca,2,2,D,1,1,D,12,12,5,4,17,10,3,5,2,0,0,0,1.75,3.75,4.2
SP1,2020-07-19,Sevilla,Valencia,1,0,H,0,0,D,16,8,4,2,11,6,4,7,0,1,0,0,1.9,3.4,4.0
SP1,2020-09-12,Eibar,Celta,0,0,D,0,0,D,8,6,1,3,17,13,3,3,4,4,1,0,2.5,3.25,2.9
SP1,2020-09-12,Granada,Athletic,2,0,H,0,0,D,4,9,2,2,8,10,1,2,3,4,0,0,2.75,3.1,2.75
SP1,2020-09-12,Cádiz,Osasuna,0,2,A,0,1,A,12,6,3,4,14,21,6,2,2,2,0,0,2.8,3.0,2.75
SP1,2020-09-13,Alavés,Real Betis,0,1,A,0,0,D,7,11,2,4,19,17,6,4,3,3,0,0,2.8,3.2,2.6
SP1,2020-09-13,Real Valladolid,R. Sociedad,1,1,D,1,0,H,8,8,3,2,15,17,5,3,4,1,0,0,2.8,3.2,2.6
SP1,2020-09-13,Villarreal,Huesca,1,1,D,0,1,A,15,10,4,3,10,22,6,6,1,1,0,0,1.57,4.0,6.0
SP1,2020-09-13,Valencia,Levante,4,2,H,2,2,D,14,19,8,8,9,14,3,4,1,3,0,0,2.1,3.5,3.5
SP1,2020-09-19,Villarreal,Eibar,2,1,H,0,0,D,14,12,8,4,5,12,4,3,1,1,0,0,1.57,4.0,6.0
SP1,2020-09-19,Getafe,Osasuna,1,0,H,0,0,D,7,10,1,3,19,13,4,1,4,2,0,0,1.95,3.25,4.33
SP1,2020-09-19,Celta,Valencia,2,1,H,1,0,H,23,9,6,3,12,13,6,6,3,1,0,0,2.2,3.6,3.1
SP1,2020-09-20,Huesca,Cádiz,0,2,A,0,1,A,4,6,0,4,18,23,2,1,3,3,0,0,2.1,3.1,4.0
SP1,2020-09-20,Real Betis,Real Valladolid,2,0,H,2,0,H,16,9,6,2,18,10,5,3,3,0,0,0,1.85,3.6,4.33
SP1,2020-09-20,Granada,Alavés,2,1,H,1,1,D,10,5,3,3,9,12,4,4,0,3,0,0,2.05,3.1,4.2
SP1,2020-09-20,R. Sociedad,Real Madrid,0,0,D,0,0,D,6,16,1,4,17,12,1,11,2,2,0,0,4.75,3.8,1.72
SP1,2020-09-26,Alavés,Getafe,0,0,D,0,0,D,9,11,0,4,13,13,1,5,2,2,0,0,3.5,2.9,2.37
SP1,2020-09-26,Valencia,Huesca,1,1,D,1,0,H,5,17,2,4,14,20,4,4,0,1,0,0,2.0,3.4,4.0
SP1,2020-09-26,Elche,R. Sociedad,0,3,A,0,0,D,5,27,2,7,11,12,2,11,3,1,0,0,4.2,3.3,1.95
SP1,2020-09-26,Real Betis,Real Madrid,2,3,A,2,1,H,15,11,5,4,9,10,8,3,5,2,1,0,4.0,4.0,1.8
SP1,2020-09-27,Osasuna,Levante,1,3,A,1,1,D,9,11,4,5,15,16,3,7,2,0,0,0,2.3,3.2,3.25
SP1,2020-09-27,Eibar,Athletic,1,2,A,0,1,A,7,9,1,5,15,12,5,4,1,0,0,0,3.0,3.0,2.55
SP1,2020-09-27,Atlético,Granada,6,1,H,1,0,H,17,11,10,6,16,14,1,1,3,1,0,0,1.5,4.0,7.5
SP1,2020-09-27,Cádiz,Sevilla,1,3,A,0,0,D,12,14,5,5,9,14,6,5,4,2,0,0,5.0,3.6,1.7
SP1,2020-09-27,Real Valladolid,Celta,1,1,D,0,1,A,10,5,4,1,26,18,4,1,3,4,0,0,2.8,3.0,2.7
SP1,2020-09-27,Barcelona,Villarreal,4,0,H,4,0,H,17,5,9,1,9,10,8,4,0,1,0,0,1.53,4.33,6.0
SP1,2020-09-29,R. Sociedad,Valencia,0,1,A,0,0,D,11,9,3,5,16,15,9,3,1,5,0,0,1.53,4.2,5.75
SP1,2020-09-29,Getafe,Real Betis,3,0,H,3,0,H,8,10,4,2,15,17,1,4,4,4,0,1,2.45,3.1,3.0
SP1,2020-09-30,Huesca,Atlético,0,0,D,0,0,D,9,16,3,2,13,10,5,7,1,0,0,0,7.5,4.2,1.45
SP1,2020-09-30,Villarreal,Alavés,3,1,H,2,1,H,10,8,6,3,11,13,2,0,0,2,0,0,1.57,3.8,5.75
SP1,2020-09-30,Eibar,Elche,0,1,A,0,1,A,12,5,4,2,9,14,3,2,2,2,0,0,1.8,3.5,4.5
SP1,2020-09-30,Real Madrid,Real Valladolid,1,0,H,0,0,D,15,11,5,5,11,7,4,7,2,1,0,0,1.22,6.0,11.0
SP1,2020-10-01,Athletic,Cádiz,0,1,A,0,0,D,13,3,4,1,15,16,5,2,3,5,0,2,1.53,3.8,6.5
SP1,2020-10-01,Sevilla,Levante,1,0,H,0,0,D,16,3,2,1,14,17,2,4,5,2,0,0,1.4,4.5,7.5
SP1,2020-10-01,Celta,Barcelona,0,3,A,0,1,A,10,6,3,3,22,10,3,7,5,5,0,1,5.75,4.2,1.53
SP1,2020-10-03,Real Valladolid,Eibar,1,2,A,1,1,D,9,11,3,5,11,21,3,4,2,3,0,1,2.35,3.0,3.4
SP1,2020-10-03,Atlético,Villarreal,0,0,D,0,0,D,14,6,1,2,11,7,9,1,1,2,0,0,1.61,3.9,5.5
SP1,2020-10-03,Elche,Huesca,0,0,D,0,0,D,2,18,0,4,8,26,0,5,0,2,0,0,3.1,3.1,2.45
SP1,2020-10-03,R. Sociedad,Getafe,3,0,H,1,0,H,11,5,6,1,21,13,5,4,3,3,0,0,2.25,3.1,3.5
SP1,2020-10-03,Valencia,Real Betis,0,2,A,0,1,A,5,17,2,8,11,14,4,7,2,2,0,0,2.8,3.2,2.6
SP1,2020-10-04,Osasuna,Celta,2,0,H,1,0,H,14,9,5,3,19,10,6,5,3,3,0,0,2.7,3.1,2.75
SP1,2020-10-04,Alavés,Athletic,1,0,H,0,0,D,8,8,3,0,20,17,0,6,2,3,1,0,3.3,2.9,2.37
SP1,2020-10-04,Levante,Real Madrid,0,2,A,0,1,A,11,13,4,3,14,8,4,6,2,1,0,0,6.0,4.5,1.5
SP1,2020-10-04,Cádiz,Granada,1,1,D,0,1,A,14,13,4,5,16,16,2,5,2,2,0,0,3.0,3.0,2.6
SP1,2020-10-04,Barcelona,Sevilla,1,1,D,1,1,D,12,13,5,1,11,18,6,5,1,1,0,0,1.57,4.33,5.25
SP1,2020-10-17,Granada,Sevilla,1,0,H,0,0,D,13,8,3,3,16,11,5,1,4,4,0,1,4.2,3.4,1.9
SP1,2020-10-17,Celta,Atlético,0,2,A,0,1,A,15,9,5,4,16,18,8,4,3,4,0,0,5.5,3.3,1.75
SP1,2020-10-17,Real Madrid,Cádiz,0,1,A,0,1,A,14,14,2,5,7,5,4,11,2,0,0,0,1.18,7.0,15.0
SP1,2020-10-17,Getafe,Barcelona,1,0,H,0,0,D,9,7,4,1,20,10,7,2,4,3,0,0,4.75,3.8,1.72
SP1,2020-10-18,Eibar,Osasuna,0,0,D,0,0,D,10,8,6,2,14,14,6,7,2,3,0,1,2.6,3.0,3.0
SP1,2020-10-18,Athletic,Levante,2,0,H,0,0,D,14,6,5,1,11,10,9,3,3,1,0,0,2.05,3.2,4.0
SP1,2020-10-18,Villarreal,Valencia,2,1,H,1,1,D,16,11,6,3,13,8,3,7,4,1,1,0,1.6,4.0,5.25
SP1,2020-10-18,Alavés,Elche,0,2,A,0,1,A,13,7,2,3,11,11,2,6,2,5,0,0,1.75,3.3,5.5
SP1,2020-10-18,Huesca,Real Valladolid,2,2,D,0,1,A,12,5,7,3,14,24,3,1,1,2,0,0,2.25,2.9,3.8
SP1,2020-10-18,Real Betis,R. Sociedad,0,3,A,0,1,A,7,8,1,5,11,18,6,2,2,1,0,0,2.5,3.25,2.9
SP1,2020-10-23,Elche,Valencia,2,1,H,2,0,H,3,14,2,4,15,8,0,7,3,2,0,0,3.2,3.1,2.4
SP1,2020-10-24,Barcelona,Real Madrid,1,3,A,1,1,D,10,15,4,9,11,13,7,7,3,2,0,0,2.0,3.6,3.6
SP1,2020-10-24,Osasuna,Athletic,1,0,H,0,0,D,7,13,2,5,18,10,2,5,3,2,0,0,3.25,2.9,2.4
SP1,2020-10-24,Sevilla,Eibar,0,1,A,0,1,A,21,3,3,1,11,12,13,3,0,3,0,0,1.45,4.33,7.5
SP1,2020-10-24,Atlético,Real Betis,2,0,H,0,0,D,13,12,6,3,19,12,8,5,2,0,0,1,1.55,3.8,6.5
SP1,2020-10-25,Real Valladolid,Alavés,0,2,A,0,0,D,5,14,1,4,9,7,2,4,1,0,1,0,2.3,2.9,3.5
SP1,2020-10-25,Cádiz,Villarreal,0,0,D,0,0,D,5,7,0,2,15,7,0,5,2,2,0,0,3.6,3.3,2.1
SP1,2020-10-25,Getafe,Granada,0,1,A,0,1,A,10,5,1,2,19,23,6,1,4,2,0,0,1.85,3.1,5.0
SP1,2020-10-25,R. Sociedad,Huesca,4,1,H,1,0,H,13,6,6,4,12,11,4,5,2,1,0,0,1.57,3.75,6.0
SP1,2020-10-26,Levante,Celta,1,1,D,0,0,D,10,10,3,3,11,19,3,2,2,2,0,0,2.37,3.25,3.0
SP1,2020-10-30,Eibar,Cádiz,0,2,A,0,2,A,9,6,3,4,10,10,7,2,1,1,0,0,2.55,2.75,3.3
SP1,2020-10-31,Real Madrid,Huesca,4,1,H,2,0,H,13,9,6,2,16,9,6,3,0,2,0,0,1.33,5.25,9.0
SP1,2020-10-31,Athletic,Sevilla,2,1,H,0,1,A,16,7,5,3,17,19,6,1,5,5,0,0,3.0,3.0,2.6
SP1,2020-10-31,Osasuna,Atlético,1,3,A,0,1,A,8,11,3,6,12,10,3,2,1,2,0,0,5.5,3.3,1.75
SP1,2020-10-31,Alavés,Barcelona,1,1,D,1,0,H,4,25,3,9,16,4,2,14,4,3,1,0,6.5,4.75,1.44
SP1,2020-11-01,Real Betis,Elche,3,1,H,2,0,H,17,4,10,2,13,12,1,1,2,1,0,0,1.45,4.33,7.5
SP1,2020-11-01,Celta,R. Sociedad,1,4,A,0,2,A,9,9,2,7,19,16,2,3,2,5,1,0,3.0,3.2,2.45
SP1,2020-11-01,Granada,Levante,1,1,D,1,1,D,5,19,2,4,7,14,2,8,2,3,1,0,2.25,3.2,3.4
SP1,2020-11-01,Valencia,Getafe,2,2,D,1,0,H,11,16,5,5,18,25,0,3,8,5,1,1,3.1,3.1,2.45
SP1,2020-11-02,Villarreal,Real Valladolid,2,0,H,2,0,H,11,11,5,1,13,13,6,4,1,3,0,0,1.61,4.0,5.5
SP1,2020-11-06,Elche,Celta,1,1,D,1,1,D,8,14,1,6,18,12,3,3,3,4,0,0,4.0,3.3,1.95
SP1,2020-11-07,Huesca,Eibar,1,1,D,0,1,A,14,8,6,3,16,30,4,3,2,0,0,0,2.05,3.3,3.6
SP1,2020-11-07,Barcelona,Real Betis,5,2,H,1,1,D,18,12,9,6,8,10,9,5,2,2,0,1,1.4,5.0,7.5
SP1,2020-11-07,Sevilla,Osasuna,1,0,H,0,0,D,9,10,1,2,11,19,3,0,2,3,0,0,1.5,4.0,7.0
SP1,2020-11-07,Atlético,Cádiz,4,0,H,2,0,H,17,10,7,3,10,9,2,7,1,1,0,0,1.4,4.2,10.0
SP1,2020-11-08,Getafe,Villarreal,1,3,A,1,2,A,13,9,5,5,18,11,3,3,3,4,0,0,2.5,3.1,3.0
SP1,2020-11-08,R. Sociedad,Granada,2,0,H,2,0,H,22,2,9,1,8,11,15,0,2,1,1,0,1.65,3.8,5.25
SP1,2020-11-08,Levante,Alavés,1,1,D,0,1,A,18,6,5,2,12,16,12,1,1,6,0,1,2.15,3.4,3.4
SP1,2020-11-08,Real Valladolid,Athletic,2,1,H,1,0,H,7,17,4,2,23,11,2,11,4,2,0,0,3.3,2.9,2.37
SP1,2020-11-08,Valencia,Real Madrid,4,1,H,2,1,H,7,16,4,6,13,14,1,8,3,2,0,0,6.0,4.75,1.45
SP1,2020-11-20,Osasuna,Huesca,1,1,D,0,1,A,18,6,7,5,14,15,4,3,2,3,0,0,2.4,3.0,3.25
SP1,2020-11-21,Levante,Elche,1,1,D,1,0,H,13,11,5,5,15,11,5,4,1,4,0,0,1.57,4.0,5.75
SP1,2020-11-21,Villarreal,Real Madrid,1,1,D,0,1,A,13,6,1,1,16,14,4,2,1,2,0,0,2.87,3.8,2.25
SP1,2020-11-21,Sevilla,Celta,4,2,H,2,2,D,15,10,10,7,14,20,3,2,2,2,0,0,1.72,3.6,5.25
SP1,2020-11-21,Atlético,Barcelona,1,0,H,1,0,H,9,13,2,4,12,6,8,8,4,0,0,0,2.9,3.5,2.37
